label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I eat meat at least once daily,positive,explicit,90,22,15,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I was raised on a farm,positive,explicit,90,22,21,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,Some relatives hunt and eat game meats,positive,explicit,85,22,-1,1.0,0.2306831783140697,1.0,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I have no moral issues eating meat,positive,explicit,75,15,4,1.0,0.1129733850873781,1.0,0.1129733850873781
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I like the taste of meat,positive,explicit,70,15,11,1.0,0.2073712790973667,1.0,0.2073712790973667
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I sometimes reduce meat due to health issues,negative,explicit,70,15,0,1.0,0.4085319534142081,1.0,0.4085319534142081
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I like the taste of meat,positive,implicit,60,4,11,0.1129733850873781,0.2073712790973667,0.1129733850873781,0.2073712790973667
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I sometimes reduce meat due to health issues,positive,explicit,65,4,0,0.1129733850873781,0.4085319534142081,0.1129733850873781,0.4085319534142081
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,explicit,90,0,4,0.4085319534142081,1.0,0.4085319534142081,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I like the taste of meat,I was raised on a farm,positive,implicit,50,11,21,0.2073712790973667,1.0,0.2073712790973667,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I have no moral issues eating meat,positive,explicit,65,22,4,1.0,0.1129733850873781,1.0,0.1129733850873781
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I was raised on a farm,positive,explicit,80,15,21,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,explicit,60,-1,0,0.0903342141916878,0.4085319534142081,,0.4085319534142081
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,explicit,55,15,4,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I think chicken and turkey are healthier,positive,explicit,100,1,1,0.3362636064071622,0.3214588733765346,0.3362636064071622,0.3214588733765346
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I reduce beef or pork when dieting,positive,explicit,80,1,0,0.3362636064071622,0.593016979586391,0.3362636064071622,0.593016979586391
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I eat lean beef to reduce fat,positive,explicit,60,1,0,0.3362636064071622,0.2270450050681683,0.3362636064071622,0.2270450050681683
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I reduce beef or pork when dieting,positive,explicit,80,0,0,0.2270450050681683,0.593016979586391,0.2270450050681683,0.593016979586391
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I think chicken and turkey are healthier,positive,implicit,50,0,1,0.2270450050681683,0.3214588733765346,0.2270450050681683,0.3214588733765346
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I like the taste of meat,I eat meat every day,positive,explicit,90,11,15,0.2153738143620959,1.0,0.2153738143620959,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I like the taste of meat,I prefer beef for hamburgers and sloppy joes,positive,explicit,90,11,-1,0.2153738143620959,0.0773762176063814,0.2153738143620959,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I like the taste of meat,Social contacts like the taste of meat,positive,explicit,70,11,27,0.2153738143620959,1.0,0.2153738143620959,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I eat meat every day,Those around me eat meat regularly,positive,explicit,75,15,28,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I think chicken and turkey are healthier,negative,explicit,70,-1,1,0.0773762176063814,0.3214588733765346,,0.3214588733765346
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I choose chicken and turkey for health,negative,explicit,70,-1,1,0.0773762176063814,0.3362636064071622,,0.3362636064071622
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I like the taste of meat,I choose chicken and turkey for health,negative,implicit,60,11,1,0.2153738143620959,0.3362636064071622,0.2153738143620959,0.3362636064071622
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I reduce beef or pork when dieting,negative,explicit,65,-1,0,0.0773762176063814,0.593016979586391,,0.593016979586391
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I prefer beef for hamburgers and sloppy joes,negative,explicit,60,0,-1,0.2270450050681683,0.0773762176063814,0.2270450050681683,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I reduce beef or pork when dieting,positive,explicit,70,1,0,0.3214588733765346,0.593016979586391,0.3214588733765346,0.593016979586391
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on processed meat,positive,explicit,90,10,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on red meat,positive,explicit,95,10,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I am concerned about my health,I want to improve cholesterol and blood work,positive,explicit,100,10,10,1.0,0.1163047244057814,1.0,0.1163047244057814
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I eat more chicken and fish now,I have tried to cut back on red meat,positive,explicit,85,1,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",I eat more chicken and fish now,positive,explicit,80,1,1,0.5639246881004034,1.0,0.5639246881004034,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on red meat,negative,explicit,90,2,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on processed meat,negative,explicit,80,2,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I eat meat whenever I choose to,I do not control grocery shopping or meal planning,positive,implicit,40,19,2,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,implicit,35,19,1,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I eat meat whenever I choose to,I have tried to cut back on processed meat,negative,implicit,30,19,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I eat meat whenever I choose to,I have tried to cut back on red meat,negative,implicit,30,19,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I have tried to cut back on processed meat,I have tried to cut back on red meat,positive,implicit,50,0,0,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I have tried to cut back on red meat,I want to improve cholesterol and blood work,positive,explicit,95,0,10,1.0,0.1163047244057814,1.0,0.1163047244057814
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,8f96fa223f234180,1,I have tried to cut back on processed meat,I want to improve cholesterol and blood work,positive,implicit,60,0,10,1.0,0.1163047244057814,1.0,0.1163047244057814
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Eating meat feels natural to me,Eating meat is a habit for me,positive,explicit,95,17,17,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Eating meat is a habit for me,I have always eaten and cooked with meat,positive,explicit,90,17,23,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,My parents cooked with meat,positive,explicit,95,23,3,1.0,0.2442309386818247,1.0,0.2442309386818247
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I eat a lot of chicken,I eat meat 1-2 times a day,positive,explicit,90,1,15,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Eating meat is a habit for me,Most friends and family eat meat,positive,explicit,80,17,3,1.0,0.1652239793768335,1.0,0.1652239793768335
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Most friends and family eat meat,My parents cooked with meat,positive,implicit,60,3,3,0.1652239793768335,0.2442309386818247,0.1652239793768335,0.2442309386818247
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Eating meat is a habit for me,I eat meat 1-2 times a day,positive,implicit,80,17,15,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Eating meat feels natural to me,I have always eaten and cooked with meat,positive,explicit,90,17,23,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I get bored with the same meals,I enjoy the challenge of vegetarian cooking,positive,explicit,87,2,2,0.2145656318045729,1.0,0.2145656318045729,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I get bored with the same meals,I have always eaten and cooked with meat,negative,explicit,55,2,23,0.2145656318045729,1.0,0.2145656318045729,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I have always eaten and cooked with meat,negative,implicit,45,2,23,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I have always eaten and cooked with meat,negative,explicit,50,-1,23,0.1098458212285939,1.0,,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I reduce meat when it is expensive,positive,implicit,30,2,-1,1.0,0.1098458212285939,1.0,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,24e9f4a8dba444ba,1,Eating meat feels natural to me,I get bored with the same meals,negative,implicit,30,17,2,1.0,0.2145656318045729,1.0,0.2145656318045729
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,positive,explicit,90,1,9,0.1020595986701227,0.0949262427814267,0.1020595986701227,0.0719908148554711
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I eat mostly chicken,positive,explicit,75,1,1,0.1020595986701227,1.0,0.1020595986701227,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I prefer chicken and fish,positive,implicit,60,1,1,0.1020595986701227,1.0,0.1020595986701227,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I eat mostly chicken,I find chicken easier to digest than beef,positive,explicit,95,1,1,1.0,0.3737007926091474,1.0,0.3737007926091474
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I eat mostly chicken,I find steak hard to chew,positive,explicit,80,1,4,1.0,0.1802450510830505,1.0,0.1802450510830505
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I eat mostly chicken,I prefer chicken and fish,positive,explicit,100,1,1,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I eat mostly chicken,I buy more meat when it is on sale,positive,implicit,55,1,9,1.0,0.0949262427814267,1.0,0.0719908148554711
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I prefer chicken and fish,positive,explicit,95,1,1,0.3737007926091474,1.0,0.3737007926091474,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I find steak hard to chew,positive,explicit,75,1,4,0.3737007926091474,0.1802450510830505,0.3737007926091474,0.1802450510830505
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I buy more meat when it is on sale,positive,implicit,35,1,9,0.3737007926091474,0.0949262427814267,0.3737007926091474,0.0719908148554711
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I find steak hard to chew,I prefer chicken and fish,positive,explicit,75,4,1,0.1802450510830505,1.0,0.1802450510830505,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,5d5930b9486b3aef,1,I prefer chicken and fish,I buy more meat when it is on sale,positive,implicit,40,1,9,1.0,0.0949262427814267,1.0,0.0719908148554711
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c64e457f6d99d425,1,I eat meat when I feel like it,I sometimes choose to cut back on meat,positive,explicit,80,19,0,1.0,0.3344185219579342,1.0,0.3344185219579342
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c64e457f6d99d425,1,I eat meat when I feel like it,Meat consumption is a personal preference,positive,explicit,90,19,19,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,c64e457f6d99d425,1,I sometimes choose to cut back on meat,Meat consumption is a personal preference,positive,explicit,90,0,19,0.3344185219579342,1.0,0.3344185219579342,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,0ec83457dd9ad9bb,1,I crave meat,I enjoy eating meat regularly,positive,explicit,90,19,26,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Meat tastes delicious to me,positive,explicit,90,26,11,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,0ec83457dd9ad9bb,1,I crave meat,Meat tastes delicious to me,positive,explicit,80,19,11,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Most people I know eat meat regularly,positive,implicit,40,26,28,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I crave meat more during holidays,I eat more meat at gatherings,positive,explicit,90,14,14,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I eat more meat at gatherings,I enjoy eating meat,positive,explicit,85,14,26,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I eat more meat at gatherings,My family are big meat eaters,positive,explicit,80,14,3,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I eat more meat at gatherings,My friends enjoy eating meat,positive,explicit,60,14,-1,1.0,0.1647500620631466,1.0,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I enjoy eating meat,My friends enjoy eating meat,positive,explicit,85,26,-1,1.0,0.1647500620631466,1.0,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I enjoy eating meat,My family are big meat eaters,positive,explicit,85,26,3,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I enjoy eating meat,I want to be healthier,negative,explicit,65,26,8,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I want to be healthier,My brother reduces meat for health reasons,positive,explicit,70,8,6,1.0,0.2514078148029731,1.0,0.2514078148029731
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I want to be healthier,My family are big meat eaters,negative,explicit,40,8,3,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,I want to be healthier,My friends enjoy eating meat,negative,implicit,30,8,-1,1.0,0.1647500620631466,1.0,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,My brother reduces meat for health reasons,My family are big meat eaters,negative,explicit,70,6,3,0.2514078148029731,1.0,0.2514078148029731,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,cd254873c8c70b1f,1,My family are big meat eaters,My friends enjoy eating meat,positive,explicit,60,3,-1,1.0,0.1647500620631466,1.0,
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,Family habits from childhood influence my eating,I eat predominantly meat with each meal,positive,explicit,90,3,23,0.1265839391232129,1.0,0.1265839391232129,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,Family habits from childhood influence my eating,My family serves meat at meals,positive,explicit,95,3,3,0.1265839391232129,0.391224184439337,0.1265839391232129,0.391224184439337
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,I believe meat is essential for health,I eat predominantly meat with each meal,positive,explicit,95,25,23,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,I believe meat is essential for health,I feel better when I eat more meat,positive,explicit,90,25,0,1.0,0.0915411405532211,1.0,0.0722599543012309
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,I believe meat is essential for health,I follow a low-carb diet,positive,implicit,50,25,0,1.0,0.1076696600318734,1.0,0.1076696600318734
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,I eat predominantly meat with each meal,I feel better when I eat more meat,positive,explicit,100,23,0,1.0,0.0915411405532211,1.0,0.0722599543012309
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,I eat predominantly meat with each meal,I follow a low-carb diet,positive,explicit,90,23,0,1.0,0.1076696600318734,1.0,0.1076696600318734
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,I feel better when I eat more meat,I follow a low-carb diet,positive,explicit,85,0,0,0.0915411405532211,0.1076696600318734,0.0722599543012309,0.1076696600318734
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,My family serves meat at meals,I eat predominantly meat with each meal,positive,explicit,70,3,23,0.391224184439337,1.0,0.391224184439337,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,673d057ee91b91d4,1,My family serves meat at meals,I follow a low-carb diet,positive,implicit,40,3,0,0.391224184439337,0.1076696600318734,0.391224184439337,0.1076696600318734
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,Chicken is cheap and convenient,Family eats more chicken for cost reasons,positive,explicit,90,1,1,0.3285312413976842,1.0,0.3285312413976842,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,Chicken is cheap and convenient,I eat a lot of chicken,positive,explicit,85,1,1,0.3285312413976842,1.0,0.3285312413976842,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,Chicken is cheap and convenient,Meat is expensive for me,positive,implicit,80,1,9,0.3285312413976842,1.0,0.3285312413976842,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,I eat a lot of chicken,positive,implicit,75,1,1,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,Meat is expensive for me,positive,explicit,85,1,9,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I enjoy cooking meat at home,I love eating meat,positive,explicit,95,-1,26,0.0982871992787011,1.0,,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I eat a lot of chicken,Meat is expensive for me,positive,implicit,75,1,9,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I enjoy cooking meat at home,I prefer real meat over substitutes,positive,implicit,60,-1,19,0.0982871992787011,0.5197254576490948,,0.5197254576490948
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I got food poisoning from fast food bacon,I avoid fast food bacon,positive,explicit,100,7,7,0.3587738081556196,0.3409466302982025,0.3587738081556196,0.3409466302982025
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I love eating meat,I prefer real meat over substitutes,positive,explicit,85,26,19,1.0,0.5197254576490948,1.0,0.5197254576490948
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I enjoy cooking meat at home,I avoid fast food bacon,positive,explicit,70,-1,7,0.0982871992787011,0.3409466302982025,,0.3409466302982025
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,7cf1b08e24b10350,1,I enjoy cooking meat at home,I got food poisoning from fast food bacon,positive,explicit,60,-1,7,0.0982871992787011,0.3587738081556196,,0.3587738081556196
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,bd14752573c3fbed,1,Eating meat is mostly out of habit,I eat meat at most meals,positive,explicit,70,17,23,1.0,1.0,1.0,1.0
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,bd14752573c3fbed,1,Eating meat is mostly out of habit,My family eats similar meals as me,positive,implicit,50,17,3,1.0,0.2772219503195556,1.0,0.2772219503195556
03__qwen3-embedding-0.6b__run_20260210_221845_49de70a3,bd14752573c3fbed,1,Eating meat is mostly out of habit,My family likes the taste of meat,positive,explicit,55,17,3,1.0,1.0,1.0,1.0
