label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I eat meat at least once daily,positive,explicit,90,0,14,0.1310571271538352,1.0,0.1310571271538352,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I was raised on a farm,positive,explicit,90,0,-1,0.1310571271538352,0.0244985975269405,0.1310571271538352,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,Eating meat is a family tradition,Some relatives hunt and eat game meats,positive,explicit,85,0,0,0.1310571271538352,0.3005760961355816,0.1310571271538352,0.3005760961355816
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I eat meat at least once daily,I have no moral issues eating meat,positive,explicit,75,14,1,1.0,0.1210338667027274,1.0,0.0596653960724759
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I eat meat at least once daily,I like the taste of meat,positive,explicit,70,14,-1,1.0,0.0362063198993641,1.0,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I eat meat at least once daily,I sometimes reduce meat due to health issues,negative,explicit,70,14,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I like the taste of meat,positive,implicit,60,1,-1,0.1210338667027274,0.0362063198993641,0.0596653960724759,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I sometimes reduce meat due to health issues,positive,explicit,65,1,4,0.1210338667027274,1.0,0.0596653960724759,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,explicit,90,4,8,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I like the taste of meat,I was raised on a farm,positive,implicit,50,-1,-1,0.0362063198993641,0.0244985975269405,,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I have no moral issues eating meat,positive,explicit,65,0,1,0.1310571271538352,0.1210338667027274,0.1310571271538352,0.0596653960724759
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I eat meat at least once daily,I was raised on a farm,positive,explicit,80,14,-1,1.0,0.0244985975269405,1.0,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,explicit,60,3,4,0.0736409012783963,1.0,0.0736409012783963,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,explicit,55,14,8,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I think chicken and turkey are healthier,positive,explicit,100,2,2,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I reduce beef or pork when dieting,positive,explicit,80,2,4,1.0,0.4807437753022637,1.0,0.4807437753022637
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I eat lean beef to reduce fat,positive,explicit,60,2,4,1.0,0.2296004597524055,1.0,0.2296004597524055
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I reduce beef or pork when dieting,positive,explicit,80,4,4,0.2296004597524055,0.4807437753022637,0.2296004597524055,0.4807437753022637
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I think chicken and turkey are healthier,positive,implicit,50,4,2,0.2296004597524055,1.0,0.2296004597524055,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I like the taste of meat,I eat meat every day,positive,explicit,90,-1,14,0.0364777682844514,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I like the taste of meat,I prefer beef for hamburgers and sloppy joes,positive,explicit,90,-1,-1,0.0364777682844514,0.0538749563216708,,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I like the taste of meat,Social contacts like the taste of meat,positive,explicit,70,-1,0,0.0364777682844514,0.067479614889677,,0.067479614889677
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I eat meat every day,Those around me eat meat regularly,positive,explicit,75,14,-1,1.0,0.0465937818218619,1.0,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I think chicken and turkey are healthier,negative,explicit,70,-1,2,0.0538749563216708,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I choose chicken and turkey for health,negative,explicit,70,-1,2,0.0538749563216708,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I like the taste of meat,I choose chicken and turkey for health,negative,implicit,60,-1,2,0.0364777682844514,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I reduce beef or pork when dieting,negative,explicit,65,-1,4,0.0538749563216708,0.4807437753022637,,0.4807437753022637
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I prefer beef for hamburgers and sloppy joes,negative,explicit,60,4,-1,0.2296004597524055,0.0538749563216708,0.2296004597524055,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I reduce beef or pork when dieting,positive,explicit,70,2,4,1.0,0.4807437753022637,1.0,0.4807437753022637
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on processed meat,positive,explicit,90,11,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on red meat,positive,explicit,95,11,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I am concerned about my health,I want to improve cholesterol and blood work,positive,explicit,100,11,11,1.0,0.3285213017759609,1.0,0.3285213017759609
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I eat more chicken and fish now,I have tried to cut back on red meat,positive,explicit,85,2,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",I eat more chicken and fish now,positive,explicit,80,2,2,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on red meat,negative,explicit,90,5,4,0.0823391868661473,1.0,0.061071096233627,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on processed meat,negative,explicit,80,5,4,0.0823391868661473,1.0,0.061071096233627,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I eat meat whenever I choose to,I do not control grocery shopping or meal planning,positive,implicit,40,7,5,1.0,0.0823391868661473,1.0,0.061071096233627
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,implicit,35,7,2,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I eat meat whenever I choose to,I have tried to cut back on processed meat,negative,implicit,30,7,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I eat meat whenever I choose to,I have tried to cut back on red meat,negative,implicit,30,7,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I have tried to cut back on processed meat,I have tried to cut back on red meat,positive,implicit,50,4,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I have tried to cut back on red meat,I want to improve cholesterol and blood work,positive,explicit,95,4,11,1.0,0.3285213017759609,1.0,0.3285213017759609
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,8f96fa223f234180,1,I have tried to cut back on processed meat,I want to improve cholesterol and blood work,positive,implicit,60,4,11,1.0,0.3285213017759609,1.0,0.3285213017759609
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Eating meat feels natural to me,Eating meat is a habit for me,positive,explicit,95,1,1,0.1241488348067277,0.0993722016711761,0.085549817440273,0.0784400696879995
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Eating meat is a habit for me,I have always eaten and cooked with meat,positive,explicit,90,1,7,0.0993722016711761,0.2957724725774907,0.0784400696879995,0.2957724725774907
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,My parents cooked with meat,positive,explicit,95,7,0,0.2957724725774907,1.0,0.2957724725774907,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I eat a lot of chicken,I eat meat 1-2 times a day,positive,explicit,90,2,14,0.4116720137989117,1.0,0.4116720137989117,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Eating meat is a habit for me,Most friends and family eat meat,positive,explicit,80,1,0,0.0993722016711761,0.2924353256447844,0.0784400696879995,0.2924353256447844
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Most friends and family eat meat,My parents cooked with meat,positive,implicit,60,0,0,0.2924353256447844,1.0,0.2924353256447844,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Eating meat is a habit for me,I eat meat 1-2 times a day,positive,implicit,80,1,14,0.0993722016711761,1.0,0.0784400696879995,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Eating meat feels natural to me,I have always eaten and cooked with meat,positive,explicit,90,1,7,0.1241488348067277,0.2957724725774907,0.085549817440273,0.2957724725774907
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I get bored with the same meals,I enjoy the challenge of vegetarian cooking,positive,explicit,87,13,6,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I get bored with the same meals,I have always eaten and cooked with meat,negative,explicit,55,13,7,1.0,0.2957724725774907,1.0,0.2957724725774907
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I have always eaten and cooked with meat,negative,implicit,45,6,7,1.0,0.2957724725774907,1.0,0.2957724725774907
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I have always eaten and cooked with meat,negative,explicit,50,4,7,0.1220711065702968,0.2957724725774907,0.1220711065702968,0.2957724725774907
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I reduce meat when it is expensive,positive,implicit,30,6,4,1.0,0.1220711065702968,1.0,0.1220711065702968
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,24e9f4a8dba444ba,1,Eating meat feels natural to me,I get bored with the same meals,negative,implicit,30,1,13,0.1241488348067277,1.0,0.085549817440273,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,positive,explicit,90,2,1,0.3231343884744133,0.2288223560675461,0.3231343884744133,0.2288223560675461
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I eat mostly chicken,positive,explicit,75,2,2,0.3231343884744133,0.4585933337827557,0.3231343884744133,0.4585933337827557
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I prefer chicken and fish,positive,implicit,60,2,2,0.3231343884744133,1.0,0.3231343884744133,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I eat mostly chicken,I find chicken easier to digest than beef,positive,explicit,95,2,2,0.4585933337827557,1.0,0.4585933337827557,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I eat mostly chicken,I find steak hard to chew,positive,explicit,80,2,8,0.4585933337827557,0.2647043693256033,0.4585933337827557,0.2647043693256033
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I eat mostly chicken,I prefer chicken and fish,positive,explicit,100,2,2,0.4585933337827557,1.0,0.4585933337827557,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I eat mostly chicken,I buy more meat when it is on sale,positive,implicit,55,2,1,0.4585933337827557,0.2288223560675461,0.4585933337827557,0.2288223560675461
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I prefer chicken and fish,positive,explicit,95,2,2,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I find steak hard to chew,positive,explicit,75,2,8,1.0,0.2647043693256033,1.0,0.2647043693256033
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I buy more meat when it is on sale,positive,implicit,35,2,1,1.0,0.2288223560675461,1.0,0.2288223560675461
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I find steak hard to chew,I prefer chicken and fish,positive,explicit,75,8,2,0.2647043693256033,1.0,0.2647043693256033,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,5d5930b9486b3aef,1,I prefer chicken and fish,I buy more meat when it is on sale,positive,implicit,40,2,1,1.0,0.2288223560675461,1.0,0.2288223560675461
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c64e457f6d99d425,1,I eat meat when I feel like it,I sometimes choose to cut back on meat,positive,explicit,80,7,4,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c64e457f6d99d425,1,I eat meat when I feel like it,Meat consumption is a personal preference,positive,explicit,90,7,7,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,c64e457f6d99d425,1,I sometimes choose to cut back on meat,Meat consumption is a personal preference,positive,explicit,90,4,7,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,0ec83457dd9ad9bb,1,I crave meat,I enjoy eating meat regularly,positive,explicit,90,7,-1,1.0,0.0368518039594325,1.0,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Meat tastes delicious to me,positive,explicit,90,-1,1,0.0368518039594325,0.0898523186925445,,0.0681882507868268
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,0ec83457dd9ad9bb,1,I crave meat,Meat tastes delicious to me,positive,explicit,80,7,1,1.0,0.0898523186925445,1.0,0.0681882507868268
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Most people I know eat meat regularly,positive,implicit,40,-1,-1,0.0368518039594325,0.0418140262934476,,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I crave meat more during holidays,I eat more meat at gatherings,positive,explicit,90,7,7,0.3793658904717243,0.3398947031770948,0.3793658904717243,0.3398947031770948
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I eat more meat at gatherings,I enjoy eating meat,positive,explicit,85,7,-1,0.3398947031770948,0.0373409559255514,0.3398947031770948,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I eat more meat at gatherings,My family are big meat eaters,positive,explicit,80,7,0,0.3398947031770948,1.0,0.3398947031770948,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I eat more meat at gatherings,My friends enjoy eating meat,positive,explicit,60,7,0,0.3398947031770948,0.2025303529336287,0.3398947031770948,0.2025303529336287
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I enjoy eating meat,My friends enjoy eating meat,positive,explicit,85,-1,0,0.0373409559255514,0.2025303529336287,,0.2025303529336287
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I enjoy eating meat,My family are big meat eaters,positive,explicit,85,-1,0,0.0373409559255514,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I enjoy eating meat,I want to be healthier,negative,explicit,65,-1,10,0.0373409559255514,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I want to be healthier,My brother reduces meat for health reasons,positive,explicit,70,10,0,1.0,0.065609104669062,1.0,0.0588664066397664
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I want to be healthier,My family are big meat eaters,negative,explicit,40,10,0,1.0,1.0,1.0,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,I want to be healthier,My friends enjoy eating meat,negative,implicit,30,10,0,1.0,0.2025303529336287,1.0,0.2025303529336287
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,My brother reduces meat for health reasons,My family are big meat eaters,negative,explicit,70,0,0,0.065609104669062,1.0,0.0588664066397664,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,cd254873c8c70b1f,1,My family are big meat eaters,My friends enjoy eating meat,positive,explicit,60,0,0,1.0,0.2025303529336287,1.0,0.2025303529336287
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,Family habits from childhood influence my eating,I eat predominantly meat with each meal,positive,explicit,90,0,0,0.1639808918141298,0.0835772839762291,0.1639808918141298,0.0290892094376455
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,Family habits from childhood influence my eating,My family serves meat at meals,positive,explicit,95,0,0,0.1639808918141298,1.0,0.1639808918141298,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,I believe meat is essential for health,I eat predominantly meat with each meal,positive,explicit,95,3,0,0.0430149719092958,0.0835772839762291,0.0336019988260477,0.0290892094376455
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,I believe meat is essential for health,I feel better when I eat more meat,positive,explicit,90,3,-1,0.0430149719092958,0.0842805369899768,0.0336019988260477,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,I believe meat is essential for health,I follow a low-carb diet,positive,implicit,50,3,-1,0.0430149719092958,0.1352855333132935,0.0336019988260477,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,I eat predominantly meat with each meal,I feel better when I eat more meat,positive,explicit,100,0,-1,0.0835772839762291,0.0842805369899768,0.0290892094376455,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,I eat predominantly meat with each meal,I follow a low-carb diet,positive,explicit,90,0,-1,0.0835772839762291,0.1352855333132935,0.0290892094376455,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,I feel better when I eat more meat,I follow a low-carb diet,positive,explicit,85,-1,-1,0.0842805369899768,0.1352855333132935,,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,My family serves meat at meals,I eat predominantly meat with each meal,positive,explicit,70,0,0,1.0,0.0835772839762291,1.0,0.0290892094376455
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,673d057ee91b91d4,1,My family serves meat at meals,I follow a low-carb diet,positive,implicit,40,0,-1,1.0,0.1352855333132935,1.0,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,Chicken is cheap and convenient,Family eats more chicken for cost reasons,positive,explicit,90,2,2,0.4681111292111544,0.3581054361429424,0.4681111292111544,0.3581054361429424
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,Chicken is cheap and convenient,I eat a lot of chicken,positive,explicit,85,2,2,0.4681111292111544,0.4169848346604117,0.4681111292111544,0.4169848346604117
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,Chicken is cheap and convenient,Meat is expensive for me,positive,implicit,80,2,1,0.4681111292111544,1.0,0.4681111292111544,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,I eat a lot of chicken,positive,implicit,75,2,2,0.3581054361429424,0.4169848346604117,0.3581054361429424,0.4169848346604117
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,Meat is expensive for me,positive,explicit,85,2,1,0.3581054361429424,1.0,0.3581054361429424,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I enjoy cooking meat at home,I love eating meat,positive,explicit,95,0,-1,0.0502515264461746,0.0415759866202155,0.0418268385693482,
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I eat a lot of chicken,Meat is expensive for me,positive,implicit,75,2,1,0.4169848346604117,1.0,0.4169848346604117,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I enjoy cooking meat at home,I prefer real meat over substitutes,positive,implicit,60,0,7,0.0502515264461746,1.0,0.0418268385693482,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I got food poisoning from fast food bacon,I avoid fast food bacon,positive,explicit,100,5,5,0.5766968493102682,1.0,0.5766968493102682,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I love eating meat,I prefer real meat over substitutes,positive,explicit,85,-1,7,0.0415759866202155,1.0,,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I enjoy cooking meat at home,I avoid fast food bacon,positive,explicit,70,0,5,0.0502515264461746,1.0,0.0418268385693482,1.0
02__qwen3-embedding-0.6b__run_20260210_221633_570b87a6,7cf1b08e24b10350,1,I enjoy cooking meat at home,I got food poisoning from fast food bacon,positive,explicit,60,0,5,0.0502515264461746,0.5766968493102682,0.0418268385693482,0.5766968493102682
