label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,explicit,80,8,8,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,Meat-eating is a family tradition,negative,implicit,35,8,1,1.0,0.1099853133277814,1.0,0.1099853133277814
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,implicit,30,8,1,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I grew up eating meat at meals,negative,implicit,25,8,-1,1.0,0.0169999223393251,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I am chronically anemic,positive,explicit,100,-1,3,0.0738919635266696,0.2270473570437314,,0.2270473570437314
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,explicit,80,-1,16,0.0738919635266696,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,explicit,80,-1,6,0.0738919635266696,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I eat meat at least once daily,positive,explicit,90,1,16,0.1097375002761576,1.0,0.1097375002761576,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I was raised on a farm,positive,explicit,90,1,-1,0.1097375002761576,0.0195707933555712,0.1097375002761576,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Eating meat is a family tradition,Some relatives hunt and eat game meats,positive,explicit,85,1,1,0.1097375002761576,1.0,0.1097375002761576,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,I have no moral issues eating meat,positive,explicit,75,16,0,1.0,0.1418080542144127,1.0,0.1418080542144127
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,I like the taste of meat,positive,explicit,70,16,9,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,I sometimes reduce meat due to health issues,negative,explicit,70,16,6,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I like the taste of meat,positive,implicit,60,0,9,0.1418080542144127,1.0,0.1418080542144127,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I sometimes reduce meat due to health issues,positive,explicit,65,0,6,0.1418080542144127,1.0,0.1418080542144127,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,explicit,90,6,0,1.0,0.1218554777545442,1.0,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I like the taste of meat,I was raised on a farm,positive,implicit,50,9,-1,1.0,0.0195707933555712,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I have no moral issues eating meat,positive,explicit,65,1,0,0.1097375002761576,0.1418080542144127,0.1097375002761576,0.1418080542144127
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,I was raised on a farm,positive,explicit,80,16,-1,1.0,0.0195707933555712,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,explicit,60,3,6,0.2270473570437314,1.0,0.2270473570437314,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,explicit,55,16,0,1.0,0.1218554777545442,1.0,0.0886786430364058
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I think chicken and turkey are healthier,positive,explicit,100,2,2,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I reduce beef or pork when dieting,positive,explicit,80,2,6,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I eat lean beef to reduce fat,positive,explicit,60,2,-1,1.0,0.1243402316349856,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I reduce beef or pork when dieting,positive,explicit,80,-1,6,0.1243402316349856,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I think chicken and turkey are healthier,positive,implicit,50,-1,2,0.1243402316349856,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I like the taste of meat,I eat meat every day,positive,explicit,90,9,15,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I like the taste of meat,I prefer beef for hamburgers and sloppy joes,positive,explicit,90,9,2,1.0,0.3135635948174965,1.0,0.3135635948174965
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I like the taste of meat,Social contacts like the taste of meat,positive,explicit,70,9,13,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I eat meat every day,Those around me eat meat regularly,positive,explicit,75,15,-1,1.0,0.0871852325127979,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I think chicken and turkey are healthier,negative,explicit,70,2,2,0.3135635948174965,1.0,0.3135635948174965,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I choose chicken and turkey for health,negative,explicit,70,2,2,0.3135635948174965,1.0,0.3135635948174965,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I like the taste of meat,I choose chicken and turkey for health,negative,implicit,60,9,2,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I reduce beef or pork when dieting,negative,explicit,65,2,6,0.3135635948174965,1.0,0.3135635948174965,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I prefer beef for hamburgers and sloppy joes,negative,explicit,60,-1,2,0.1243402316349856,0.3135635948174965,,0.3135635948174965
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I reduce beef or pork when dieting,positive,explicit,70,2,6,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on processed meat,positive,explicit,90,3,5,0.0588438085408092,0.0861562254730439,0.0588438085408092,0.0555837100785028
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on red meat,positive,explicit,95,3,5,0.0588438085408092,0.0734408137973967,0.0588438085408092,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I am concerned about my health,I want to improve cholesterol and blood work,positive,explicit,100,3,3,0.0588438085408092,0.2508634276770078,0.0588438085408092,0.2508634276770078
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat more chicken and fish now,I have tried to cut back on red meat,positive,explicit,85,2,5,0.6197170866696304,0.0734408137973967,0.6197170866696304,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",I eat more chicken and fish now,positive,explicit,80,2,2,1.0,0.6197170866696304,1.0,0.6197170866696304
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on red meat,negative,explicit,90,-1,5,0.1165813465483752,0.0734408137973967,,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on processed meat,negative,explicit,80,-1,5,0.1165813465483752,0.0861562254730439,,0.0555837100785028
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat meat whenever I choose to,I do not control grocery shopping or meal planning,positive,implicit,40,-1,-1,0.0766922124174311,0.1165813465483752,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,implicit,35,-1,2,0.0766922124174311,0.6197170866696304,,0.6197170866696304
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat meat whenever I choose to,I have tried to cut back on processed meat,negative,implicit,30,-1,5,0.0766922124174311,0.0861562254730439,,0.0555837100785028
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I eat meat whenever I choose to,I have tried to cut back on red meat,negative,implicit,30,-1,5,0.0766922124174311,0.0734408137973967,,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I have tried to cut back on processed meat,I have tried to cut back on red meat,positive,implicit,50,5,5,0.0861562254730439,0.0734408137973967,0.0555837100785028,0.0734408137973967
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I have tried to cut back on red meat,I want to improve cholesterol and blood work,positive,explicit,95,5,3,0.0734408137973967,0.2508634276770078,0.0734408137973967,0.2508634276770078
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,8f96fa223f234180,1,I have tried to cut back on processed meat,I want to improve cholesterol and blood work,positive,implicit,60,5,3,0.0861562254730439,0.2508634276770078,0.0555837100785028,0.2508634276770078
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Eating meat feels natural to me,Eating meat is a habit for me,positive,explicit,95,-1,-1,0.1556058495567046,0.0962217934914856,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Eating meat is a habit for me,I have always eaten and cooked with meat,positive,explicit,90,-1,-1,0.0962217934914856,0.1118991205581207,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,My parents cooked with meat,positive,explicit,95,-1,1,0.1118991205581207,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I eat a lot of chicken,I eat meat 1-2 times a day,positive,explicit,90,2,16,0.2228440203278876,1.0,0.2228440203278876,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Eating meat is a habit for me,Most friends and family eat meat,positive,explicit,80,-1,1,0.0962217934914856,0.0897165270512124,,0.0897165270512124
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Most friends and family eat meat,My parents cooked with meat,positive,implicit,60,1,1,0.0897165270512124,1.0,0.0897165270512124,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Eating meat is a habit for me,I eat meat 1-2 times a day,positive,implicit,80,-1,16,0.0962217934914856,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Eating meat feels natural to me,I have always eaten and cooked with meat,positive,explicit,90,-1,-1,0.1556058495567046,0.1118991205581207,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I get bored with the same meals,I enjoy the challenge of vegetarian cooking,positive,explicit,87,11,7,0.6261378756069507,1.0,0.6261378756069507,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I get bored with the same meals,I have always eaten and cooked with meat,negative,explicit,55,11,-1,0.6261378756069507,0.1118991205581207,0.6261378756069507,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I have always eaten and cooked with meat,negative,implicit,45,7,-1,1.0,0.1118991205581207,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I have always eaten and cooked with meat,negative,explicit,50,6,-1,1.0,0.1118991205581207,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I reduce meat when it is expensive,positive,implicit,30,7,6,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,24e9f4a8dba444ba,1,Eating meat feels natural to me,I get bored with the same meals,negative,implicit,30,-1,11,0.1556058495567046,0.6261378756069507,,0.6261378756069507
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,positive,explicit,90,0,0,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I eat mostly chicken,positive,explicit,75,0,2,1.0,0.4046614337071234,1.0,0.4046614337071234
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I prefer chicken and fish,positive,implicit,60,0,2,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I eat mostly chicken,I find chicken easier to digest than beef,positive,explicit,95,2,2,0.4046614337071234,0.5394397530514752,0.4046614337071234,0.5394397530514752
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I eat mostly chicken,I find steak hard to chew,positive,explicit,80,2,-1,0.4046614337071234,0.2194711297674161,0.4046614337071234,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I eat mostly chicken,I prefer chicken and fish,positive,explicit,100,2,2,0.4046614337071234,1.0,0.4046614337071234,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I eat mostly chicken,I buy more meat when it is on sale,positive,implicit,55,2,0,0.4046614337071234,1.0,0.4046614337071234,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I prefer chicken and fish,positive,explicit,95,2,2,0.5394397530514752,1.0,0.5394397530514752,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I find steak hard to chew,positive,explicit,75,2,-1,0.5394397530514752,0.2194711297674161,0.5394397530514752,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I buy more meat when it is on sale,positive,implicit,35,2,0,0.5394397530514752,1.0,0.5394397530514752,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I find steak hard to chew,I prefer chicken and fish,positive,explicit,75,-1,2,0.2194711297674161,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,5d5930b9486b3aef,1,I prefer chicken and fish,I buy more meat when it is on sale,positive,implicit,40,2,0,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c64e457f6d99d425,1,I eat meat when I feel like it,I sometimes choose to cut back on meat,positive,explicit,80,10,5,1.0,0.0912283556714481,1.0,0.0525864527366335
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c64e457f6d99d425,1,I eat meat when I feel like it,Meat consumption is a personal preference,positive,explicit,90,10,-1,1.0,0.2684289340623557,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,c64e457f6d99d425,1,I sometimes choose to cut back on meat,Meat consumption is a personal preference,positive,explicit,90,5,-1,0.0912283556714481,0.2684289340623557,0.0525864527366335,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,0ec83457dd9ad9bb,1,I crave meat,I enjoy eating meat regularly,positive,explicit,90,-1,-1,0.1769458421509314,0.0175037015120455,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Meat tastes delicious to me,positive,explicit,90,-1,-1,0.0175037015120455,0.2025381563413648,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,0ec83457dd9ad9bb,1,I crave meat,Meat tastes delicious to me,positive,explicit,80,-1,-1,0.1769458421509314,0.2025381563413648,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Most people I know eat meat regularly,positive,implicit,40,-1,-1,0.0175037015120455,0.0923264434942716,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I crave meat more during holidays,I eat more meat at gatherings,positive,explicit,90,-1,11,0.1277241825852474,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I eat more meat at gatherings,I enjoy eating meat,positive,explicit,85,11,-1,1.0,0.0175054931968639,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I eat more meat at gatherings,My family are big meat eaters,positive,explicit,80,11,1,1.0,0.5955503500204643,1.0,0.5955503500204643
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I eat more meat at gatherings,My friends enjoy eating meat,positive,explicit,60,11,1,1.0,0.1282679403831393,1.0,0.041635179532231
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I enjoy eating meat,My friends enjoy eating meat,positive,explicit,85,-1,1,0.0175054931968639,0.1282679403831393,,0.041635179532231
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I enjoy eating meat,My family are big meat eaters,positive,explicit,85,-1,1,0.0175054931968639,0.5955503500204643,,0.5955503500204643
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I enjoy eating meat,I want to be healthier,negative,explicit,65,-1,3,0.0175054931968639,1.0,,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I want to be healthier,My brother reduces meat for health reasons,positive,explicit,70,3,6,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I want to be healthier,My family are big meat eaters,negative,explicit,40,3,1,1.0,0.5955503500204643,1.0,0.5955503500204643
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,I want to be healthier,My friends enjoy eating meat,negative,implicit,30,3,1,1.0,0.1282679403831393,1.0,0.041635179532231
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,My brother reduces meat for health reasons,My family are big meat eaters,negative,explicit,70,6,1,1.0,0.5955503500204643,1.0,0.5955503500204643
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,cd254873c8c70b1f,1,My family are big meat eaters,My friends enjoy eating meat,positive,explicit,60,1,1,0.5955503500204643,0.1282679403831393,0.5955503500204643,0.041635179532231
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,Family habits from childhood influence my eating,I eat predominantly meat with each meal,positive,explicit,90,1,11,0.1259791822568003,1.0,0.1259791822568003,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,Family habits from childhood influence my eating,My family serves meat at meals,positive,explicit,95,1,1,0.1259791822568003,0.5627129789521509,0.1259791822568003,0.5627129789521509
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,I believe meat is essential for health,I eat predominantly meat with each meal,positive,explicit,95,0,11,0.1189265261714072,1.0,0.0684282622017814,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,I believe meat is essential for health,I feel better when I eat more meat,positive,explicit,90,0,10,0.1189265261714072,1.0,0.0684282622017814,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,I believe meat is essential for health,I follow a low-carb diet,positive,implicit,50,0,-1,0.1189265261714072,0.1931809479689676,0.0684282622017814,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,I eat predominantly meat with each meal,I feel better when I eat more meat,positive,explicit,100,11,10,1.0,1.0,1.0,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,I eat predominantly meat with each meal,I follow a low-carb diet,positive,explicit,90,11,-1,1.0,0.1931809479689676,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,I feel better when I eat more meat,I follow a low-carb diet,positive,explicit,85,10,-1,1.0,0.1931809479689676,1.0,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,My family serves meat at meals,I eat predominantly meat with each meal,positive,explicit,70,1,11,0.5627129789521509,1.0,0.5627129789521509,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,673d057ee91b91d4,1,My family serves meat at meals,I follow a low-carb diet,positive,implicit,40,1,-1,0.5627129789521509,0.1931809479689676,0.5627129789521509,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,Chicken is cheap and convenient,Family eats more chicken for cost reasons,positive,explicit,90,2,2,0.445653760085073,0.4425493538937628,0.445653760085073,0.4425493538937628
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,Chicken is cheap and convenient,I eat a lot of chicken,positive,explicit,85,2,2,0.445653760085073,0.2193334053035908,0.445653760085073,0.2193334053035908
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,Chicken is cheap and convenient,Meat is expensive for me,positive,implicit,80,2,0,0.445653760085073,1.0,0.445653760085073,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,I eat a lot of chicken,positive,implicit,75,2,2,0.4425493538937628,0.2193334053035908,0.4425493538937628,0.2193334053035908
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,Meat is expensive for me,positive,explicit,85,2,0,0.4425493538937628,1.0,0.4425493538937628,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I enjoy cooking meat at home,I love eating meat,positive,explicit,95,-1,-1,0.1665620423252846,0.0609261742132377,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I eat a lot of chicken,Meat is expensive for me,positive,implicit,75,2,0,0.2193334053035908,1.0,0.2193334053035908,1.0
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I enjoy cooking meat at home,I prefer real meat over substitutes,positive,implicit,60,-1,0,0.1665620423252846,0.2313834054217513,,0.2313834054217513
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I got food poisoning from fast food bacon,I avoid fast food bacon,positive,explicit,100,-1,-1,0.0675746094568857,0.06038706945504,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I love eating meat,I prefer real meat over substitutes,positive,explicit,85,-1,0,0.0609261742132377,0.2313834054217513,,0.2313834054217513
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I enjoy cooking meat at home,I avoid fast food bacon,positive,explicit,70,-1,-1,0.1665620423252846,0.06038706945504,,
08__all-MiniLM-L6-v2__run_20260210_222527_5fffdd10,7cf1b08e24b10350,1,I enjoy cooking meat at home,I got food poisoning from fast food bacon,positive,explicit,60,-1,-1,0.1665620423252846,0.0675746094568857,,
