label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,Eating meat is a habit for me,I eat meat 1-2 times a day,positive,implicit,80,-1,6,0.0253800278970842,1.0,,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,Eating meat feels natural to me,I have always eaten and cooked with meat,positive,explicit,90,2,-1,0.271390741995741,0.1282162536122695,0.271390741995741,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,I get bored with the same meals,I enjoy the challenge of vegetarian cooking,positive,explicit,87,-1,8,0.1980065725579818,0.2371628320557778,,0.2371628320557778
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,I get bored with the same meals,I have always eaten and cooked with meat,negative,explicit,55,-1,-1,0.1980065725579818,0.1282162536122695,,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I have always eaten and cooked with meat,negative,implicit,45,8,-1,0.2371628320557778,0.1282162536122695,0.2371628320557778,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I have always eaten and cooked with meat,negative,explicit,50,3,-1,0.2625256973300961,0.1282162536122695,0.2625256973300961,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I reduce meat when it is expensive,positive,implicit,30,8,3,0.2371628320557778,0.2625256973300961,0.2371628320557778,0.2625256973300961
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,24e9f4a8dba444ba,1,Eating meat feels natural to me,I get bored with the same meals,negative,implicit,30,2,-1,0.271390741995741,0.1980065725579818,0.271390741995741,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,positive,explicit,90,2,5,0.179072984238206,0.224443132708867,0.179072984238206,0.224443132708867
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I eat mostly chicken,positive,explicit,75,2,4,0.179072984238206,1.0,0.179072984238206,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I prefer chicken and fish,positive,implicit,60,2,4,0.179072984238206,0.2717459115671048,0.179072984238206,0.2717459115671048
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I eat mostly chicken,I find chicken easier to digest than beef,positive,explicit,95,4,2,1.0,0.1790787299846429,1.0,0.1790787299846429
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I eat mostly chicken,I find steak hard to chew,positive,explicit,80,4,3,1.0,1.0,1.0,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I eat mostly chicken,I prefer chicken and fish,positive,explicit,100,4,4,1.0,0.2717459115671048,1.0,0.2717459115671048
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I eat mostly chicken,I buy more meat when it is on sale,positive,implicit,55,4,5,1.0,0.224443132708867,1.0,0.224443132708867
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I prefer chicken and fish,positive,explicit,95,2,4,0.1790787299846429,0.2717459115671048,0.1790787299846429,0.2717459115671048
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I find steak hard to chew,positive,explicit,75,2,3,0.1790787299846429,1.0,0.1790787299846429,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I buy more meat when it is on sale,positive,implicit,35,2,5,0.1790787299846429,0.224443132708867,0.1790787299846429,0.224443132708867
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I find steak hard to chew,I prefer chicken and fish,positive,explicit,75,3,4,1.0,0.2717459115671048,1.0,0.2717459115671048
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,5d5930b9486b3aef,1,I prefer chicken and fish,I buy more meat when it is on sale,positive,implicit,40,4,5,0.2717459115671048,0.224443132708867,0.2717459115671048,0.224443132708867
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,c64e457f6d99d425,1,I eat meat when I feel like it,I sometimes choose to cut back on meat,positive,explicit,80,5,5,0.2108216304653665,0.4033954606120034,0.2108216304653665,0.4033954606120034
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,c64e457f6d99d425,1,I eat meat when I feel like it,Meat consumption is a personal preference,positive,explicit,90,5,7,0.2108216304653665,0.7739363158373902,0.2108216304653665,0.7739363158373902
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,c64e457f6d99d425,1,I sometimes choose to cut back on meat,Meat consumption is a personal preference,positive,explicit,90,5,7,0.4033954606120034,0.7739363158373902,0.4033954606120034,0.7739363158373902
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,0ec83457dd9ad9bb,1,I crave meat,I enjoy eating meat regularly,positive,explicit,90,5,-1,0.2262755303665785,0.0998867524429793,0.2262755303665785,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Meat tastes delicious to me,positive,explicit,90,-1,2,0.0998867524429793,1.0,,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,0ec83457dd9ad9bb,1,I crave meat,Meat tastes delicious to me,positive,explicit,80,5,2,0.2262755303665785,1.0,0.2262755303665785,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Most people I know eat meat regularly,positive,implicit,40,-1,14,0.0998867524429793,0.567001122491933,,0.567001122491933
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I crave meat more during holidays,I eat more meat at gatherings,positive,explicit,90,11,11,1.0,1.0,1.0,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I eat more meat at gatherings,I enjoy eating meat,positive,explicit,85,11,-1,1.0,0.0304390610080192,1.0,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I eat more meat at gatherings,My family are big meat eaters,positive,explicit,80,11,10,1.0,0.3187269183431346,1.0,0.3187269183431346
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I eat more meat at gatherings,My friends enjoy eating meat,positive,explicit,60,11,11,1.0,0.4097529280288783,1.0,0.4097529280288783
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I enjoy eating meat,My friends enjoy eating meat,positive,explicit,85,-1,11,0.0304390610080192,0.4097529280288783,,0.4097529280288783
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I enjoy eating meat,My family are big meat eaters,positive,explicit,85,-1,10,0.0304390610080192,0.3187269183431346,,0.3187269183431346
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I enjoy eating meat,I want to be healthier,negative,explicit,65,-1,0,0.0304390610080192,1.0,,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I want to be healthier,My brother reduces meat for health reasons,positive,explicit,70,0,1,1.0,1.0,1.0,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I want to be healthier,My family are big meat eaters,negative,explicit,40,0,10,1.0,0.3187269183431346,1.0,0.3187269183431346
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,I want to be healthier,My friends enjoy eating meat,negative,implicit,30,0,11,1.0,0.4097529280288783,1.0,0.4097529280288783
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,My brother reduces meat for health reasons,My family are big meat eaters,negative,explicit,70,1,10,1.0,0.3187269183431346,1.0,0.3187269183431346
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,cd254873c8c70b1f,1,My family are big meat eaters,My friends enjoy eating meat,positive,explicit,60,10,11,0.3187269183431346,0.4097529280288783,0.3187269183431346,0.4097529280288783
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,Family habits from childhood influence my eating,I eat predominantly meat with each meal,positive,explicit,90,0,10,1.0,0.330390713126538,1.0,0.330390713126538
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,Family habits from childhood influence my eating,My family serves meat at meals,positive,explicit,95,0,7,1.0,1.0,1.0,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,I believe meat is essential for health,I eat predominantly meat with each meal,positive,explicit,95,13,10,0.1948403031805459,0.330390713126538,0.1948403031805459,0.330390713126538
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,I believe meat is essential for health,I feel better when I eat more meat,positive,explicit,90,13,2,0.1948403031805459,0.5346471340949984,0.1948403031805459,0.5346471340949984
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,I believe meat is essential for health,I follow a low-carb diet,positive,implicit,50,13,8,0.1948403031805459,0.0859025602233042,0.1948403031805459,0.0859025602233042
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,I eat predominantly meat with each meal,I feel better when I eat more meat,positive,explicit,100,10,2,0.330390713126538,0.5346471340949984,0.330390713126538,0.5346471340949984
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,I eat predominantly meat with each meal,I follow a low-carb diet,positive,explicit,90,10,8,0.330390713126538,0.0859025602233042,0.330390713126538,0.0859025602233042
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,I feel better when I eat more meat,I follow a low-carb diet,positive,explicit,85,2,8,0.5346471340949984,0.0859025602233042,0.5346471340949984,0.0859025602233042
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,My family serves meat at meals,I eat predominantly meat with each meal,positive,explicit,70,7,10,1.0,0.330390713126538,1.0,0.330390713126538
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,673d057ee91b91d4,1,My family serves meat at meals,I follow a low-carb diet,positive,implicit,40,7,8,1.0,0.0859025602233042,1.0,0.0859025602233042
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,Chicken is cheap and convenient,Family eats more chicken for cost reasons,positive,explicit,90,2,4,0.1973561257728139,0.1974898485943131,0.1973561257728139,0.1974898485943131
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,Chicken is cheap and convenient,I eat a lot of chicken,positive,explicit,85,2,-1,0.1973561257728139,0.1017628944358784,0.1973561257728139,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,Chicken is cheap and convenient,Meat is expensive for me,positive,implicit,80,2,3,0.1973561257728139,0.2124121647892186,0.1973561257728139,0.2124121647892186
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,I eat a lot of chicken,positive,implicit,75,4,-1,0.1974898485943131,0.1017628944358784,0.1974898485943131,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,Family eats more chicken for cost reasons,Meat is expensive for me,positive,explicit,85,4,3,0.1974898485943131,0.2124121647892186,0.1974898485943131,0.2124121647892186
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,I enjoy cooking meat at home,I love eating meat,positive,explicit,95,-1,-1,0.0357638735863837,0.0987175337594719,,
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,I eat a lot of chicken,Meat is expensive for me,positive,implicit,75,-1,3,0.1017628944358784,0.2124121647892186,,0.2124121647892186
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,I enjoy cooking meat at home,I prefer real meat over substitutes,positive,implicit,60,-1,2,0.0357638735863837,0.15144657564105,,0.15144657564105
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,I got food poisoning from fast food bacon,I avoid fast food bacon,positive,explicit,100,3,17,0.2238177609254806,1.0,0.2238177609254806,1.0
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,I love eating meat,I prefer real meat over substitutes,positive,explicit,85,-1,2,0.0987175337594719,0.15144657564105,,0.15144657564105
07__bert-base-nli-mean-tokens__run_20260210_222836_5385f300,7cf1b08e24b10350,1,I enjoy cooking meat at home,I avoid fast food bacon,positive,explicit,70,-1,17,0.0357638735863837,1.0,,1.0
