Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
10,72,"reasons, friends, meat health, meat health reasons, meat friends, avoid meat, reasons friends, family, health reasons, health",Some family avoid red meat for health,Community members try to eat less red meat,Friends sometimes limit meat for environmental reasons,Friends sometimes limit meat for health reasons,Neighbors with heart issues eat less red meat
11,66,"times, week eat, meat times, week, eat meat times, week eat meat, weekly, weekly eat, times week, times week eat",I eat meat five times per week,I eat meat about three times a week,I eat meat three to four days weekly,I eat meat 2-4 times a week,I eat meat four to five times weekly
12,64,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, eating meat social, social contacts value",Most social contacts eat meat,Social contacts choose less fatty meats,Social contacts regulate red meat intake,My social contacts eat meat for nutrition,Social contacts also eat meat out of habit
13,63,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,I grew up in a hunting family,I grew up eating meat-centered meals,I grew up eating meat regularly,I used to eat meat daily
14,63,"friends, friends eat, friends family, friends eat meat, meat friends, friends family eat, family eat, family, family eat meat, eat meat friends",Most friends eat a lot of meat,My friends eat meat for convenience,Family and friends eat much more meat,All my friends and family eat meat regularly,My friends often eat meat
15,61,"husband, wife, partner, boyfriend, prefers, meat wife, meat husband, meat partner, wife eats, eats",My husband avoids red meat,I enjoy eating meat with my husband,My partner eats less meat now,My husband loves steak and pork,My husband eats less red meat
16,58,"expensive, meat expensive, prices, meat prices, expensive meat, meat expensive meat, high, price, red meat expensive, high meat prices",Red meat is expensive,The cost of beef is high,Rising meat prices,Non-meat alternatives are often expensive,Meat is expensive
17,57,"vegetables, vegetarian, vegetarian meals, meals, eat vegetables, vegan, eat vegetarian, options, recipes, vegan meals",I think vegetables are more delicious,I eat mostly vegetarian dinners,I enjoy veggie burgers,I think vegetables are healthier,I sometimes try vegan or vegetarian meals
18,56,"protein, need, protein diet, need protein, high protein, protein want, want, high, want protein, protein intake",I need high protein intake,I want protein for energy and focus,I want foods high in protein,I was advised to limit protein,I want a high protein diet
19,54,"day eat, meat day eat, eat meat day, day eat meat, meat day, day, daily eat, meat daily eat, daily eat meat, meat daily",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat beef every day,I eat meat every single day
20,48,"people, meat people, know, people eat, people eat meat, eat meat people, people know, people know eat, know eat, meat people eat",People around me eat meat regularly,People around me prefer meat with every meal,People around me eat meat,Most people I know eat regular meat,People around me like the taste of meat
21,48,"eat meat regularly, meat regularly, regularly, meat regularly eat, regularly eat meat, regularly eat, eat meat, meat eat meat, meat eat, eat",I eat meat regularly,I regularly eat meat,I eat common meat regularly,I eat meat often,I eat meat regularly at home
22,47,"meals eat meat, meat meals, eat meat meals, meat meals eat, meals eat, meals, dinner, eat meat, include meat, include",I eat meat for dinner most days,I eat meat at most meals,I eat meat most meals,I eat meat with most meals,I eat meat during dinner meals
23,47,"enjoy taste meat, taste meat enjoy, enjoy taste, meat enjoy taste, meat enjoy, taste meat, enjoy, taste, meat enjoy flavor, flavor meat enjoy",I enjoy the taste of meat,I enjoy the flavor of some meats,I enjoy the flavor of meat,I enjoy pleasant meat aromas during cooking,I like the flavor of meat
24,45,"ethical, grassfed, ethically, ethically sourced meat, sourced, ethically sourced, sourced meat, buy, grassfed meat, seek",I prefer grass-fed or ethical meat,"I prefer grass-fed, ethically treated beef",I seek USDA Organic and grass-fed meat,I seek natural and organic foods,Limited access to ethical meat sources
25,44,"concerns, health concerns, health, meat health concerns, concerns red meat, concerns red, meat health, health concerns red, meat concerned, concerned",Health concerns about red meat,Family has concerns about red meat health effects,I have health concerns about red meat,I am concerned about hormones in meat,I am concerned about meat healthiness
26,42,"family eats meat, family eats, eats meat, eats, family, eats meat regularly, meat regularly family, regularly family, meat family eats, meat family",My family eats meat as main portion,My family eats meat frequently,My family prefers traditional meat-heavy meals,My family sees meat as a meal staple,My family eats meat daily
27,41,"believe meat, believe, meat healthy, healthy, nutritious, essential, meat nutritious, nutritious believe, necessary, nutrients",I believe meat is necessary for health,I believe meat is healthy,I realize meat is not always healthy,I believe beef is nutritious,I want meat that is nutritious
28,41,"meat tastes, tastes, filling meat, filling, tastes good meat, meat tastes good, tastes good, good meat, satisfying, meat filling meat",Meat tastes great with meals,Meat makes meals tastier,Meat tastes great to me,Meat-centered meals feel complete,Meat fills me up
29,41,"family, meat family, family eats, family eats meat, eats, eats meat family, family likes, meat family eats, likes, eats meat",My family encouraged eating meat at meals,My family loves to eat meat,My family likes the taste of meat,My family likes to eat meat,My family stopped preparing meat at home
30,40,"environment, concerned environment, environment concerned, environment concerned environment, care, concerned environment concerned, environmental, concerned, care environment, sustainability",I am environmentally conscious,I am concerned about sustainability,My son is aware of sustainability issues,Environmental concerns make me sad,I am concerned about the environment
31,39,"alternatives, meat alternatives, substitutes, meat substitutes, tofu, substitute, use, alternatives available, dislike, use meat",I have tried plant-based meat alternatives,I am searching for meat alternatives,I dislike tofu,Meat substitutes are accepted if taste is similar,I use meat alternatives like tofu and Gardein
32,39,"crave, crave meat, meat available, available, cravings, eat meat available, available crave, crave meat eat, feel like, meat eat",I eat meat when craving it,I crave meat during pregnancy,I have a deep desire for meat,I crave the taste of meat,I eat whatever I am craving
33,38,"weight, weight want, lose, lose weight, lose weight want, want, want lose, want lose weight, lost, weight lost",I want to avoid weight gain,I want to lose weight,I lost over 100 pounds eating this way,I want to regulate my weight,I lost significant weight over time
34,38,"want, healthier want, healthy, want healthier, healthy want, want healthy, healthier, want healthier want, want stay, stay",I want to stay healthy,I want to be healthy and live long,I want to be as healthy as possible,I want to be healthy,I want more longevity
35,35,"choices, influences, meat choices, cost, convenience, availability, choices convenience, consider cost, influences meat, choosing",I consider cost when choosing food,I am influenced by meat affordability,I choose food that fits my budget,Meat choice depends on price,Financial cost affects meat choices
36,35,"love, meat love, love taste, meat love taste, love taste meat, taste meat love, taste, taste meat, love eating, meat love eating",I love the flavor of meat,I love eating meat,I love the taste of meat,I love eating red meat,I love to eat meat
37,32,"enjoy eating meat, eating meat enjoy, meat enjoy eating, enjoy eating, meat enjoy, enjoy, eating meat, eating, meat, buying meat enjoy",I enjoy eating meat,I enjoy meat,I enjoy eating meat regularly,I enjoy red meat,I get satisfaction from eating meat
38,32,"meat easy, convenient, easy, meat convenient, meat easy cook, convenient meat, prepare, easy cook, easier, easy cook meat",Meat is easier to prepare for a group,Meat is convenient for meal prep,Eating meat is convenient,Meat is convenient to prepare,Meat eating is familiar to us
39,31,"meat eat, eat red meat, eat red, red meat eat, meat eat red, eat meat eat, eat, red meat, red, used eat",I eat red meat less frequently,I eat less red meat,I eat less meat than before,I eat minimal red meat,I eat less beef than I used to
40,31,"environmental, impact, environmental impact, environmental concerns, impact meat, environmental impact meat, consider environmental, aware, production, cattle",Environmental concerns about beef production,I am concerned about sustainability of meat,Environmental concerns about eating meat,News about poor meat production conditions,I am aware of environmental issues from meat
41,30,"want protein, protein want, want protein want, protein want protein, protein, want, meet protein, meet, goals want protein, protein goals",I want to get enough protein,I want to consume enough protein,I try to get enough protein,I want to meet protein requirements,I want enough protein
42,30,"concerned environmental, environmental impact, environmental, impact, concerned environmental impact, impact concerned environmental, environmental impact concerned, impact concerned, concerned, impact want",I want to contribute less to climate change,I am concerned about environmental impact,I am curious about environmental impact,I want to reduce environmental impact,I hear about environmental impact in the news
43,30,"meat like, like, like eating, meat like eating, different, like eating meat, kinds, kinds meat, types meat, types",I like eating meat,I only eat certain kinds of meat,I prefer real meat over substitutes,I like eating different kinds of meat,I like to eat meat
44,29,"unhealthy, meat unhealthy, red meat, red, red meat unhealthy, red meat makes, unhealthy red, unhealthy red meat, think, feel unwell",I believe pork is unhealthy,Recent studies say red meat is healthy,Red meat makes me feel sleepy,I believe red meat is unhealthy,I think red meat is unhealthy
45,27,"cook, home, cook meat, home cook, meat home, meat home cook, cook meat home, home cook meat, prepare, cook meals",I use smoked sausage when cooking,I cook pork chops at home,I prepare meat for my husband and son,I cook meat by baking or grilling,I cook most meals at home
46,27,"plantbased, plantbased meals, eat plantbased, plantbased foods, include plantbased, eat plantbased foods, try plantbased, foods, meals, include",I believe plant-based is healthier,I want to try more plant-based recipes,I try plant-based products,I eat a purely plant-based diet,I am happy with a plant based diet
47,26,"occasionally, eat beef, occasionally eat, meat occasionally, occasionally eat beef, beef, meat occasionally eat, eat meat occasionally, eat, red meat eat",I eat red meat occasionally,I sometimes eat no meat,I still consume red meat,I eat beef sometimes,I eat meat occasionally
