Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
15,83,"like taste meat, like taste, meat meat, taste meat meat, like, taste meat, taste, meat tastes, tastes, incomplete",Meat tastes great with meals,Meat makes meals feel substantial to contacts,I think meat is delicious,A meal feels incomplete without meat,Meat is tasty to eat
16,82,"diet, balanced, moderation, balanced diet, want, meat moderation, foods, variety, try, eat healthier",I am very conscious about my diet,I try to keep a balanced diet,I plan elimination and reintegration diets,I want to eat healthier and add variety,I want a more balanced diet
17,77,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, daily eat, daily, eat meat, daily eat meat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
18,76,"meat meals, meals eat meat, meat meal, meals eat, eat meat meals, meals, meat meals eat, eat meat, meal, eat meat meal",I eat meat for dinner most days,I usually have meat at breakfast,I eat meat with most meals,My meals usually include meat,I eat meat for dinner every night
19,70,"times, week eat, week, meat times, eat meat times, week eat meat, weekly, weekly eat, times week, times week eat",I eat meat five times per week,I eat red meat up to twice a week,I eat meat 2-4 times a week,I eat red meat once a week,I eat meat a few times weekly
20,67,"tradition, community, family, family tradition, meat family tradition, cultural, eating meat family, eating, eating meat, gatherings",Red meat is traditional in my culture,Eating meat is a family tradition,Meals and gatherings usually include meat,Meat is prevalent in my cultural cuisine,Meat is central in my family culture
21,64,"wife, husband, partner, boyfriend, prefers, meat wife, eats, meat partner, wife eats, eating",My husband avoids red meat,My wife eats the same as I do,My husband likes eating meat,My husband loves steak and pork,My wife avoids red meat
22,61,"reasons, meat health, friends, meat health reasons, reasons friends, health, family, avoid meat, health reasons, avoid",Some family avoid red meat for health,Friends or family sometimes restrict meat for health,My son rarely eats meat,Vegetarian friends avoid meat for health,My roommate rarely eats meat
23,60,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, meat grew, eating, raised eating meat, meat grew eating",I grew up eating meat,I was raised eating meat,I grew up eating meat-centered meals,Southern cuisine was central when growing up,I grew up eating a lot of meat
24,54,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, taste meat, taste, meat enjoy flavor, flavor",I enjoy the taste of meat,I enjoy the flavor of some meats,I enjoy pleasant meat aromas during cooking,I enjoy the flavor of meat,I am a steak and potatoes person
25,51,"enjoy eating meat, enjoy eating, meat enjoy eating, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat love eating, love",I enjoy eating meat,I love eating meat,Eating meat is my favorite thing,I prefer eating fresh meat,I get satisfaction from eating meat
26,50,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, taste meat social, eating meat social",Social contacts regulate red meat intake,My social contacts eat meat regularly,Social contacts find meat nutritious,Social contacts enjoy the taste of meat,Social contacts choose less fatty meats
