Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
11,99,"health, concerns, red meat, red, unhealthy, health concerns, meat, meat unhealthy, digestive, concerns red",I believe pork is unhealthy,Health risks are associated with eating too much meat,I think excess meat is unhealthy,Red meat is unhealthy,I am concerned about hormones in meat
12,96,"friends, family, friends eat, friends eat meat, meat friends, family friends, friends family, family friends eat, friends family eat, eat meat",My parents served meat with dinner,My family and friends eat a lot of meat,Family and friends eat much more meat,My friends and family eat meat,My friends and family all eat meat
13,94,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I want to hit protein goals,I want to consume a lot of protein,I want enough protein,I want to get more protein
14,93,"times, week eat, week, meat times, eat meat times, week eat meat, weekly, eat, weekly eat, times week",I eat beef four or five times weekly,I eat red meat up to twice a week,I eat meat once or twice a week,I eat meat a few times a week,I eat meat several times a week
15,92,"dislike, meals, picky, picky eater, meat, like, meatfree, eater, meat dislike, meatless",I like exploring meatless dishes,I do not eat meat,I have never considered not eating meat,I occasionally make meat-free meals,I dislike vegetables
16,88,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I care about the environment,I am concerned about environmental impacts,I am concerned about environmental impact,I want to reduce environmental blueprint
17,84,"like taste meat, like taste, meat meat, like, taste meat meat, taste meat, meat tastes, taste, tastes, incomplete",Meat tastes great with meals,Meat tastes good to me,Meat goes well with foods like pasta or rice,Meat makes meals easier to eat and enjoyable,Meat makes meals tastier
18,76,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, daily eat, daily, daily eat meat, eat meat",I eat meat every day,I eat one large meal daily,I eat bacon every day,I eat meat a couple times a day,I eat meat daily
19,74,"meat meals, meals eat meat, meat meal, meals eat, meals, eat meat meals, meat meals eat, eat meat, meal, eat meat meal",I eat meat for dinner most days,I usually have meat at breakfast,I eat meat with most meals,My meals usually include meat,I eat meat for dinner every night
20,72,"plantbased, vegetables, plantbased meals, balance, balance meat, meals, eat plantbased, eat vegetables, plantbased foods, try",I want lighter or more vegetable meals sometimes,I enjoy vegetables and salads,I include plant-based meals for health,I add more vegetables to meals,I eat more vegetables now
21,67,"crave, meat crave, like, crave meat, meat, different, kinds meat, kinds, meat eat, available",I eat meat when craving it,I crave meat sometimes,I really like processed meats,I like clean meats,I prefer eating meat
22,63,"grew, grew eating, raised, grew eating meat, raised eating, eating, eating meat, meat grew, raised eating meat, meat grew eating",I was raised eating pork,I grew up in a hunting family,I grew up eating meat-centered meals,I grew up eating meat,I grew up eating meat regularly
23,60,"eat meat regularly, meat regularly, regularly, meat regularly eat, regularly eat, regularly eat meat, eat meat, meat eat meat, eat, meat eat",I eat various meats regularly,I eat meat regularly,I have always been a meat eater,I include meat while breastfeeding,I am a heavy meat eater
24,56,"diet, balanced, balanced diet, want, variety, eat healthier, mindful, healthier, want balanced, food",Doctor required me to watch fat intake,I cannot stick to eating only salads,I want proper nutrition,I enjoy trying different foods,I think moderation is important
25,52,"enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, taste meat, taste, meat enjoy flavor, flavor",I enjoy the taste of meat,I enjoy the flavor of some meats,I enjoy pleasant meat aromas during cooking,I enjoy the flavor of meat,I enjoy having steak and ribs
