Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
15,59,"ethical, grassfed, ethically, ethically sourced meat, ethically sourced, sourced meat, sourced, meat ethical, eating animals, grassfed meat",I buy humanely certified eggs,I value convenience of having home-raised beef,"I seek organic, pasture-raised, grass-fed meat",I prefer animal welfare-friendly meat,I prefer sourcing meat from local producers
16,59,"animal, animals, care, care animal, welfare, animal welfare, animal cruelty, care animal welfare, suffering, cruelty",I prioritize animal welfare,I love animals,I value animal welfare,I believe in ethical treatment of animals,My respect for animals has grown
17,59,"diet, balanced, balanced diet, want, variety, eat healthier, mindful, want balanced, healthier, diet want",I am very conscious about my diet,I want a healthier diet,It is hard to have a different diet,I seek nutritional balance,I am more conscious about my diet
18,57,"meat easy, convenient, easy, buy meat, sale, meat convenient, buy, meat sale, meat easy cook, cheap",I find meat convenient,Eating meat is easy and convenient for me,I buy meat available at grocery stores,Eating meat is convenient,Meat is available to cook
19,57,"protein, meat protein, protein meat, eat meat protein, protein eat meat, protein eat, source, meat protein eat, protein source, eat meat",I want meat with high protein,I eat meat for protein,I eat more protein that is non-meat,I choose meat as my protein source,Easier to get protein from meat
20,55,"habit, meat habit, eating meat habit, habit eating, habit eating meat, meat feels, eating meat feels, eating meat, feels, eating",Meat gets tiring when eaten too much,Eating meat feels natural to me,God permits eating animals in Genesis,My religious beliefs influence meat choices,I eat meat out of habit
21,55,"unhealthy, meat unhealthy, digestive, red meat, red, red meat unhealthy, feel unwell, stomach, unwell, digestive issues",Red meat causes health complications for me,Red meat is unhealthy,I think eating a lot of meat is unhealthy,Recent studies say red meat is healthy,Eating meat may cause physical illness
22,54,"concerned animal, concerned animal welfare, animal, welfare, animal welfare, welfare concerned, animal welfare concerned, welfare concerned animal, concerned, animal rights",I worry about animal welfare,I am concerned about animal welfare,I am concerned about animal rights,I thought briefly about animal welfare,I am concerned about animal pain
23,51,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, taste meat, enjoy, taste, meat enjoy flavor, enjoy flavor",I enjoy the taste of meat,I enjoy the flavor of meat,I like the flavor of meat,I enjoy pleasant meat aromas during cooking,I enjoy the flavor of some meats
24,50,"picky, picky eater, rarely, rarely eat, eater, meat rarely, dont, feel, meat rarely eat, eating meat",I do not crave steak,I generally don't eat meat,I do not eat meat,I miss meat when I do not eat it,I do not support cutting out meat
25,48,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",People around me eat meat regularly,Everyone around me eats meat regularly,People around me eat meat,People around me like the taste of meat,People around me eat a lot of meat
26,47,"meat tastes, tastes, filling meat, filling, tastes good meat, tastes good, meat tastes good, good meat, meat makes, makes meals",Meat tastes great with meals,Meat tastes good to me,Meat keeps me feeling full longer,Meat feels familiar and satisfying,Meat tastes great to me
27,44,"enjoy eating meat, meat enjoy eating, enjoy eating, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat love eating, eating meat love",I enjoy eating meat,I get satisfaction from eating meat,I enjoy eating meat regularly,I enjoy meat,I enjoy cooking and buying meat
28,43,"eat beef, kinds meat, kinds, like, meat like, like eating, beef, different kinds, different kinds meat, like eating meat",I like eating meat,I enjoy eating different kinds of meat,I really like processed meats,I like clean meats,I change meats when bored with one type
29,43,"impact, concerned environmental, environmental impact, environmental, impact concerned, concerned environmental impact, environmental impact concerned, concerned, climate, climate change",I am concerned about environmental impact,I want to contribute less to climate change,I want to reduce environmental blueprint,I am concerned about environmental impacts,I want a smaller environmental footprint
30,43,"crave, crave meat, meat available, available, feel like, available crave, eat meat available, crave meat eat, cravings, meat crave",I eat meat when craving it,I eat meat when it is available,I crave the taste of meat,I eat whatever I am craving,I eat 'cheat meals' when unprepared
31,43,"concerns, health concerns, health, meat health concerns, concerns red meat, concerns red, health concerns red, meat concerned, meat health, concerned",Health concerns about red meat,Health concerns influence my meat intake,I have health concerns about red meat,I am concerned about antibiotics in meat,I feel medical advice about meat is misleading
32,41,"environment, concerned environment, environment concerned, environment concerned environment, care, concerned environment concerned, environmental, concerned, care environment, sustainability",I care about sustainability,I am motivated by environmental concerns,I care about the environment,I am motivated by sustainability concerns,I care about environmental impact
33,41,"vegetarian, vegan, friends, vegetarians, vegan friends, vegetarian friends, daughter, parents, son, stepmom vegetarians",My family is vegetarian,My sibling is vegan,My son is vegetarian,My daughter mainly eats vegetarian,Someone in my family is vegan
34,41,"believe meat, believe, meat healthy, healthy, nutritious, essential, nutritious believe, meat nutritious, nutritious believe meat, necessary",I believe meat is necessary for health,I believe meat is good for you,I believe meat is nutrient-rich,I believe meat is nutritious,I think meat is good for health
35,41,"weight, weight want, lose, lose weight, lose weight want, want, want lose, want lose weight, lost, trying lose",I want to avoid weight gain,I am motivated to maintain a healthy weight,I want to manage my weight,I lost over 100 pounds eating this way,I want to regulate my weight
36,39,"vegetarian, vegan, years, vegetarian vegan, vegetarians, vegetarian vegetarian, 19, 19 years, raised vegetarian, vegan 20",I tried being vegetarian,I have thought about veganism or vegetarianism,I do vegan activism,I am close to being vegetarian,I am vegan
37,39,"alternatives, meat alternatives, substitutes, tofu, substitute, meat substitutes, use, alternatives available, limited, use meat",I substitute meat with cheese or eggs,I eat tofu as alternate protein,I buy tofu as meat substitute,There are many tasty meat alternatives,I use meat substitutes at home
38,37,"husband, partner, boyfriend, meat husband, prefers, boyfriend prefers, eating meat husband, meat partner, husband prefers, prefers eating",My husband avoids red meat,My husband likes eating meat,My boyfriend prefers more vegetables,My partner supports and motivates me,My partner sometimes tries plant-based foods
39,36,"choices, influences, meat choices, cost, availability, consider cost, meals consider cost, meals consider, influences meat, food",I consider cost when choosing food,Cost influences my food choices,Availability influences my meat choices,Cost influences my meat choices,The cost of living affects my choices
40,36,"day eat, day eat meat, meat day eat, day, eat meat day, meat day, meat daily eat, daily eat, daily eat meat, eat meat daily",I eat meat every day,I eat bacon every day,I eat meat daily,I eat meat-based meals daily,I eat beef every day
41,36,"weekly eat meat, eat meat times, weekly eat, meat times, times, weekly, meat times weekly, week eat meat, times weekly eat, week eat",I eat meat five times per week,I eat meat 2-4 times a week,I eat meat two or three days weekly,I eat meat three times a week,I eat meat 4-5 days a week
42,35,"want, healthier want, healthy, want healthier, healthy want, want healthy, healthier, want healthier want, want stay, stay",I want to stay healthy,I want better health,I want to be healthy,I want more longevity,I want to feel healthier
43,33,"eat red, eat red meat, week eat, week, times, meat times, week eat meat, week eat red, red meat, red",I eat red meat occasionally,I sometimes eat no meat,I eat meat occasionally,I currently eat red meat and pork,I occasionally eat pork or red meat
44,32,"environmental, impact, environmental impact, environmental concerns, environmental impact meat, impact meat, consider environmental, cattle, production, aware",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,News about poor meat production conditions,I am aware of beef’s carbon footprint
45,31,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat eat meat, kosher",I eat meat regularly,I eat meat often,I keep kosher and eat kosher meat,I eat meat regularly at home,I regularly eat meat
46,30,"vegetarian, vegetarian meals, vegan, meals, eat vegetarian, vegan meals, recipes, options, vegetarian dinners, eat vegetarian meals",I have learned new vegetarian recipes,I am happy with vegetarian meals,I eat vegetarian meals several times a week,I tried meal kits with vegan options,I like trying pescatarian and vegetarian meals
47,29,"cook, home, cook meat, home cook, meat home, cook meat home, home cook meat, prepare, cooking, home prepare",I use smoked sausage when cooking,Most meals are cooked at home,I cook meat by baking or grilling,I cook most meals at home,I cook meat at home
48,28,"portions, skip, skip meat, eat smaller, smaller, meals meat, portions meat, meals, eat meals, enjoy meals meat",I eat smaller portions of meat,My meals are not influenced by others,I sometimes eat smaller portions of meat,Some meals do not need meat,I prefer small portions of meat
49,27,"wife, meat wife, wife eats, red meat wife, plan meals, plan, meals wife, issues wife, habits wife, plan meals wife",I plan meals with my wife,My wife suggests eating less meat,Wife reduces meat in solidarity with me,My husband shares my meal planning,My wife eats less red meat
50,27,"limit, limit meat, try limit, limit red meat, limit red, try limit meat, try, consumption, consumption try limit, limit meat eat",I try to limit my meat consumption,I limit red meat to small portions,I try to limit red meat,I try to limit meat consumption,I limit meat to two or three days weekly
