Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
11,65,"meat tastes, tastes, meat easy, easy, meat tastes good, tastes good, filling, filling meat, tastes good meat, convenient",Meat makes meals tastier,"Tender, soft meats are easier to eat",Meat is convenient,Meat makes meals easier to eat and enjoyable,Eating meat prevents animal food waste
12,65,"enjoy eating meat, enjoy eating, eating meat enjoy, enjoy, meat enjoy eating, meat enjoy, eating meat, eating, eating meat like, flavor",I enjoy eating meat,I enjoy eating venison,I get satisfaction from eating meat,I like eating meat,I enjoy being a vegetarian
13,63,"health, concerns, unhealthy, health concerns, meat unhealthy, red meat, red, health concerns red, meat health concerns, meat concerned",I am concerned about cancer risk from red meat,I am concerned about negative health effects of certain meats,I am concerned about meat fat content,I have health concerns about eating meat,Health concerns influence my meat intake
14,57,"diet, balanced diet, balanced, mindful, choose, food, want balanced diet, variety diet, want variety, balance",I am very conscious about my diet,I am more conscious about my diet,I try to keep a balanced diet,I plan elimination and reintegration diets,I do intermittent fasting
15,55,"meat protein, protein, eat meat protein, protein eat, protein eat meat, meat protein eat, iron, eat meat, protein meat, meat iron",I get protein from meat,I eat meat for protein,I choose meat for protein,I eat tofu as alternate protein,I eat more protein that is non-meat
16,55,"dislike, meat dislike, avoid meat, dislike taste, dont, like, avoid, meat, negative, taste",I dislike the taste of fish,I avoid meat when I don't crave it,I do not like meat,I do not trust negative media about meat,I do not crave steak
17,53,"cut, red meat, red, cut red, cut red meat, stopped, reduced, stopped eating, doctor, meat reduced",I have reduced red meat consumption,I am trying to cut processed meats,I try to cut down on red meat,I reduce red meat consumption,My doctor recommended cutting red meat
18,51,"vegetables, vegetarian meals, vegetarian, meals, eat vegetables, eat vegetarian, vegetable, trying, enjoy, vegetables enjoy",I eat more vegetables now,I think vegetables are more delicious,I enjoy veggie burgers,I sometimes try vegan or vegetarian meals,I will eat more vegetables if prepared deliciously
19,49,"believe, believe meat, nutritious, meat healthy, necessary, health believe meat, health believe, healthy, health, essential",I think meat is important for health,I think meat is good for health,I believe meat is healthy,Meat is believed essential for fitness in my group,I believe eating meat is healthy
20,49,"reducing, reduce, reducing meat, consumption, reduce meat, meat consumption, reduce meat consumption, considered, try reduce, want eat meat",I focus on reducing meat consumption,I am reducing animal product consumption,I considered reducing meat for my health,I am trying to eat less meat,I try to reduce meat consumption
21,48,"friends, reasons, avoid, meat health, avoid meat, reasons friends, meat health reasons, health reasons, health, friends avoid",Friends avoid meat for animal welfare reasons,A friend discourages eating beef,Community members try to eat less red meat,Neighbors with heart issues eat less red meat,People around me increasingly avoid meat
22,48,"cholesterol, concerns, health concerns, concerned cholesterol, health, high, diabetes, blood pressure, concerns health, high blood pressure",I have health concerns,I have general health concerns,I work in the medical profession,I have had pancreatitis,I discuss health risks with my friend
23,47,"feel, incomplete, incomplete meat, documentaries, meat feel, feel meal incomplete, meal incomplete meat, feel meal, meal incomplete, feel incomplete",My son feels unwell without meat,I feel guilty eating animals,I feel weak without eating meat,I feel sick without protein,I feel less full without eating meat
24,45,"animal, animals, welfare, animal welfare, care, care animal, care animal welfare, animals care, respect, lives",I prioritize animal welfare,I consider animal intelligence,I want more humane animal treatment,I care about animal welfare,I believe animals should have ethical lives
25,43,"want, healthier, want healthier, healthier want, healthy, healthy want, want healthy, want stay, stay, stay healthy",I want to enjoy meals regardless of health advice,I want to be healthier,I want to be healthy,I want better blood work numbers,I want to feel healthier
26,42,"taste meat enjoy, enjoy taste meat, meat enjoy taste, enjoy taste, meat enjoy, taste meat, taste, enjoy, meat, ribs enjoy taste",I enjoy the taste of meat,I enjoy having steak and ribs,I enjoy the protein in meat,,
27,41,"concerned health, concerned, concerned health concerned, health concerned, health, health concerned health, heart, heart disease, disease, concerned health family",My husband has health concerns,I am concerned about my health,I am concerned about health,I am concerned about heart disease,I am concerned about cancer
28,39,"day eat, meat day eat, day eat meat, eat meat day, day, meat day, daily eat, meat daily eat, daily eat meat, daily",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat a lot of meat daily,I try to eat meat every day
29,39,"plantbased, plantbased meals, balance meat, balance, eat plantbased, plantbased foods, foods, include plantbased, meals, try plantbased",I believe plant-based is healthier,I consume more plant-based foods,I feel healthier after plant-based meals,Plant-based foods are filling,I eat a purely plant-based diet
30,38,"vegetarian, vegan, years, lost, vegetarian vegan, benefits, health benefits, tried, vegan 20 years, vegan currently vegetarian",I am a vegetarian,I am Native American,I am an omnivore,I am vegetarian,I was vegan or vegetarian for years
31,36,"avoid, avoid eating, avoid red, avoid red meat, red meat avoid, meat avoid, avoid eating red, beef avoid, avoid beef, red",I avoid red meat on weekdays,I try to avoid beef,I avoid red meat,I avoid eating octopus,I avoid eating beef and pork
32,36,"love, meat love, love taste, meat love taste, love taste meat, taste meat love, taste, taste meat, love eating, meat love eating",I love the flavor of meat,My favorite meal is filet Mignon,I love the taste of meat,I love eating meat,I love eating red meat
33,36,"environmental, impact, environmental impact, concerns, environmental concerns, production, environmental impact meat, impact meat, aware, meat aware",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,I have environmental concerns about red meat,I am aware of environmental issues from meat
34,36,"eat red meat, eat red, meat eat, red meat, red, eat, meat eat red, used eat, red meat eat, eat beef",I eat red meat less frequently,I eat less red meat,I am eating less meat,Morning sickness made me eat less meat,I have reduced interest in eating meat
35,36,"limit, try limit, limit meat, limit red, limit red meat, try limit meat, try, consumption, meat consumption, red meat consumption",I try to limit my meat consumption,I avoid eating too much of one meat type,I try to limit red meat,I try to limit meat to once daily,I limit the meat that I eat
36,36,"habit, meat habit, eating meat habit, routine, habit eating meat, habit eating, eating meat, meat routine, meat habit eating, eating",Eating meat is a habit for me,Eating meat helps me avoid snacking,My mood affects my meat eating,I eat meat out of habit,I eat meat without much thought
37,35,"meat regularly eat, regularly eat, eat meat regularly, regularly eat meat, meat regularly, regularly, eat meat, eat, meat eat meat, meat",I eat various meats regularly,I eat meat regularly,I eat meat often,I eat meat to maintain healthy weight,I am a regular meat eater
38,34,"motivated, motivated health, motivated health concerns, health, health concerns, concerns, health reasons motivated, concerns motivated, motivated health reasons, reasons motivated",I am motivated by health concerns,I work out frequently,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
39,32,"home, cook, meat available, available, eat meat available, cook meat, meat available eat, home cook, available eat, meat home",I eat meat when I want to,Cooking at home improves my health,I eat meat when I feel like it,I enjoy cooking meat at home,I eat meat if I feel like it
40,31,"avoid, meats avoid, processed, avoid processed, meats, processed meats, processed meats avoid, avoid processed meats, avoid fatty, fatty",I avoid processed meats,I avoid greasy meats,I avoid highly processed meats,I avoid fatty meat at home,I avoid highly processed deli meats
41,30,"community, common, common community, community community, gatherings, social gatherings, meateating, meat eating, normal community, meat common",Meat-eating is the norm around me,We share meat-centered meals at gatherings,Meat meals bring people together,Social gatherings often include meat,Meat eating is normal in my community
42,30,"raised, raised eating, raised eating meat, meat raised, meat raised eating, eating meat raised, eating meat, eating, taught, brought",I was raised vegetarian,I was raised eating meat,I was raised to eat meat with meals,Eating meat is part of my upbringing,I was raised eating meat with every meal
43,29,"grew, grew eating, grew eating meat, meat grew, meat grew eating, eating meat grew, eating, eating meat, childhood, eating meat regularly",I grew up eating meat,I grew up in a meat-eating household,I grew up in a meat-eating family,I grew up eating a lot of red meat,I learned meat-eating from childhood
44,29,"tradition, eating meat family, family tradition, meat family tradition, meat family, family, tradition eating, tradition eating meat, traditions, eating meat",Eating meat is family tradition,Meat is a cultural tradition,Eating meat is a family tradition,Meat is part of family traditions,Traditional family values include eating grilled meat
45,28,"protein meat, protein, source, source protein meat, source protein, meat good, meat good source, protein meat good, good source, good source protein",Meat is an efficient protein source,Non-meat high protein meals reduce meat intake,Meat is an easy protein source,I think animal proteins are easy to replace,Meat is a good protein source
46,28,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, taste meat prefer, meat like meat",I like the taste of meat,I eat meat for taste,Taste motivates me to eat meat,I prefer the taste of meat,I like how meat tastes
47,27,"crave, meat crave, crave meat, meat crave meat, crave meat crave, eat meat crave, meat crave crave, obsessed, crave crave, addicted",I eat meat when craving it,I sometimes crave steak or hamburger,I crave steak and chicken,I feel addicted to eating meat,I feel addicted to meat taste
48,27,"meatless, meals, skip meat, skip, meatless meals, meals meat, meat meatless meals, meatless dinners, skip meat meals, meals meat meatless",I sometimes eat no meat,I like exploring meatless dishes,"Few appealing, filling recipes without meat",Sometimes I eat meals without meat,I have meatless meals to save money
49,26,"feel, meat helps, helps, energy, meat fills, energy meat, fills, meat gives, gives, gives energy",Meat fills me up at dinner,Eating meat keeps me full and feeling better,Improved health motivates my meat-eating,Eating meat gives me more energy,Meat helps me feel full
50,25,"weight, weight want, lose, lose weight, lose weight want, want lose, want, weight want lose, want lose weight, trying lose",I want to avoid weight gain,I want to regulate my weight,I want to lose or maintain weight,I want to maintain a healthy weight,I want to gain weight
51,25,"lot chicken, eat lot chicken, chicken, eat lot, lot, chicken eat lot, chicken eat, chicken enjoy, lot chicken eat, chicken enjoy taste",I enjoy taste of chicken,Chicken is filling and versatile,I eat a lot of chicken,I love the taste of chicken,I enjoy crunchy fried chicken skin
