Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
13,65,"processed, processed meats, ethical, avoid processed, avoid, meats, avoid processed meats, farming, processed meat, ethically",I have no moral issues eating meat,I compartmentalize ethical concerns when eating meat,I seek ethically sourced meat,I do not worry about ethics,I try to buy ethically sourced meat
14,64,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, eating meat grew",I grew up eating meat,I grew up eating fresh farm meat,I grew up being told to eat meat,I grew up eating meat regularly,I grew up eating meat-centered meals
15,64,"meals, include, include meat, meals meat, meat tastes, tastes, meat tastes good, tastes good, include meat meals, meals meat tastes",Meat is usually included in dinners,I always include meat in my meals,I include meat in most meals,I cannot cook meat currently,Meat makes meals feel substantial to contacts
16,62,"fish, eat fish, eat chicken fish, chicken fish, fish eat, eat chicken, chicken, fish eat fish, chicken fish eat, eat",I rarely eat chicken or fish,I still eat fish and chicken,I eat chicken and fish with my sister,I eat chicken and fish,I eat fish and poultry occasionally
17,62,"buy meat, buy, meat available, available, avoid, eat meat available, meat sale, meat buy meat, meat buy, avoid fatty",I avoid fatty meat portions,I don't seek out meat,I avoid fatty meats,I often do not eat any meat,I do not eat meat
18,58,"turkey, chicken, chicken turkey, ground, eat chicken turkey, fish, eat chicken, turkey eat, beef, ground turkey",I choose chicken and turkey for health,I often choose chicken or fish instead,"I eat steak, chicken, pork, and lunch meat","I enjoy eating beef, pork, chicken, seafood",My wife prefers fish and chicken
19,56,"eat meat meals, meat meal eat, meal eat, meal eat meat, meat meals eat, meals eat, meat meal, eat meat meal, meat meals, meals eat meat",I eat meat with most meals,I eat meat at most meals,I eat meat in most meals,I eat meat for most meals,I eat meat for healthy fats
20,53,"crave, steak, meat crave, crave meat, husband, meat crave meat, eat steak, boyfriend, pregnancy, eat meat crave",I crave chicken sometimes,I eat meat if I crave it,I avoid meat when I don't crave it,I crave meat during my follicular phase,I eat whatever I am craving
21,53,"people, meat people, know, people eat, people eat meat, eat meat people, people know, meat people eat, know eat, people know eat",People I live with eat meat,Everyone around me eats meat regularly,People around me eat meat,People in my household eat more meat,People around me eat meat regularly
22,52,"beef, eat beef, beef eat, lean, venison, eat lean, beef eat beef, week eat beef, avoid, avoid beef",Doctor recommended I eat lean beef,Family keeps a freezer full of venison,I eat beef maybe once a month,I eat beef every day,I eat beef occasionally
23,48,"meat regularly eat, regularly eat, regularly eat meat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat eat meat, eat meat eat",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat meat often,I keep kosher and eat kosher meat
24,46,"want, cholesterol, healthier want, healthy, want healthier, want healthy, want reduce, healthier, cholesterol want, healthy want",I want to stay healthy,I want healthy hair,I want to be as healthy as possible,I want to be healthy,I want to be healthy and live long
25,46,"meat easy, easy, convenient, convenience, prepare, meat convenient, food, easy prepare, meat easy cook, easy cook",Meat is easier to prepare for a group,I prefer foods that are fast and convenient,I find meat convenient,Eating meat is convenient,Meat is easy to cook
26,45,"habit, meat habit, habit eating, habit eating meat, eating meat habit, eating meat, meat feels, feels, eating meat feels, meat habit eating",Eating meat prevents animal food waste,Eating meat feels like a habit,Eating meat is a habit for me,Eating meat is mostly out of habit,I eat meat out of habit
27,45,"environmental, impact, environmental impact, concerned environmental, impact concerned, concerned environmental impact, environmental impact concerned, concerned, climate, climate change",I am concerned about environmental impact,I understand environmental and social impacts,I am curious about environmental impact,I hear about environmental impact in the news,I am concerned about environmental impacts
28,45,"health, health concerns, concerns, documentaries, meat health, meat health concerns, health concerns meat, concerned, eating meat, eating meat health",A health concern would make me reconsider meat,I have no health concerns about meat,I am concerned about hormones in meat,I want to avoid disease from meat,I am concerned about health problems from meat
29,43,"motivated, motivated health, financial limitations, limitations, health, financial, motivated health concerns, concerns motivated, health concerns motivated, health concerns",I am motivated by health concerns,My family is motivated by health and age,I have health motivations,I want to save money,My partner supports and motivates me
30,43,"environment, concerned environment, environment concerned, environment concerned environment, care, care environment, concerned, environmental, care environment concerned, concerned environment concerned",Social contacts are concerned about environment,I experience environmental concerns,I am concerned about the environment,My sons are concerned about environment,Environmental concerns make me sad
31,43,"friends, friends eat, meat friends, friends eat meat, reasons friends, friends enjoy, friends avoid, eat meat friends, reasons, friends avoid meat",Most friends eat a lot of meat,My friends eat meat regularly,Vegetarian friends avoid meat for health,Multiple friends eat less meat now,Friends regularly eat meat together
32,41,"concerned animal welfare, welfare, animal welfare, concerned animal, welfare concerned, welfare concerned animal, animal welfare concerned, animal, concerned, farms",I am concerned about animal welfare,I worry about animal welfare,I am aware of animal welfare concerns,My family is concerned about animal welfare,I have concerns about animal welfare
33,41,"believe, believe meat, meat healthy, nutritious, healthy, meat nutritious, health believe, think, essential, provides",I believe meat is necessary for health,I believe meat is good for you,I believe meat is healthy,I believe eating meat is healthy,I believe meat is nutritious
34,41,"enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, meat enjoy, taste meat, taste, enjoy, meat, know enjoy taste",I enjoy the taste of meat,People I know enjoy the taste of meat,,,
35,40,"pork, pork avoid, avoid pork, avoid, eat pork, pork avoid eating, avoid eating, pork avoid pork, beef pork, eating pork",I avoid eating pork,I am not a fan of pork,Some family do not eat pork,I avoid pork for health reasons,My mother avoids pork for health reasons
36,38,"incomplete, incomplete meat, portions, meals, meals feel, feel, meal incomplete meat, feel meal, skip, feel meal incomplete",I feel a meal is incomplete without meat,Sometimes I eat meals without meat,Meals without meat feel incomplete,I sometimes skip meat to eat lighter,I sometimes skip meat for meals
37,38,"vegetables, eat vegetables, vegetable, salads, vegetables enjoy, fruits, fruits vegetables, vegetable dishes, veggie, vegetables eat",One friend eats more fruits and vegetables,I plan to eat more vegetables,I like vegetables,My boyfriend prefers more vegetables,I eat more vegetables as snacks
38,38,"enjoy eating meat, meat enjoy eating, eating meat enjoy, enjoy eating, meat enjoy, enjoy, eating meat, eating, meat, enjoy meat",I enjoy eating meat,I enjoy eating meat regularly,I enjoy the fat and gristle in meat,I enjoy hunting and eating wild meat,I enjoy meat
39,37,"diet, balanced, balanced diet, diet want, variety, want, eat healthier, want balanced, healthier, want eat",I want to eat healthier and add variety,I want a more balanced diet,I am open to a balanced diet,I want to eat healthier meals,"We focus on a varied, balanced diet"
40,37,"tradition, family tradition, meat family tradition, cultural, eating meat family, culture, family, traditions, meat cultural, meat family",Eating meat is family tradition,Meat is central in my family culture,Meat eating is a tradition in my community,Exposure to different cultures might increase meat eating,Eating meat is cultural in my family
41,32,"love taste, love taste meat, love, meat love taste, meat love, taste meat love, taste, taste meat, flavor, flavor meat",I love the flavor of meat,I love the taste of meat,I eat meat for flavor,I enjoy the flavor of meat,I am not big on meat flavor
42,30,"plantbased, plantbased meals, plantbased foods, eat plantbased, foods, eat plantbased foods, try plantbased, include plantbased, meals, plantbased options",I believe plant-based is healthier,I find plant-based meals easy and light,I try plant-based products,I feel healthier after plant-based meals,I eat a purely plant-based diet
43,30,"weight, weight want, lose, lose weight, lose weight want, want, want lose, want lose weight, trying lose weight, trying lose",I want to avoid weight gain,I want to lose weight,I want to lose or maintain weight,I want to maintain a healthy weight,I want to gain weight
44,30,"environmental, impact, environmental impact, environmental impact meat, impact meat, environmental concerns, consider environmental, cattle, aware, sustainability",Environmental concerns about beef production,I am concerned about sustainability of meat,Environmental concerns about eating meat,I am aware of environmental issues from meat,I am aware of beef’s carbon footprint
45,29,"choices, influences, cost, meat choices, availability, price, influences choices, choices cost, influences meat choices, affordability",Meat choices depend on beef sales,I consider cost when choosing food,Price influences my meat choices,Meat choice depends on price,Financial cost affects meat choices
46,29,"love, love eating, love eating meat, meat love eating, like, favorite, meat like, meat love, like eating meat, like eating",I like eating meat,I love eating filet mignon,I like to eat meat,Meat is my favorite food,I love to eat meat
47,26,"limit meat, limit, try limit, try limit meat, limit meat eat, try, limit meat consumption, meat try limit, eat restrict, eat try limit",I try to limit my meat consumption,My religious beliefs influence meat choices,I limit how much meat I eat,I try to limit meat consumption,My faith supports eating meat
48,25,"cook, home, home cook, cook meat, home cook meat, meat home, cook meat home, prepare, meat home cook, meat home prepare",I cook for my son,I usually cook meat at home,I prepare meat for my husband and son,Cooking less due to physical disability,I cook meat by baking or grilling
