participant_id,topic_id,degree_unweighted,degree_weighted,present_wave2
5dac8afcada7c2a4,8,4,5,1
5dac8afcada7c2a4,11,2,3,1
5e00cb1279c86d31,-1,2,2,0
5e00cb1279c86d31,0,4,8,1
5e00cb1279c86d31,1,3,3,1
5e00cb1279c86d31,7,1,1,1
5e00cb1279c86d31,8,2,2,1
5e00cb1279c86d31,13,3,5,0
5ed80b15ba44099f,0,1,4,1
5ed80b15ba44099f,1,0,0,1
5ed80b15ba44099f,3,1,1,1
5ed80b15ba44099f,11,0,0,0
5ed80b15ba44099f,13,2,5,0
5f03a63347991312,-1,1,1,0
5f03a63347991312,1,2,2,1
5f03a63347991312,2,1,2,0
5f03a63347991312,4,2,5,1
5f03a63347991312,10,4,8,1
5fee709bfe55faf2,0,5,8,1
5fee709bfe55faf2,1,5,7,1
5fee709bfe55faf2,8,4,4,0
5fee709bfe55faf2,11,4,8,1
5fee709bfe55faf2,13,4,5,0
61766c21a780a6d9,-1,0,0,0
61766c21a780a6d9,0,1,2,1
61766c21a780a6d9,2,0,0,1
61766c21a780a6d9,13,1,2,0
62db37d23852862b,-1,3,6,1
62db37d23852862b,0,3,3,1
62db37d23852862b,3,3,5,1
62db37d23852862b,6,5,9,0
62db37d23852862b,9,3,4,1
649f1789cf99857f,-1,3,6,1
649f1789cf99857f,0,6,13,1
649f1789cf99857f,1,4,6,0
649f1789cf99857f,3,1,3,0
649f1789cf99857f,7,3,4,0
649f1789cf99857f,11,4,5,1
673d057ee91b91d4,0,3,6,1
673d057ee91b91d4,1,3,3,1
673d057ee91b91d4,6,2,3,1
68eaac889f651fe0,-1,3,4,1
68eaac889f651fe0,0,3,6,1
68eaac889f651fe0,5,3,5,1
68eaac889f651fe0,13,2,2,1
6c13354781f251c4,-1,1,3,1
6c13354781f251c4,5,1,1,1
6c13354781f251c4,7,1,1,0
6c13354781f251c4,8,1,1,0
6c13354781f251c4,12,1,1,0
6c13354781f251c4,13,5,7,0
6d94ac5f05b3776e,0,5,7,1
6d94ac5f05b3776e,1,0,0,1
6d94ac5f05b3776e,3,2,3,0
6d94ac5f05b3776e,4,2,3,1
6d94ac5f05b3776e,9,3,3,0
6d94ac5f05b3776e,11,1,1,1
6db699e0a33315d4,-1,1,2,1
6db699e0a33315d4,0,4,8,1
6db699e0a33315d4,1,1,2,1
6db699e0a33315d4,5,1,2,0
6e8cf4836e13dd9d,-1,1,1,1
6e8cf4836e13dd9d,0,4,13,1
6e8cf4836e13dd9d,3,3,7,1
6e8cf4836e13dd9d,10,1,2,0
6e8cf4836e13dd9d,12,1,2,0
7142ee58205c21de,-1,1,1,0
7142ee58205c21de,0,3,4,0
7142ee58205c21de,1,1,1,1
7142ee58205c21de,5,2,2,1
7142ee58205c21de,6,1,1,1
7142ee58205c21de,7,5,6,0
7142ee58205c21de,13,2,2,0
7142ee58205c21de,14,2,2,1
72148bfd1d0973af,-1,1,2,1
72148bfd1d0973af,0,2,4,1
72148bfd1d0973af,1,0,0,0
72148bfd1d0973af,3,2,4,1
72148bfd1d0973af,6,1,2,0
72148bfd1d0973af,13,1,2,1
721f6be7c6c2c5e8,-1,3,4,1
721f6be7c6c2c5e8,0,5,9,1
721f6be7c6c2c5e8,1,2,3,1
721f6be7c6c2c5e8,3,2,3,0
721f6be7c6c2c5e8,5,3,4,1
740b157201268df1,0,2,4,1
740b157201268df1,1,2,2,0
740b157201268df1,2,2,4,1
740b157201268df1,4,4,6,1
740b157201268df1,8,6,15,1
740b157201268df1,9,5,7,1
740b157201268df1,10,2,2,1
74ee6a013b1d50b3,0,3,4,1
74ee6a013b1d50b3,1,1,1,1
74ee6a013b1d50b3,2,2,2,1
74ee6a013b1d50b3,9,4,4,0
74ee6a013b1d50b3,12,2,3,0
74ee6a013b1d50b3,13,2,2,0
761f1ce0efbbce9e,-1,2,2,1
761f1ce0efbbce9e,2,2,3,1
761f1ce0efbbce9e,3,3,4,1
761f1ce0efbbce9e,4,2,2,1
761f1ce0efbbce9e,7,1,1,1
76b6976d3c95342a,-1,3,4,0
76b6976d3c95342a,0,2,3,1
76b6976d3c95342a,1,2,3,1
76b6976d3c95342a,5,1,2,1
76b6976d3c95342a,8,2,4,1
7819704fed235622,2,3,4,1
7819704fed235622,3,1,1,0
7819704fed235622,4,1,1,1
7819704fed235622,7,3,5,1
7819704fed235622,8,3,3,0
7819704fed235622,10,4,7,1
78497a8102898b56,-1,3,7,1
78497a8102898b56,0,5,12,1
78497a8102898b56,1,1,1,1
78497a8102898b56,5,2,5,0
78497a8102898b56,9,2,3,0
7965eb39cc1b7b97,-1,4,4,1
7965eb39cc1b7b97,0,1,2,1
7965eb39cc1b7b97,1,2,2,1
7965eb39cc1b7b97,3,2,2,1
7965eb39cc1b7b97,6,2,2,0
7965eb39cc1b7b97,10,3,4,1
7965eb39cc1b7b97,11,2,2,0
79908652a256d33e,0,1,1,1
79908652a256d33e,1,1,1,1
79908652a256d33e,2,2,4,0
79908652a256d33e,4,2,4,1
7a28a7b7738bc656,0,3,3,1
7a28a7b7738bc656,1,2,3,0
7a28a7b7738bc656,5,2,2,1
7a28a7b7738bc656,13,3,3,0
7aa3b079e2dda8a1,-1,1,1,0
7aa3b079e2dda8a1,0,3,3,1
7aa3b079e2dda8a1,1,0,0,1
7aa3b079e2dda8a1,3,0,0,1
7aa3b079e2dda8a1,5,2,2,0
7aa3b079e2dda8a1,9,2,2,1
7c0d0af95f8b1f08,-1,3,3,1
7c0d0af95f8b1f08,0,2,6,1
7c0d0af95f8b1f08,1,3,3,1
7c0d0af95f8b1f08,2,5,7,1
7c0d0af95f8b1f08,3,0,0,1
7c0d0af95f8b1f08,4,0,0,0
7c0d0af95f8b1f08,5,4,6,1
7cf1b08e24b10350,-1,1,1,1
7cf1b08e24b10350,0,2,3,1
7cf1b08e24b10350,2,2,3,1
7cf1b08e24b10350,11,2,2,0
7cf1b08e24b10350,13,3,4,1
7d752fefddfca23e,-1,1,1,1
7d752fefddfca23e,0,0,0,1
7d752fefddfca23e,1,2,2,1
7d752fefddfca23e,2,0,0,0
7eefc6f2e7826814,0,2,4,1
7eefc6f2e7826814,3,2,4,1
82db7bf9aab23ea9,-1,4,10,0
82db7bf9aab23ea9,0,1,3,1
82db7bf9aab23ea9,1,2,4,1
82db7bf9aab23ea9,3,0,0,0
82db7bf9aab23ea9,8,1,2,1
82db7bf9aab23ea9,12,1,2,0
8371a2887ae72076,0,4,7,0
8371a2887ae72076,1,0,0,1
8371a2887ae72076,2,1,1,1
8371a2887ae72076,6,1,2,0
8371a2887ae72076,9,1,3,1
847c51b8edf36462,0,1,4,0
847c51b8edf36462,1,4,10,1
847c51b8edf36462,3,1,2,1
847c51b8edf36462,5,1,2,1
847c51b8edf36462,13,1,2,1
84ca074474b9b6ad,-1,0,0,0
84ca074474b9b6ad,0,0,0,1
84ca074474b9b6ad,2,3,3,0
84ca074474b9b6ad,3,2,2,1
84ca074474b9b6ad,4,1,1,1
84ca074474b9b6ad,5,1,1,1
84ca074474b9b6ad,13,1,1,1
84ca074474b9b6ad,14,0,0,0
87e1dbf2ddd33fb1,-1,1,1,1
87e1dbf2ddd33fb1,0,2,2,1
87e1dbf2ddd33fb1,4,0,0,1
87e1dbf2ddd33fb1,5,3,3,0
87e1dbf2ddd33fb1,8,1,1,0
87e1dbf2ddd33fb1,11,2,2,1
87e1dbf2ddd33fb1,13,3,3,0
8a09978d91039693,0,2,2,1
8a09978d91039693,7,3,4,1
8a09978d91039693,8,2,3,1
8b73e21092f24bd1,-1,2,2,0
8b73e21092f24bd1,0,5,5,1
8b73e21092f24bd1,2,2,2,0
8b73e21092f24bd1,5,2,2,1
8b73e21092f24bd1,9,2,2,1
8b73e21092f24bd1,10,2,2,1
8bcf4a8ef4be7cba,0,3,3,1
8bcf4a8ef4be7cba,1,0,0,0
8bcf4a8ef4be7cba,2,2,2,0
8bcf4a8ef4be7cba,5,0,0,0
8bcf4a8ef4be7cba,14,3,3,0
8c30dfbb7ee2fbe8,-1,5,8,1
8c30dfbb7ee2fbe8,0,6,10,1
8c30dfbb7ee2fbe8,1,5,6,1
8c30dfbb7ee2fbe8,2,4,5,1
8c30dfbb7ee2fbe8,11,4,5,1
8c30dfbb7ee2fbe8,13,5,5,0
8de500ff0f84f538,-1,3,5,1
8de500ff0f84f538,0,1,1,1
8de500ff0f84f538,5,4,6,1
8de500ff0f84f538,7,3,3,0
8de500ff0f84f538,8,3,3,1
8de500ff0f84f538,10,1,1,1
8de500ff0f84f538,12,2,2,1
8de500ff0f84f538,14,3,3,0
8f96fa223f234180,-1,2,3,0
8f96fa223f234180,0,1,2,1
8f96fa223f234180,2,2,3,1
8f96fa223f234180,4,2,6,1
8f96fa223f234180,10,3,6,1
901b1e68b9a21d2e,-1,4,7,1
901b1e68b9a21d2e,0,6,12,1
901b1e68b9a21d2e,1,4,5,1
901b1e68b9a21d2e,5,2,3,1
901b1e68b9a21d2e,9,4,5,1
901b1e68b9a21d2e,14,5,5,0
90a26c5862848d7f,-1,1,1,0
90a26c5862848d7f,0,7,9,1
90a26c5862848d7f,1,1,1,1
90a26c5862848d7f,3,2,2,1
90a26c5862848d7f,5,2,3,0
90a26c5862848d7f,8,1,1,1
90a26c5862848d7f,12,1,1,1
92dabeb709641989,-1,4,6,0
92dabeb709641989,0,5,10,1
92dabeb709641989,1,3,6,1
92dabeb709641989,3,1,2,1
92dabeb709641989,9,2,2,0
92dabeb709641989,12,3,6,0
9306e20a3c8202a6,0,2,2,0
9306e20a3c8202a6,5,4,5,0
9306e20a3c8202a6,7,6,9,1
9306e20a3c8202a6,8,3,3,1
9306e20a3c8202a6,10,5,6,1
9306e20a3c8202a6,12,3,3,1
95ad60153e77940d,-1,2,4,1
95ad60153e77940d,0,5,7,1
95ad60153e77940d,5,3,3,0
95ad60153e77940d,9,3,3,1
95ad60153e77940d,14,2,2,0
971e17af6c60aec7,0,4,9,1
971e17af6c60aec7,1,4,5,1
971e17af6c60aec7,2,0,0,0
971e17af6c60aec7,4,4,8,0
971e17af6c60aec7,10,4,5,1
971e17af6c60aec7,12,4,5,1
97773a8839d3f6fe,-1,2,3,0
97773a8839d3f6fe,0,3,17,1
97773a8839d3f6fe,2,4,18,1
97773a8839d3f6fe,8,3,5,1
97773a8839d3f6fe,11,4,7,1
97f6aaf7d17e1706,0,3,9,1
97f6aaf7d17e1706,1,3,6,1
97f6aaf7d17e1706,5,3,7,0
97f6aaf7d17e1706,13,4,9,1
98326b74d660f5fd,-1,2,3,1
98326b74d660f5fd,1,2,2,0
98326b74d660f5fd,8,3,4,1
98326b74d660f5fd,11,0,0,1
99229f1b414f5809,-1,2,2,1
99229f1b414f5809,0,3,3,1
99229f1b414f5809,1,4,5,1
99229f1b414f5809,3,3,3,0
99229f1b414f5809,6,3,3,0
99229f1b414f5809,11,2,2,1
99229f1b414f5809,13,3,4,0
9c82fc4c36156f08,0,3,4,1
9c82fc4c36156f08,1,3,5,0
9c82fc4c36156f08,2,0,0,0
9c82fc4c36156f08,9,1,1,1
9c82fc4c36156f08,11,2,3,1
9cb164abacf3625b,0,3,4,1
9cb164abacf3625b,1,4,5,1
9cb164abacf3625b,3,2,2,0
9cb164abacf3625b,5,5,7,1
9cb164abacf3625b,7,2,2,1
9cb164abacf3625b,9,2,2,0
9cb164abacf3625b,12,4,4,0
9cfb62646c810049,0,3,3,1
9cfb62646c810049,1,1,1,0
9cfb62646c810049,3,2,2,0
9cfb62646c810049,6,4,4,0
9cfb62646c810049,14,2,2,1
9d41a316406ab604,0,1,1,1
9d41a316406ab604,2,1,1,0
9d41a316406ab604,3,4,4,0
9d41a316406ab604,5,0,0,1
9d41a316406ab604,9,1,1,0
9d41a316406ab604,10,2,2,0
9d41a316406ab604,12,2,2,0
9dbce82bce25d24e,0,2,3,1
9dbce82bce25d24e,2,1,1,1
9dbce82bce25d24e,3,1,1,0
9dbce82bce25d24e,4,4,5,1
9dbce82bce25d24e,7,1,1,0
9dbce82bce25d24e,9,2,3,0
9faec1665116d796,0,3,6,1
9faec1665116d796,3,1,2,1
9faec1665116d796,5,1,1,1
9faec1665116d796,7,2,4,1
9fc1c0064ceb93cd,0,2,3,1
9fc1c0064ceb93cd,1,3,5,1
9fc1c0064ceb93cd,2,3,5,0
9fc1c0064ceb93cd,3,2,3,0
9fc1c0064ceb93cd,4,2,2,0
9fc1c0064ceb93cd,5,5,5,1
9fc1c0064ceb93cd,6,1,1,0
a134d663306eaf79,-1,6,10,1
a134d663306eaf79,3,2,2,1
a134d663306eaf79,5,6,10,0
a134d663306eaf79,6,2,2,1
a134d663306eaf79,8,3,4,1
a134d663306eaf79,12,3,4,0
a22e24bd1aef3c96,-1,3,5,1
a22e24bd1aef3c96,1,1,1,0
a22e24bd1aef3c96,2,3,6,1
a22e24bd1aef3c96,3,1,1,1
a22e24bd1aef3c96,9,3,3,1
a22e24bd1aef3c96,13,6,8,0
a22e24bd1aef3c96,14,3,4,0
a3557ae863ad9e1d,-1,5,11,1
a3557ae863ad9e1d,0,1,4,1
a3557ae863ad9e1d,2,2,3,1
a3557ae863ad9e1d,11,2,3,1
a3557ae863ad9e1d,13,3,4,0
a46c865723cc0c1e,0,1,1,1
a46c865723cc0c1e,1,1,1,1
a46c865723cc0c1e,3,2,2,1
a46c865723cc0c1e,4,3,3,0
a46c865723cc0c1e,5,4,4,0
a46c865723cc0c1e,6,0,0,0
a499c9666324fe8a,-1,2,3,0
a499c9666324fe8a,0,2,2,1
a499c9666324fe8a,1,1,2,1
a499c9666324fe8a,2,1,1,0
a499c9666324fe8a,4,3,3,1
a499c9666324fe8a,12,0,0,0
a7ac88105b8c14d3,0,3,10,1
a7ac88105b8c14d3,2,2,4,0
a7ac88105b8c14d3,3,3,4,1
