key,stance,wave,canvas
24e9f4a8dba444ba,I get bored with the same meals,1,True
5d5930b9486b3aef,I eat mostly chicken,1,True
5d5930b9486b3aef,I prefer chicken and fish,1,True
5d5930b9486b3aef,I find chicken easier to digest than beef,1,True
5d5930b9486b3aef,I find steak hard to chew,1,True
5d5930b9486b3aef,Chicken and pork are less expensive than beef,1,True
5d5930b9486b3aef,I buy more meat when it is on sale,1,True
c64e457f6d99d425,I eat meat when I feel like it,1,True
c64e457f6d99d425,My mood influences what meat I eat,1,False
c64e457f6d99d425,I sometimes choose to cut back on meat,1,True
c64e457f6d99d425,Meat consumption is a personal preference,1,True
0ec83457dd9ad9bb,I enjoy eating meat regularly,1,True
0ec83457dd9ad9bb,I crave meat,1,True
0ec83457dd9ad9bb,Meat tastes delicious to me,1,True
0ec83457dd9ad9bb,Most people I know eat meat regularly,1,True
cd254873c8c70b1f,I crave meat more during holidays,1,True
cd254873c8c70b1f,I enjoy eating meat,1,True
cd254873c8c70b1f,I want to be healthier,1,True
cd254873c8c70b1f,I eat more meat at gatherings,1,True
cd254873c8c70b1f,My family are big meat eaters,1,True
cd254873c8c70b1f,My friends enjoy eating meat,1,True
cd254873c8c70b1f,My brother reduces meat for health reasons,1,True
673d057ee91b91d4,I eat predominantly meat with each meal,1,True
673d057ee91b91d4,I feel better when I eat more meat,1,True
673d057ee91b91d4,I follow a low-carb diet,1,True
673d057ee91b91d4,I believe meat is essential for health,1,True
673d057ee91b91d4,I would like to eat less meat,1,False
673d057ee91b91d4,My family serves meat at meals,1,True
673d057ee91b91d4,Family habits from childhood influence my eating,1,True
7cf1b08e24b10350,I love eating meat,1,True
7cf1b08e24b10350,I enjoy cooking meat at home,1,True
7cf1b08e24b10350,Meat is expensive for me,1,True
7cf1b08e24b10350,I eat a lot of chicken,1,True
7cf1b08e24b10350,I prefer real meat over substitutes,1,True
7cf1b08e24b10350,I avoid fast food bacon,1,True
7cf1b08e24b10350,Chicken is cheap and convenient,1,True
7cf1b08e24b10350,My girlfriend loves bacon,1,True
7cf1b08e24b10350,Family eats more chicken for cost reasons,1,True
7cf1b08e24b10350,I got food poisoning from fast food bacon,1,True
bd14752573c3fbed,I eat meat at most meals,1,True
bd14752573c3fbed,I like the taste of meat,1,True
bd14752573c3fbed,I try to have some balance,1,False
bd14752573c3fbed,Eating meat is mostly out of habit,1,True
bd14752573c3fbed,My family eats similar meals as me,1,True
bd14752573c3fbed,My family likes the taste of meat,1,True
bd14752573c3fbed,I realize meat is not always healthy,1,True
bd14752573c3fbed,I realize meat can impact the environment,1,True
2a27143cb3ff288a,I eat meat if I feel like it,1,True
2a27143cb3ff288a,I plan meals with my wife,1,True
2a27143cb3ff288a,I eat less meat than I used to,1,True
2a27143cb3ff288a,I consciously eat more chicken,1,True
2a27143cb3ff288a,I believe grilled chicken is healthier,1,True
2a27143cb3ff288a,My children eat more chicken and fish,1,True
99229f1b414f5809,I am sensitive to meat texture,1,True
99229f1b414f5809,I am picky about eating meat,1,True
99229f1b414f5809,My mood affects my meat eating,1,True
99229f1b414f5809,I believe meat provides necessary protein,1,True
99229f1b414f5809,"I want a balanced, healthy diet",1,True
99229f1b414f5809,My family likes to eat meat,1,True
99229f1b414f5809,I prepare meat for my husband and son,1,True
99229f1b414f5809,I eat more lean meats to be healthy,1,True
41f4d247212a91b7,I eat beef four or five times weekly,1,True
41f4d247212a91b7,I always have a freezer full of beef,1,True
41f4d247212a91b7,I value convenience of having home-raised beef,1,True
41f4d247212a91b7,I believe beef is high in protein,1,True
41f4d247212a91b7,I believe beef is nutritious,1,True
41f4d247212a91b7,I am not interested in eating less beef,1,True
41f4d247212a91b7,Negative information on beef is viewed as political,1,True
41f4d247212a91b7,I eat chicken and fish with my sister,1,True
41f4d247212a91b7,My sister prefers chicken and fish for health,1,True
41f4d247212a91b7,Some family avoid venison due to taste,1,True
5abe20da31c1510b,I am concerned about my health,1,True
5abe20da31c1510b,I avoid eating the same meat daily,1,True
5abe20da31c1510b,I have food allergies,1,True
5abe20da31c1510b,I am motivated to save money,1,False
5abe20da31c1510b,I vary meat based on what is on sale,1,True
5abe20da31c1510b,I eat meat for vitamins like B12,1,True
5abe20da31c1510b,I have reduced meat eating over time,1,False
5abe20da31c1510b,Cooking less due to physical disability,1,True
5abe20da31c1510b,My friends value routine in eating habits,1,True
5abe20da31c1510b,Financial concerns influence my friends' eating,1,True
e0b75643b94ce352,I eat meat at every meal,1,True
e0b75643b94ce352,I want meat with high protein,1,True
e0b75643b94ce352,I am trying to lose weight,1,True
e0b75643b94ce352,I cook meat by baking or grilling,1,True
e0b75643b94ce352,I sometimes eat smaller portions of meat,1,True
e0b75643b94ce352,I add more vegetables to meals,1,True
e0b75643b94ce352,My social gatherings always include meat,1,True
e0b75643b94ce352,Some friends are vegetarians,1,True
e0b75643b94ce352,I feel unwell without eating meat,1,True
e0b75643b94ce352,It's hard to know what is healthiest,1,True
98326b74d660f5fd,I eat meat when I crave it,1,True
98326b74d660f5fd,I do not eat meat often,1,False
98326b74d660f5fd,Most people around me are omnivores,1,True
98326b74d660f5fd,I struggle morally with eating animals,1,True
98326b74d660f5fd,I care about animals,1,True
3e8a40a8a3361337,I am vegan,1,True
3e8a40a8a3361337,I am horrified by animal agriculture,1,True
3e8a40a8a3361337,I prefer animal welfare perspectives,1,False
3e8a40a8a3361337,I do vegan activism,1,True
3e8a40a8a3361337,Living among meat-eating loved ones feels isolating,1,True
5fee709bfe55faf2,I generally don't eat meat,1,True
5fee709bfe55faf2,Meat prices have went up,1,True
5fee709bfe55faf2,Cooking with meat is complicated,1,True
5fee709bfe55faf2,Storage of meat is complicated,1,True
5fee709bfe55faf2,I have ethical concerns about meat production,1,True
5fee709bfe55faf2,I am skeptical about animal treatment,1,True
5fee709bfe55faf2,Family enjoys eating meat,1,True
5fee709bfe55faf2,Meat is part of family traditions,1,True
5fee709bfe55faf2,I enjoy meat at family gatherings,1,True
d91dfb759b5c056c,I eat beef four times a week,1,True
d91dfb759b5c056c,I eat chicken three times a week,1,True
d91dfb759b5c056c,I enjoy the taste of meat,1,True
d91dfb759b5c056c,Meat fits my daily routine,1,True
d91dfb759b5c056c,Meat feels healthy and satisfying,1,True
d91dfb759b5c056c,My social group eats meat regularly,1,True
d91dfb759b5c056c,Eating meat feels normal and comfortable,1,True
d91dfb759b5c056c,I am open to trying new foods,1,True
d91dfb759b5c056c,I think about reducing meat sometimes,1,False
25c3702e02bdfd45,I like eating different kinds of meat,1,True
25c3702e02bdfd45,I enjoy cooking and buying meat,1,True
25c3702e02bdfd45,I want to get enough protein,1,True
25c3702e02bdfd45,I want to have energy for work,1,True
25c3702e02bdfd45,I have tried plant-based meat alternatives,1,True
25c3702e02bdfd45,I am concerned about my health,1,True
25c3702e02bdfd45,I want to lose or maintain weight,1,True
25c3702e02bdfd45,My family now eats more plant-based foods,1,True
25c3702e02bdfd45,My family is motivated by health and age,1,True
25c3702e02bdfd45,Traditional family values include eating grilled meat,1,True
b8eba67020022d75,I eat a lot of meat,1,True
b8eba67020022d75,I have age-related health concerns,1,True
b8eba67020022d75,I want to reduce dietary fat,1,True
b8eba67020022d75,I am influenced by Nikola Tesla's diet,1,True
b8eba67020022d75,I buy tofu as meat substitute,1,True
b8eba67020022d75,I want solid protein substitutes for meat,1,True
b8eba67020022d75,I think tofu is cheaper than meat,1,True
b8eba67020022d75,I like the taste of meat,1,True
b8eba67020022d75,I cut out red meat for cholesterol,1,True
b8eba67020022d75,A doctor advised me about cholesterol,1,True
53cf43f573cc8f32,I like to eat meat,1,True
53cf43f573cc8f32,Most meals contain meat,1,True
53cf43f573cc8f32,I grew up eating meat,1,True
53cf43f573cc8f32,Friends and family eat meat,1,True
53cf43f573cc8f32,Social circle likes the taste of meat,1,True
53cf43f573cc8f32,Meat provides protein and energy,1,True
53cf43f573cc8f32,Environmental concerns about eating meat,1,True
53cf43f573cc8f32,I have thought about reducing meat,1,True
53cf43f573cc8f32,I want meat growing to be sustainable,1,True
e0b47f3f6a91ab2e,I crave steak and chicken,1,True
e0b47f3f6a91ab2e,I still consume red meat,1,True
e0b47f3f6a91ab2e,I limit how much meat I eat,1,True
e0b47f3f6a91ab2e,I want to improve my health,1,True
e0b47f3f6a91ab2e,I want to reduce environmental impact,1,True
e0b47f3f6a91ab2e,Doctor recommended reducing red meat,1,True
e0b47f3f6a91ab2e,My family supports eating less meat,1,True
e0b47f3f6a91ab2e,Wife reduces meat in solidarity with me,1,True
e0b47f3f6a91ab2e,Sister-in-law wants to help the environment,1,True
e0b47f3f6a91ab2e,I believe protein can come from alternatives,1,True
e04998f79adab146,I try to get enough protein,1,True
e04998f79adab146,I eat chicken regularly,1,True
e04998f79adab146,I eat beef sometimes,1,True
e04998f79adab146,I eat fish sometimes,1,True
e04998f79adab146,Chicken is cheaper than other meats,1,True
e04998f79adab146,Meat is easy to get at the store,1,True
e04998f79adab146,My friends eat similar meats,1,True
fd51071022fe231c,I eat meat regularly,1,True
fd51071022fe231c,I try to balance meat with vegetables,1,True
fd51071022fe231c,I eat meat for protein,1,True
fd51071022fe231c,I eat meat for convenience,1,True
fd51071022fe231c,I want variety in my diet,1,True
fd51071022fe231c,I include vegetables for health,1,True
fd51071022fe231c,I am more mindful about portion sizes,1,True
fd51071022fe231c,Some social contacts eat meat daily,1,True
fd51071022fe231c,Some social contacts focus on health,1,True
5152ad6df864fdab,I eat multiple meat products daily,1,True
5152ad6df864fdab,I want to have healthy muscle mass,1,True
5152ad6df864fdab,I am on a low-carb diet,1,True
5152ad6df864fdab,I want to feel full and fueled,1,True
5152ad6df864fdab,Meat provides me with protein,1,True
5152ad6df864fdab,I have considered reducing pork consumption,1,True
5152ad6df864fdab,I have concerns about processed meats,1,True
5152ad6df864fdab,My social contacts prefer taste and satiety,1,True
3adb7e8ae191bee6,I eat chicken and fish,1,True
3adb7e8ae191bee6,I avoid beef,1,True
3adb7e8ae191bee6,I have cholesterol concerns,1,True
3adb7e8ae191bee6,I work in the medical profession,1,True
3adb7e8ae191bee6,I hear doctors advise less meat,1,True
3adb7e8ae191bee6,Meat expense is a concern for me,1,True
3adb7e8ae191bee6,My boyfriend eats steak frequently,1,True
3adb7e8ae191bee6,Holiday traditions involve ham or turkey,1,True
79908652a256d33e,I try to reduce red meat,1,True
79908652a256d33e,I have health concerns about red meat,1,True
79908652a256d33e,I have environmental concerns about red meat,1,True
79908652a256d33e,I think red meat uses too many resources,1,True
79908652a256d33e,I often choose chicken or fish instead,1,True
79908652a256d33e,Red meat was expensive growing up,1,True
79908652a256d33e,My family ate healthy overall,1,True
79908652a256d33e,We ate fish every Friday for religious reasons,1,True
79908652a256d33e,Local meat is too expensive for me,1,True
405ae83ad699f77e,I eat meat every day,1,True
405ae83ad699f77e,I enjoy the taste of meat,1,True
405ae83ad699f77e,Meat is a source of protein for me,1,True
405ae83ad699f77e,Meat is part of my routine,1,True
405ae83ad699f77e,My family eats meat regularly,1,True
405ae83ad699f77e,My friends eat meat regularly,1,True
405ae83ad699f77e,I can afford to buy meat,1,True
f1109e14be29a5d7,I have low iron,1,True
f1109e14be29a5d7,I eat chicken regularly,1,True
f1109e14be29a5d7,I value animal welfare,1,True
f1109e14be29a5d7,"I avoid beef, pork, and lamb",1,True
f1109e14be29a5d7,I am frustrated with food labeling,1,True
f1109e14be29a5d7,Vegan food is too expensive for me,1,True
f1109e14be29a5d7,My son is vegetarian,1,True
f1109e14be29a5d7,Social contacts grew up eating meat,1,True
e16f233f154de5f7,I eat chicken regularly,1,True
e16f233f154de5f7,I eat ground beef once a week,1,True
e16f233f154de5f7,I eat vegetarian meals several times a week,1,True
e16f233f154de5f7,I eat meat for extra protein,1,True
e16f233f154de5f7,I am concerned about animal welfare,1,True
e16f233f154de5f7,I am concerned about factory farming practices,1,True
e16f233f154de5f7,I am concerned about antibiotics in meat,1,True
e16f233f154de5f7,My daughter mainly eats vegetarian,1,True
e16f233f154de5f7,Social contacts avoid beef for animal welfare,1,True
7965eb39cc1b7b97,I eat beef every day,1,True
7965eb39cc1b7b97,I want dietary iron and protein,1,True
7965eb39cc1b7b97,Eating meat is a family habit,1,True
7965eb39cc1b7b97,I was raised to eat meat with meals,1,True
7965eb39cc1b7b97,I want a balanced diet,1,True
7965eb39cc1b7b97,I eat meat in moderation,1,True
7965eb39cc1b7b97,I reduced meat due to cholesterol concerns,1,True
7965eb39cc1b7b97,My partner had high cholesterol levels,1,True
7965eb39cc1b7b97,I want to reduce cholesterol,1,True
7819704fed235622,I am close to being vegetarian,1,True
7819704fed235622,I eat fish and poultry occasionally,1,True
7819704fed235622,I have not eaten red meat in 20 years,1,True
7819704fed235622,I have health concerns,1,True
7819704fed235622,I have high blood pressure,1,True
7819704fed235622,I have high cholesterol,1,True
7819704fed235622,I have had pancreatitis,1,True
7819704fed235622,I believe in ethical treatment of animals,1,True
7819704fed235622,Vegetables are my primary protein source,1,True
c314920d84ff0215,I eat meat four times a week,1,True
c314920d84ff0215,I enjoy the taste of meat,1,True
c314920d84ff0215,I choose less expensive meats more often,1,False
c314920d84ff0215,I have cultural traditions of eating meat,1,True
c314920d84ff0215,My family are all meat eaters,1,True
c314920d84ff0215,My friends are mostly meat eaters,1,True
c314920d84ff0215,Meat substitutes do not taste like real meat,1,True
520db7eff8e356ca,I eat meat almost every day,1,True
520db7eff8e356ca,Eating meat is convenient,1,True
520db7eff8e356ca,Meat is familiar to me,1,True
520db7eff8e356ca,I enjoy eating meat,1,True
520db7eff8e356ca,Meat fits my active lifestyle,1,True
520db7eff8e356ca,Meat is an easy protein source,1,True
520db7eff8e356ca,News about poor meat production conditions,1,False
520db7eff8e356ca,Friends sometimes prefer vegetarian restaurants,1,False
aa0f860caa6662ef,I eat meat daily,1,True
aa0f860caa6662ef,I want to meet protein requirements,1,True
aa0f860caa6662ef,I believe animal protein is necessary,1,True
aa0f860caa6662ef,I enjoy the taste of meat,1,True
aa0f860caa6662ef,Everyone I know eats meat,1,True
aa0f860caa6662ef,I have a sensitivity to beef,1,True
aa0f860caa6662ef,I try to avoid fried and greasy meats,1,True
b06ebcb759ca3ce4,I follow a mostly animal-based diet,1,True
b06ebcb759ca3ce4,I eat meat-based meals daily,1,True
b06ebcb759ca3ce4,Improved health motivates my meat-eating,1,True
b06ebcb759ca3ce4,I feel medical advice about meat is misleading,1,True
b06ebcb759ca3ce4,Friends are interested in ketogenic diets,1,True
b06ebcb759ca3ce4,My diet influences others to eat more meat,1,True
b06ebcb759ca3ce4,No one close is as strict with meat diet,1,True
b88f86ad894a422f,I eat meat,1,True
b88f86ad894a422f,I try to limit red meat,1,True
b88f86ad894a422f,I try to eat healthier,1,True
b88f86ad894a422f,"I choose chicken, turkey, or fish",1,True
b88f86ad894a422f,I want to get enough protein,1,True
b88f86ad894a422f,I cook most meals at home,1,True
b88f86ad894a422f,My husband eats what I cook,1,True
04311d2ad745c4c6,I eat meat several times a week,1,True
04311d2ad745c4c6,I prefer turkey or chicken,1,True
04311d2ad745c4c6,I include meat for nutrients,1,True
04311d2ad745c4c6,I am mindful about nutrition now,1,True
04311d2ad745c4c6,I try plant-based products,1,True
04311d2ad745c4c6,I feel healthier after plant-based meals,1,True
04311d2ad745c4c6,Plant-based foods are filling,1,True
04311d2ad745c4c6,I am not influenced by others,1,True
74ee6a013b1d50b3,I eat meat with almost every meal,1,True
74ee6a013b1d50b3,I like the flavor of meat,1,True
74ee6a013b1d50b3,I prefer meat over other foods,1,True
74ee6a013b1d50b3,I enjoy having steak and ribs,1,True
74ee6a013b1d50b3,All my friends eat meat frequently,1,True
74ee6a013b1d50b3,I have not considered reducing meat consumption,1,True
74ee6a013b1d50b3,I understand environmental and social impacts,1,True
8bcf4a8ef4be7cba,I eat meat occasionally,1,True
8bcf4a8ef4be7cba,I eat chicken once a week,1,True
8bcf4a8ef4be7cba,I eat beef maybe once a month,1,False
8bcf4a8ef4be7cba,I eat pork maybe once a month,1,False
8bcf4a8ef4be7cba,I eat a lot of vegetables,1,True
8bcf4a8ef4be7cba,I care about the price of meat,1,True
8bcf4a8ef4be7cba,I like vegetables,1,True
8bcf4a8ef4be7cba,Health is a reason I eat less meat,1,False
8bcf4a8ef4be7cba,I prefer ethically sourced meat,1,True
8bcf4a8ef4be7cba,My family mostly eats meat like I do,1,True
abe8e3027db90040,I became pescatarian for a year,1,True
abe8e3027db90040,I tried meal kits with vegan options,1,True
abe8e3027db90040,I wanted to try new meal kits,1,True
abe8e3027db90040,I like trying pescatarian and vegetarian meals,1,True
abe8e3027db90040,I currently eat red meat and pork,1,True
abe8e3027db90040,Eating pescatarian helped me gain weight,1,True
abe8e3027db90040,I want to maintain a healthy weight,1,True
abe8e3027db90040,Most social contacts eat all types of meat,1,True
abe8e3027db90040,Some social contacts avoid meat for health reasons,1,True
abe8e3027db90040,I plan to switch diet when working out,1,True
cb76d03be5d6b3ac,I eat meat every evening,1,True
cb76d03be5d6b3ac,I avoid highly processed meats,1,True
cb76d03be5d6b3ac,I avoid pork,1,True
cb76d03be5d6b3ac,I want enough protein,1,True
cb76d03be5d6b3ac,I am concerned about health,1,True
cb76d03be5d6b3ac,I dislike unethical farming,1,True
cb76d03be5d6b3ac,I like the taste of meat,1,True
cb76d03be5d6b3ac,My respect for animals has grown,1,True
cb76d03be5d6b3ac,Doctor warning would make me stop meat,1,True
cb76d03be5d6b3ac,Friends are vegetarian for ethical reasons,1,True
97f6aaf7d17e1706,I eat meat almost daily,1,True
97f6aaf7d17e1706,Meat is my favorite food,1,True
97f6aaf7d17e1706,I enjoy the variety of meat dishes,1,True
97f6aaf7d17e1706,Meat tastes good,1,True
97f6aaf7d17e1706,My family eats meat similarly,1,True
97f6aaf7d17e1706,Eating meat is a habit for my family,1,True
97f6aaf7d17e1706,I am aware of health problems from meat,1,True
97f6aaf7d17e1706,I am aware of environmental issues from meat,1,True
97f6aaf7d17e1706,I am aware meat has low fiber,1,True
ca1edc15c837e28e,I stopped eating meat,1,True
ca1edc15c837e28e,I occasionally eat salmon,1,True
ca1edc15c837e28e,I want to prevent health issues,1,True
ca1edc15c837e28e,I want to maintain a healthy weight,1,True
ca1edc15c837e28e,I feel good avoiding mammal flesh,1,True
ca1edc15c837e28e,I do not want to breed animals for food,1,True
ca1edc15c837e28e,I restarted fish due to financial reasons,1,True
ca1edc15c837e28e,My family stopped preparing meat at home,1,True
ca1edc15c837e28e,There are many tasty meat alternatives,1,True
11e5443a9c9c5d6e,I try to eat less meat,1,True
11e5443a9c9c5d6e,I mostly eat chicken,1,True
11e5443a9c9c5d6e,Red meat makes me feel sleepy,1,True
11e5443a9c9c5d6e,I can eat vegetables for protein,1,True
11e5443a9c9c5d6e,I have diabetes,1,True
11e5443a9c9c5d6e,My family enjoys the taste of meat,1,True
11e5443a9c9c5d6e,Meat is a staple in family dishes,1,True
901b1e68b9a21d2e,I do not plan meatless days,1,True
901b1e68b9a21d2e,Some meals do not need meat,1,True
901b1e68b9a21d2e,I enjoy rice and beans,1,True
901b1e68b9a21d2e,I enjoy the taste of meat,1,True
901b1e68b9a21d2e,Some recipes require meat,1,True
901b1e68b9a21d2e,Friends consider meat essential for meals,1,True
901b1e68b9a21d2e,Meat is part of childhood upbringing,1,True
901b1e68b9a21d2e,Price influences my meat choices,1,True
901b1e68b9a21d2e,I use leftover meat to avoid waste,1,True
62db37d23852862b,I eat less meat than before,1,True
62db37d23852862b,I have health motivations,1,True
62db37d23852862b,I have price concerns,1,True
62db37d23852862b,I enjoy the taste of meat,1,True
62db37d23852862b,I appreciate the texture of meat,1,True
62db37d23852862b,I cook meat at home,1,True
62db37d23852862b,I want to gain weight,1,True
62db37d23852862b,I eat a high protein diet,1,True
fe0757521e1d3e76,I eat meat,1,True
fe0757521e1d3e76,I was raised eating meat,1,True
fe0757521e1d3e76,I try to limit meat consumption,1,True
fe0757521e1d3e76,I am concerned about animal welfare,1,True
fe0757521e1d3e76,I am concerned about climate change,1,True
fe0757521e1d3e76,I am concerned about my health,1,True
fe0757521e1d3e76,My family eats meat regularly,1,True
edc04ff5e481112b,I eat pork and chicken more than beef,1,True
edc04ff5e481112b,I choose food that fits my budget,1,True
edc04ff5e481112b,I choose food that is easy to prepare,1,True
edc04ff5e481112b,I seek nutritional balance,1,True
edc04ff5e481112b,I try to eat diverse meats and vegetables,1,True
edc04ff5e481112b,Social contacts care about cost and nutrition,1,True
edc04ff5e481112b,I am open to trying new meats,1,True
edc04ff5e481112b,Buffet availability increases meat variety,1,True
edc04ff5e481112b,Health concerns reduce meat for some friends,1,True
06a4dd916c731ccf,I try to limit red meat,1,True
06a4dd916c731ccf,I am concerned about heart disease,1,True
06a4dd916c731ccf,I am concerned about diabetes,1,True
06a4dd916c731ccf,I am concerned about cancer,1,True
06a4dd916c731ccf,I am concerned about stroke,1,True
06a4dd916c731ccf,Heart disease runs in my family,1,True
06a4dd916c731ccf,My uncles and father limit red meat,1,True
df3aa70f59b84ff1,I eat a purely plant-based diet,1,False
df3aa70f59b84ff1,I am vegan,1,True
df3aa70f59b84ff1,I want to be health conscious,1,True
df3aa70f59b84ff1,I am concerned about animal welfare,1,True
df3aa70f59b84ff1,I have no interest in eating meat,1,True
df3aa70f59b84ff1,I ensure high protein intake,1,True
df3aa70f59b84ff1,I do not support the animal industry,1,True
cb4fa8f65ecfa814,I eat less red meat,1,True
cb4fa8f65ecfa814,I try to eat less meat,1,True
cb4fa8f65ecfa814,I eat more beans and rice,1,True
cb4fa8f65ecfa814,I believe red meat is unhealthy,1,False
cb4fa8f65ecfa814,I am concerned about sustainability,1,True
cb4fa8f65ecfa814,I read news about food sustainability,1,True
cb4fa8f65ecfa814,My family has not reduced meat consumption,1,True
cb4fa8f65ecfa814,My son is aware of sustainability issues,1,True
9fc1c0064ceb93cd,I have meat-free nights,1,True
9fc1c0064ceb93cd,I want to save money,1,True
9fc1c0064ceb93cd,Meat is very expensive,1,True
9fc1c0064ceb93cd,I eat mostly ground beef and chicken,1,True
9fc1c0064ceb93cd,I have a large family,1,True
9fc1c0064ceb93cd,I want to get enough protein,1,True
9fc1c0064ceb93cd,I want to keep my family full,1,True
9fc1c0064ceb93cd,I sometimes switch to ground turkey,1,True
9fc1c0064ceb93cd,People avoid red meat for health reasons,1,True
bdb2c3e399606ce4,I frequently think about reducing meat consumption,1,True
bdb2c3e399606ce4,I eat mostly chicken,1,True
bdb2c3e399606ce4,I occasionally eat pork or red meat,1,True
bdb2c3e399606ce4,I eat meat for protein,1,True
bdb2c3e399606ce4,I eat meat for flavor,1,True
bdb2c3e399606ce4,Social contacts vary in meat consumption habits,1,True
bdb2c3e399606ce4,Friends encourage reducing red meat intake,1,False
bdb2c3e399606ce4,Exposure to vegetarian recipes through social contacts,1,True
bdb2c3e399606ce4,I have reduced red meat intake over time,1,True
bdb2c3e399606ce4,I am aware of health risks from high meat intake,1,True
61766c21a780a6d9,I love to eat meat,1,True
61766c21a780a6d9,I eat ground turkey and chicken,1,True
61766c21a780a6d9,I choose meat that is inexpensive,1,True
61766c21a780a6d9,I want meat that is nutritious,1,True
61766c21a780a6d9,I prefer filling meat options,1,True
61766c21a780a6d9,I eat catfish for its texture,1,True
61766c21a780a6d9,I stick with my preferences,1,True
61766c21a780a6d9,I am a lifetime meat eater,1,True
333a4e955656276f,I eat meat regularly,1,True
333a4e955656276f,I vary between white and red meat,1,True
333a4e955656276f,I prefer white meat for health reasons,1,False
333a4e955656276f,I am concerned about health effects,1,True
333a4e955656276f,Red meat in moderation is acceptable,1,True
333a4e955656276f,Coronary heart disease risk concerns me,1,True
333a4e955656276f,I am concerned about environmental impact,1,True
333a4e955656276f,Family influences my meat-eating habits,1,True
72148bfd1d0973af,I eat meat for protein,1,True
72148bfd1d0973af,I enjoy eating meat,1,True
72148bfd1d0973af,I eat different types of meat,1,True
72148bfd1d0973af,I eat meat out of habit,1,True
72148bfd1d0973af,I focus on balancing my diet,1,True
72148bfd1d0973af,I eat meat mainly at dinner,1,True
72148bfd1d0973af,My friends and family all eat meat,1,True
bb43950de402cf68,I eat meat without much thought,1,True
bb43950de402cf68,I cook meat regularly at home,1,True
bb43950de402cf68,I prefer to add protein to meals,1,True
bb43950de402cf68,I enjoy the flavor of meat,1,True
bb43950de402cf68,Chicken is a staple in my family,1,True
bb43950de402cf68,I grew up eating chicken frequently,1,True
bb43950de402cf68,Meat adds flavor to meals,1,True
bb43950de402cf68,Meat choice depends on price,1,True
bb43950de402cf68,Someone in my family is vegan,1,True
90a26c5862848d7f,I eat meat two or three days weekly,1,True
90a26c5862848d7f,I buy meat when it is on sale,1,True
90a26c5862848d7f,I aim to reduce meat consumption,1,True
90a26c5862848d7f,I am concerned about environmental impact,1,True
90a26c5862848d7f,I am concerned about animal welfare,1,True
90a26c5862848d7f,I have health concerns about eating meat,1,True
90a26c5862848d7f,I eat meat for protein and athletic performance,1,True
90a26c5862848d7f,My community values eating meat regularly,1,True
90a26c5862848d7f,I grew up in a meat-eating family,1,True
f8610fec106ff80d,I regularly eat bacon at breakfast,1,True
f8610fec106ff80d,I buy fast food burgers and fried chicken,1,True
f8610fec106ff80d,I like the taste of meat,1,True
f8610fec106ff80d,Convenience influences my meal choices,1,True
