Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
9,107,"avoid, pork, beef, eat beef, avoid pork, pork avoid, beef avoid, avoid eating, avoid beef, eat",I avoid fatty meat portions,I avoid big portions of meat,I try to avoid beef,I eat beef occasionally,I avoid eating beef
10,90,"protein, want protein, want, protein want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,I want to consume a lot of protein,I want enough protein,I want to get more protein,I want foods high in protein
11,86,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want to reduce environmental blueprint,I am concerned about the environment,I care about the environment
12,84,"meals, meals meat, include, incomplete, include meat, meat easy, incomplete meat, easy, convenient, meat",Meat makes meals tastier,Meat is easy to cook,I prefer easy-to-cook meats,I include meat in most meals,Meat is usually included in dinners
13,83,"protein, protein meat, meat protein, source, eat meat protein, protein source, high protein, source protein, meat, meat good",I think meat is a complete protein,I eat more protein that is non-meat,White meat is high in protein,Meat has high protein and low carb,Easier to get protein from meat
14,83,"times, eat meat times, week, meat times, week eat, week eat meat, eat meat, weekly eat, weekly eat meat, weekly",I eat meat four or five times weekly,I eat meat 2-4 times a week,I eat meat less than once a week,I eat meat four to five times weekly,I eat meat multiple times a day
15,82,"enjoy eating, enjoy eating meat, enjoy, meat enjoy eating, meat enjoy, eating meat, eating, eating meat enjoy, meat, meat like",I enjoy eating meat,I enjoy eating different kinds of meat,I eat foods I like,I get satisfaction from eating meat,I am obsessed with being a carnivore
16,81,"friends, friends eat, friends eat meat, meat friends, friends family, eat meat friends, friends family eat, family, family friends, eat meat",Most friends eat a lot of meat,Friends or family sometimes restrict meat for health,Most friends have similar meat-eating habits,Most family and friends eat meat,Friends buy fresh meat from local farmers
17,81,"vegetables, plantbased, foods, plantbased meals, plantbased foods, eat plantbased, eat vegetables, vegetable, meals, veggie",One friend eats more fruits and vegetables,I will eat more vegetables if prepared deliciously,I have easy access to fresh vegetables,I enjoy vegetables and salads,I eat more plant-based foods
18,79,"believe, believe meat, health, meat believe, meat, think, nutritious, meat believe meat, meat healthy, health concerns",I have health concerns about meat,I am concerned about health problems from meat,I believe meat provides essential nutrients,I sometimes think about health risks of meat,I believe meat keeps muscles healthy
19,75,"meat regularly eat, eat meat regularly, meat regularly, regularly eat, regularly, eat meat, regularly eat meat, eat, meat eat, meat eat meat",I eat various meats regularly,I am used to eating meat,I have always eaten meat,I eat meat often,I still eat meat at restaurants
20,74,"eat meat day, meat day, day, day eat, meat day eat, day eat meat, eat meat, meat daily, daily, eat meat daily",I eat meat for dinner most days,I eat meat almost every day,I eat meat almost daily,Eating meat is part of my routine,I eat meat daily
21,65,"enjoy taste, enjoy taste meat, enjoy, meat enjoy, taste meat enjoy, meat enjoy taste, taste meat, taste, texture, texture meat",I enjoy the flavor of meat,I enjoy pleasant meat aromas during cooking,I enjoy the taste of meat,People I know enjoy the taste of meat,I enjoy the flavor of some meats
22,61,"ethical, environmental, impact, environmental impact, ethically, farming, concerns, impact meat, environmental impact meat, aware",I prefer grass-fed or ethical meat,I learned about cattle resource use,I am aware of cruelty in the meat industry,I avoid stories about animal welfare in meat,I consider environmental impacts of eating meat
23,59,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, meat grew, eating, raised eating meat, meat grew eating",I was raised eating pork,I grew up eating meat-centered meals,I grew up eating meat,Southern cuisine was central when growing up,I grew up eating a lot of meat
24,59,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, taste meat social, eating meat social",Social contacts are concerned about heart disease,Most social contacts eat meat,Social contacts prefer eating meat,Social contacts eat meat out of habit,Social contacts eat meat similarly
25,59,"eat meat meals, meals eat, meat meals eat, meat meal, eat meat, meals eat meat, eat meat meal, meat meal eat, meal eat, meat meals",I eat smaller portions of meat,I eat meat at most meals,I eat meat for lunch and dinner,I eat meat with every meal,I eat meat with most dinners
26,56,"taste, taste meat, like taste, like taste meat, love taste, love, meat like taste, love taste meat, taste meat love, taste meat like",I dislike the taste of fish,I love the taste of meat,I love eating filet mignon,I like the taste of meat,I like the taste of chicken and fish
27,50,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",People I live with eat meat,Most people around me eat meat,People around me like the taste of meat,Everyone in my life eats meat,People around me eat a lot of meat
