Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
13,79,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,We grew up eating meat,I grew up eating meat regularly,I was exposed to many meat types growing up,I grew up eating a lot of meat
14,71,"vegetables, meals, vegetarian, vegetarian meals, eat vegetables, meatless, eat vegetarian, dishes, enjoy, skip meat",I sometimes eat no meat,I have meatless meals to save money,I eat 'cheat meals' when unprepared,I like exploring meatless dishes,I sometimes have vegetarian meals
15,65,"concerned animal, animal, concerned animal welfare, welfare, animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, farming",I am concerned about animal welfare,I am concerned about animal cruelty,I am skeptical about animal treatment,I have concerns about animal welfare,I thought briefly about animal welfare
16,64,"want, weight, weight want, lose, lose weight, healthy, healthier, lose weight want, want healthier, healthier want",I want to stay healthy,I want to feel healthier,I want a healthier lifestyle,I want to live longer,I want to be healthier
17,63,"enjoy eating, enjoy eating meat, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat love, eating meat love",I enjoy eating meat,I like eating meat,I get satisfaction from eating meat,I enjoy eating venison,I eat wild meats
18,57,"health, concerns, unhealthy, health concerns, meat unhealthy, red meat, red, health concerns red, meat health concerns, concerns red",Health concerns about red meat,I am aware of health risks from high meat intake,I have health concerns about red meat,I am concerned about health problems from meat,Eating meat may cause physical illness
19,56,"diet, balanced, balanced diet, food, mindful, want balanced, variety, choose, want variety, want balanced diet",I am very conscious about my diet,I try to eat more sustainably,I am considering portion control,I am more conscious about my diet,I try to keep a balanced diet
20,52,"meat protein, protein, eat meat protein, protein eat, protein eat meat, meat protein eat, iron, eat meat, eat, eat meat iron",I eat meat for protein and athletic performance,I eat meat for iron,I eat meat for protein,I eat meat for extra protein,I eat meat for protein and iron
21,52,"habit, meat habit, eating meat habit, moderation, eating meat, eating, habit eating, habit eating meat, meat moderation, meateating",I eat meat out of habit,Meat eating is just a habit for my contacts,Eating meat is a habit for me,Eating meat is a habit,Meat-eating is ingrained in our behavior
22,51,"eat meat regularly, regularly, meat regularly, meat regularly eat, regularly eat, regularly eat meat, eat meat, routine, eat, meat routine",I enjoy eating meat regularly,I eat meat regularly,I eat meat to maintain healthy weight,I eat common meat regularly,I eat meat regularly at home
23,51,"dislike, meat dislike, like, dont, dislike taste, taste, like red meat, like red, smell, meat",I dislike the taste of fish,I do not support the animal industry,I am unwilling to butcher cows or pigs,I dislike tofu,I do not eat meat
24,51,"meat easy, easy, convenient, meat convenient, easier, meals meat, meat makes meals, meat easy cook, makes meals, meals",Meat tastes great with meals,Eating meat is easier than vegetarian meals,Meat has appealing texture and seasoning,Meat filled with synthetic chemicals,Meat provides comfort and satisfaction
25,50,"crave, meat crave, crave meat, different, meat crave meat, eat meat crave, eat meat available, crave meat crave, different kinds meat, different kinds",I eat meat when craving it,I crave red meat occasionally,I crave meat during pregnancy,I am obsessed with being a carnivore,I want to eat meat again
26,46,"animal, animals, animal welfare, welfare, care, care animal, care animal welfare, animals care, respect, lives",I prioritize animal welfare,I consider animal intelligence,I am an animal lover,I love animals,I am a big animal lover
27,46,"friends, friends eat, friends eat meat, vegetarian, meat friends, friends enjoy, meals friends, vegetarians, friends vegetarian, friends enjoy eating",My friends include meat in their meals,Vegetarian and vegan friends prompt reflection,My friends eat meat for convenience,I am influenced by friends eating vegetarian meals,I have vegetarian friends
28,44,"day eat, day, meat day eat, day eat meat, meat day, eat meat day, daily, daily eat, meat daily eat, meat daily",I eat meat every day,I eat meat daily,I eat pork sausage daily,I try to eat meat every day,I eat meat-based meals daily
29,44,"buy, grassfed, buy meat, prefer, sale, meat sale, ethically, buy meat sale, try buy, prefer grassfed",I prefer grass-fed or ethical meat,I prefer sourcing meat from local producers,I buy pre-packaged meat for sandwiches,I buy meat when it looks good,I look for meat deals when shopping
30,43,"feel, incomplete, incomplete meat, meat feel, eating, feel meal incomplete, feel meal, feel incomplete, meal incomplete, meal incomplete meat",My son feels unwell without meat,I feel a meal is incomplete without meat,I feel weak without eating meat,I feel sick without protein,I feel less full without eating meat
31,41,"meat feels, feels, eating meat feels, feel, feels normal, meat feels normal, natural, helps, meat helps, normal",Meat fills me up at dinner,Meat helps me gain weight,Eating meat gives me more energy,Meat helps me feel full,I feel better after eating lean meat
32,40,"believe meat, believe, nutritious, necessary, health believe meat, health believe, essential, meat healthy, meat good, think meat",I believe meat is essential for health,I believe meat provides essential nutrients,I believe meat is good for you,I think meat is good for health,I believe meat is nutritious
33,35,"mom, son, daughter, vegetarian, mother, vegetarian daughter, eats, sister, vegan, reasons",My son eats the meals I prepare,My mom encourages eating less meat for health,My mother avoids pork for health reasons,My daughter is vegan,My son is vegan
34,35,"friends, avoid meat, reasons, reasons friends, avoid, meat friends, meat health, contacts avoid, friends avoid, social contacts avoid",Friends reduce meat for environmental reasons,Friends avoid meat for animal welfare reasons,Some social contacts avoid meat for health reasons,Health concerns reduce meat for some friends,Friends encourage reducing red meat intake
35,34,"friends, friends family, family friends, friends family eat, family friends eat, friends eat, friends eat meat, family eat, family eat meat, family",My friends and family like eating meat,My family and friends eat meat with every meal,Family and friends include meat in meals,Most family and friends eat meat,My friends and family eat meat regularly
36,33,"motivated, motivated health, health, motivated health concerns, health concerns, concerns, health concerns motivated, reasons motivated, motivated health reasons, health reasons motivated",I am motivated by health concerns,I work out frequently,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
37,31,"plantbased, plantbased meals, eat plantbased, plantbased foods, balance meat, include plantbased, balance, meals, eat plantbased foods, try plantbased",I believe plant-based is healthier,I find plant-based meals easy and light,I try plant-based products,I feel healthier after plant-based meals,Plant-based foods are filling
38,30,"vegetarian, vegan, benefits, health benefits, tried, tried vegetarian, vegan currently, vegan currently vegetarian, currently vegetarian, vegetarian tried vegetarian",I am a vegetarian,I experience health benefits from veganism,I do vegan activism,I am close to being vegetarian,I am vegan
39,29,"environmental, impact, environmental impact, environmental concerns, impact meat, environmental impact meat, consider environmental, concerns, aware, environmental impact beef",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,I want meat growing to be sustainable,I have environmental concerns about red meat
40,27,"protein meat, protein, source, source protein meat, source protein, meat good, protein meat good, meat good source, good source, good source protein",Meat is an efficient protein source,Meat is a good source of protein,Meat is an easy protein source,I think animal proteins are easy to replace,Meat is a good protein source
41,26,"tradition, eating meat family, family tradition, meat family tradition, meat family, family, tradition eating meat, tradition eating, family tradition eating, traditions",Eating meat is family tradition,Meat is a cultural tradition,Eating meat is a family tradition,Meat is part of family traditions,Traditional family values include eating grilled meat
42,26,"meal eat meat, meat meal eat, meal eat, meat meal, eat meat meal, meal, night, eat meat, meat night, eat meat night",I eat meat at every meal,I have meat every evening with dinner,My social gatherings always include meat,I eat meat with almost every meal,I always eat meat at dinner
