Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
11,81,"health, red meat, red, concerns, health concerns, unhealthy, meat unhealthy, health concerns red, problems, meat health concerns",I am concerned about health problems from meat,I am concerned about meat origins and labeling,Health concerns about red meat,I am concerned about soy and estrogen,I am concerned about meat healthiness
12,81,"wife, husband, partner, prefers, boyfriend, meat wife, eats, meat husband, husband prefers, wife eats",My husband eats less red meat,My husband prefers meals with meat,My wife changed her eating habits with me,I live with my boyfriend,My boyfriend prefers meals with meat
13,79,"meat meals, eat meat meals, meals eat, meals eat meat, meals, eat meat, meat meals eat, eat, include meat, include",I eat meat during dinner meals,I eat meat at most dinners,I eat meat in most meals,I eat meat with most dinners,My typical meals usually include meat
14,74,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,We grew up eating meat,I grew up eating meat regularly,I was exposed to many meat types growing up,I grew up eating a lot of meat
15,74,"times, week, week eat, meat times, eat meat times, weekly, week eat meat, weekly eat, times week eat, times week",I eat beef four or five times weekly,I eat meat a few times a week,I eat meat three days a week,I eat meat about three times a week,I eat meat a few times weekly
16,67,"concerned animal, animal, concerned animal welfare, welfare, animal welfare, animal welfare concerned, welfare concerned, concerned, welfare concerned animal, farming",Concern for animal welfare,I am concerned about animal welfare,I thought briefly about animal welfare,I am aware of animal welfare concerns,I have concerns about animal welfare
17,65,"enjoy eating, enjoy eating meat, meat enjoy eating, enjoy, eating meat enjoy, meat enjoy, eating meat, eating, eating meat love, meat love eating",I enjoy eating meat,I get satisfaction from eating meat,I like eating meat,I enjoy eating venison,I enjoy eating steak
18,61,"cholesterol, concerns, health concerns, health, heart, concerned cholesterol, diabetes, concerned, heart disease, disease",I have health concerns,I have digestive concerns,I have general health concerns,Suspicious smell or appearance discourages me,I have dental problems
19,58,"believe, believe meat, meat feels, eating meat feels, feels, natural, nutritious, normal, meat healthy, necessary",I find meat healthy and nutritious,I believe meat keeps muscles healthy,I believe meat is healthy and high protein,I think meat is important for health,I believe meat is essential
20,56,"meat protein, protein, eat meat protein, protein eat, protein eat meat, meat protein eat, iron, eat meat, protein meat, source",I eat meat for nutrients,Meat is my main source of protein,I eat meat for protein,I eat more protein that is non-meat,I choose meat as my protein source
21,51,"animal, animals, welfare, animal welfare, care, care animal, care animal welfare, suffering, suffering care, respect",I prioritize animal welfare,I value humane treatment of animals,I care about animal welfare,I care about animal cruelty,I believe animals should have ethical lives
22,46,"friends, friends eat, friends eat meat, meat friends, meals friends, vegetarians, friends enjoy, vegetarian, friends vegetarian, friends enjoy eating",Most friends eat a lot of meat,My friends often eat meat,My friends eat similar meats,My friends eat meat regularly,My friends are mostly meat eaters
23,46,"eat meat regularly, regularly, meat regularly, regularly eat, meat regularly eat, regularly eat meat, eat meat, routine, eat, meat routine",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat common meat regularly,I eat meat regularly at home
24,45,"feel, incomplete, incomplete meat, meat feel, documentaries, eating, meal incomplete, meal incomplete meat, feel meal incomplete, feel meal",My son feels unwell without meat,I feel guilty eating animals,I feel sick without protein,I sometimes feel self-conscious eating all meats,I feel less full without eating meat
25,45,"contacts, social contacts, social, contacts eat, contacts eat meat, social contacts eat, meat social, meat social contacts, taste meat social, contacts enjoy",Social contacts eat meat similarly,Most social contacts eat meat,Some social contacts eat meat daily,Social contacts vary in meat consumption habits,Exposure to vegetarian recipes through social contacts
26,44,"prefer, chicken, prefer chicken, fish, chicken fish, chicken turkey, turkey, pork, prefer beef, fish prefer",I prefer chicken over beef,I prefer poultry,I prefer turkey or chicken,I prefer chicken and pork to red meat,I prefer ground sirloin
27,44,"day eat, day, meat day eat, day eat meat, meat day, eat meat day, daily, daily eat, meat daily, meat daily eat",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat pork sausage daily,I eat meat every single day
28,41,"home, cook, cook meat, meat available, available, eat meat available, home cook, use, meat home, substitutes",I use smoked sausage when cooking,I cook meat at home,I ensure meat is fully cooked,I use meat substitutes at home,I cook lean meat at home
29,36,"friends, avoid meat, reasons, meat friends, reasons friends, avoid, meat health, contacts avoid, social contacts avoid, friends avoid",Friends reduce meat for ethical reasons,Family and friends eat less red meat,Neighbors with heart issues eat less red meat,Friends and family eat less meat,Friends avoid chemical additives in food
30,35,"people, people eat, people eat meat, meat people, meat people eat, regularly people, meat regularly people, social, meat regularly, eat meat people",People I live with eat meat,People around me like the taste of meat,My social group eats meat regularly,My diet influences others to eat more meat,My social circle prefers red meat
31,35,"motivated, motivated health, health, motivated health concerns, health concerns, concerns motivated, health concerns motivated, concerns, reasons motivated, motivated health reasons",I am motivated by health concerns,I am motivated to have more energy,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
32,33,"environmental, impact, environmental impact, environmental concerns, impact meat, production, environmental impact meat, aware, concerns, meat aware",Environmental concerns about beef production,I am concerned about sustainability of meat,Environmental concerns about eating meat,I have environmental concerns about red meat,I am aware of environmental issues from meat
33,33,"vegetarian, vegan, years, vegetarian vegan, tried, vegetarian 19 years, currently vegetarian, vegetarian vegan 20, diet vegetarian, vegan currently vegetarian",I am a vegetarian,I went vegan in 2018,I do vegan activism,I am close to being vegetarian,I am vegan
34,31,"habit, meat habit, eating meat habit, eating meat, eating, habit eating meat, habit eating, animals eating meat, animals eating, eat meat habit",Learning about health shaped my meat habits,My religious beliefs influence meat choices,Eating meat is a habit for me,I eat meat out of habit,I eat meat without much thought
35,30,"community, know eats, know eats meat, know, eats meat, eats, common community, common, meateating, meat eating",Meat-eating is the norm around me,Eating meat is a social norm around me,My community values eating meat regularly,Everyone I know eats meat,Meat eating is normal in my community
36,29,"concerned health, concerned health concerned, health concerned, health concerned health, concerned, health, effects concerned health, effects concerned, health concerned cancer, health effects concerned",I am concerned about cancer risk,I am concerned about health,I am concerned about my health,I am concerned about cancer,I am concerned about stroke
37,29,"crave, meat crave, crave meat, meat crave meat, crave meat crave, eat meat crave, addicted, feel addicted, obsessed, crave crave",I eat meat when craving it,I sometimes crave steak or hamburger,I crave meat,I crave meat more during holidays,I crave steak and chicken
38,28,"eat beef, eat meat twice, daily eat, day eat, day, meat twice, twice, daily, meat twice daily, twice daily",I eat beef given by others,I eat meat once or twice daily,I eat meat at least once daily,I eat lean beef to reduce fat,I eat meat 1-2 times a day
39,28,"feel, helps, meat helps, energy, meat fills, fills, gives, meat gives, gives energy, helps feel",Meat fills me up at dinner,I feel energized after eating a burger,Improved health motivates my meat-eating,Eating meat gives me more energy,Meat helps me feel full
40,27,"meat meal, meat meal eat, meal eat meat, meal eat, eat meat meal, meal, night, eat meat, eat meat night, meat night",I eat meat at every meal,I have meat every evening with dinner,My social gatherings always include meat,I eat meat with almost every meal,I eat meat every evening
41,27,"tradition, family tradition, eating meat family, meat family tradition, meat family, family, tradition eating, tradition eating meat, family tradition eating, traditions",Eating meat is family tradition,Meat is a cultural tradition,Eating meat is a family tradition,Meat is part of family traditions,Traditional family values include eating grilled meat
42,26,"choose, meats, leaner, different, lean, lean meats, different kinds meat, different kinds, choose leaner, kinds",I eat leaner meats over red meat,I change meats when bored with one type,I like eating different kinds of meat,I enjoy the variety of meat dishes,I vary between white and red meat
43,25,"love taste, love, meat love taste, love taste meat, taste meat love, meat love, taste, taste meat, filet mignon, mignon",I love the flavor of meat,I love the taste of meat,I love the taste of red meat,I love eating filet mignon,My favorite meal is filet Mignon
