Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
10,78,"protein meat, meat easy, easy, protein, source, good, easier, source protein, meat good, meat",Meat tastes great with meals,Meat is easy to prepare,Meat goes well with foods like pasta or rice,Meat is convenient,Meat makes meals easier to eat and enjoyable
11,76,"dislike, rarely, rarely eat, meat dislike, dont, like, avoid meat, dislike taste, meat, beef",I rarely discuss meat-eating habits socially,I do not want to breed animals for food,I do not support the animal industry,I prefer not to eat meat,I try not to eat meat every day
12,76,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, wife eats, husband prefers",My husband eats less red meat,My wife cannot tolerate beef,My wife suggests eating less meat,My wife avoids red meat,My husband loves steak and pork
13,75,"times, week eat, week, meat times, eat meat times, weekly, week eat meat, weekly eat, times week eat, times week",I eat beef four or five times weekly,I eat meat a few times a week,I eat meat three or four times a week,I eat meat three times a week,I eat meat multiple times a week
14,75,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,We grew up eating meat,I grew up eating meat regularly,I was exposed to many meat types growing up,I grew up eating a lot of meat
15,65,"concerned animal, animal, concerned animal welfare, welfare, animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, factory",I am concerned about animal welfare,I thought briefly about animal welfare,I am concerned about animal cruelty,I am skeptical about animal treatment,I am aware of animal welfare concerns
16,58,"buy, buy meat, sale, grassfed, meat sale, seek, organic, cheap, affordable, meat affordable",I try to find meat on sale,"I try to buy grass-fed, local meat",I seek natural and organic foods,I buy meat at the store,I stock up on meat when discounted
17,57,"avoid, avoid eating, pork avoid, pork, meat avoid, avoid red meat, avoid red, pork avoid eating, red meat avoid, avoid eating red",I avoid red meat and pork,I avoid big portions of meat,I avoid eating dark meat,I avoid eating red meat,I avoid beef and pork
18,56,"vegetarian, want reduce, vegan, cholesterol, years, want, reduce, lower, lower cholesterol, want reduce cholesterol",I tried being vegetarian,I have autism,I am Native American,I am vegetarian,I am an omnivore
19,56,"meat meals, meals eat meat, eat meat meals, meals eat, meat meals eat, meals, eat meat, include meat, include, dinner",I eat meat with most dinners,I eat meat in most meals,I eat meat most meals,I eat meat during dinner meals,I eat meat at most meals
20,55,"meat protein, protein, eat meat protein, protein eat, protein eat meat, meat protein eat, iron, eat meat, protein meat, source",I eat meat for protein,I eat beef for high protein,I focus on meat for protein,I choose meat for protein,Meat is my main source of protein
21,55,"want, healthy, weight want, healthier want, healthier, want healthier, weight, healthy want, want healthy, want healthier want",I want to be healthier,I want to cleanse and fast,I want to be healthy,I want to be as healthy as possible,I want to live longer
22,55,"enjoy eating, enjoy eating meat, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, eating meat like, meat like",I enjoy eating meat,I like eating meat,I get satisfaction from eating meat,I enjoy being a vegetarian,I enjoy eating venison
23,50,"animal, animals, welfare, animal welfare, care, care animal, care animal welfare, rights, animal rights, animals care",I care about animals,I value humane treatment of animals,I care about animal welfare,I am an animal lover,I love animals
24,49,"meat feels, feels, eating meat feels, feel, natural, normal, eating meat, meat feels normal, feels normal, eating",Meat fills me up at dinner,Meat helps me stay full,Eating meat gives me more energy,Meat helps me feel full,Meat is filling for me
25,47,"habit, meat habit, eating meat habit, eating meat, eating, habit eating, habit eating meat, meateating, meat habit eating, animals eating meat",Eating meat helps me avoid snacking,I think about my meat consumption,I visualize animals when eating meat,I consider my meat consumption average,I eat meat out of habit
26,47,"feel, incomplete, incomplete meat, meat feel, feel meal incomplete, meal incomplete, meal incomplete meat, feel incomplete, feel meal, eating",My son feels unwell without meat,I feel guilty eating animals,I feel weak without eating meat,I feel sick without protein,I feel less full without eating meat
27,46,"eat meat regularly, meat regularly, regularly, meat regularly eat, regularly eat, regularly eat meat, eat meat, routine, eat, meat routine",I enjoy eating meat regularly,I eat common meat regularly,I eat meat regularly,I eat meat often,I eat meat regularly at home
28,45,"health, concerns, health concerns, meat concerned, health concerns red, meat health concerns, concerns red, concerns red meat, concerned, meat health",Health concerns about red meat,Uncertainty about what meat is good for you,I have health concerns about red meat,I am concerned about antibiotics in meat,I feel medical advice about meat is misleading
29,44,"day eat, day eat meat, day, meat day eat, meat day, eat meat day, daily eat, daily, meat daily eat, meat daily",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat some kind of meat daily,I try to eat meat every day
30,41,"believe, believe meat, nutritious, meat healthy, necessary, nutritious believe, essential, nutritious believe meat, healthy, health",I believe meat is essential for health,I believe meat is healthy,I think meat is good for health,I believe meat is good for you,I believe meat provides essential nutrients
31,39,"unhealthy, meat unhealthy, red meat, red, red meat unhealthy, feel unwell, unwell, digestive, think, red meat makes",Meat gets tiring when eaten too much,I think eating a lot of meat is unhealthy,I realize meat is not always healthy,I think red meat uses too many resources,I believe red meat is unhealthy
32,35,"chicken, healthier, chicken enjoy, healthier chicken, chicken healthier, chickens, versatile, taste chicken, fried chicken, chicken turkey",I enjoy taste of chicken,We raise chickens for eggs and meat,I think chicken and turkey are healthier,I believe grilled chicken is healthier,I buy fast food burgers and fried chicken
33,34,"motivated, motivated health, health, motivated health concerns, health concerns, concerns, concerns motivated, health reasons motivated, health concerns motivated, motivated health reasons",I am motivated by health concerns,I care about my health,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
34,34,"diet, balanced diet, balanced, mindful, diet try, diet try eat, want balanced diet, balance, portion, want balanced",I want to eat healthier and add variety,I want a balanced diet,I try to eat more sustainably,I aim for dietary balance,"We focus on a varied, balanced diet"
35,33,"environmental, impact, environmental impact, environmental concerns, impact meat, production, environmental impact meat, aware, concerns, consider environmental",Environmental concerns about beef production,I care about environmental impact of meat sourcing,Environmental concerns about eating meat,I want meat growing to be sustainable,I have environmental concerns about red meat
36,29,"avoid, meats avoid, processed, avoid processed, meats, processed meats, processed meats avoid, avoid processed meats, avoid fatty, fatty",I avoid processed meats,I avoid fatty meat portions,I avoid highly processed meats,I avoid deli meats,I avoid fatty meat at home
37,29,"tradition, eating meat family, family tradition, meat family tradition, meat family, family, tradition eating meat, tradition eating, traditions, eating meat",Eating meat is family tradition,Meat meals symbolize family and community,Eating meat is a family tradition,Meat is part of family traditions,Traditional family values include eating grilled meat
38,29,"iron, protein, anemic, protein sources, sources, proteins, alternative protein sources, alternative protein, protein meat seek, chronically anemic",I have seen or read about iron effects,Other proteins have more fat and carbohydrates,I want meat with high protein,I want solid protein substitutes for meat,I believe protein can come from alternatives
39,28,"food, choose, foods, value, choices, eat feel like, choose meals, meal choices, right, choose food",I support eating what feels right for you,I eat whatever I am craving,I choose food that is easy to prepare,I value low calorie foods,I choose healthy meals
40,28,"crave, meat crave, crave meat, meat crave meat, crave meat crave, eat meat crave, feel addicted, meat crave crave, obsessed, crave crave",I eat meat when craving it,I believe my body needs meat,I crave meat more during holidays,I crave steak and chicken,I feel addicted to eating meat
41,27,"home, cook, home cook, use, meat home, home cook meat, cook meat, substitutes, home main, home use",I focus on what's available at home,I use meat alternatives like tofu and Gardein,I cook meat by baking or grilling,I buy tofu as meat substitute,I cook most meals at home
42,27,"meat meal, meal eat, meat meal eat, meal eat meat, eat meat meal, meal, night, eat meat, eat meat night, meat night",I eat meat at every meal,I have meat every evening with dinner,I eat meat with almost every meal,I eat meat every evening,I always eat meat at dinner
43,26,"occasionally, occasionally eat, meat occasionally, portions, meat occasionally eat, eat beef, eat meat occasionally, small, portions meat, eat",I eat red meat occasionally,I eat beef given by others,I still consume red meat,I eat beef sometimes,I eat meat occasionally
44,26,"choose, leaner, different kinds, different kinds meat, choose leaner, eat meat available, different, kinds meat, kinds, meat choose",I eat leaner meats over red meat,I eat meat when it's available,I eat more lean meats to be healthy,I like eating different kinds of meat,I enjoy the variety of meat dishes
45,25,"love taste, love, meat love, meat love taste, love taste meat, taste meat love, taste, taste meat, filet mignon, filet mignon love",I love the flavor of meat,I love the taste of meat,I love the taste of red meat,I love eating filet mignon,My favorite meal is filet Mignon
