Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
36,38,"meat daily, eat meat daily, meat daily eat, daily, daily eat, daily eat meat, eat meat, meat day eat, eat meat day, meat day",I eat meat almost every day,I eat meat daily,I eat meat almost daily,I eat some kind of meat daily,I eat a lot of meat daily
37,36,"vegetables, eat vegetables, vegetable, salads, fruits vegetables, fruits, vegetable dishes, vegetables eat, dishes, enjoy vegetables",I want lighter or more vegetable meals sometimes,I dislike vegetables,I include vegetables for health,I eat a lot of vegetables,I like vegetables
38,35,"ethical, ethically, farming, ethically sourced, ethically sourced meat, sourced, sourced meat, grassfed, prefer grassfed, factory farming",I have no moral issues eating meat,I have ethical concerns about meat,I am concerned about factory farming ethics,I seek ethically sourced meat,I do not worry about ethics
39,32,"environmental, environmental impact, impact, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, impact concerned environmental, concerned, environmental impact want",I am concerned about environmental impact,I understand environmental and social impacts,I am curious about environmental impact,I want to reduce environmental impact,I am concerned about food processing and pollution
40,29,"plantbased, plantbased meals, plantbased foods, eat plantbased, foods, try plantbased, eat plantbased foods, include plantbased, meals, eats plantbased",I believe plant-based is healthier,I want to try more plant-based recipes,I try plant-based products,I feel healthier after plant-based meals,I eat a purely plant-based diet
41,29,"want, healthier want, healthy, want healthier, want healthy, healthier, want healthier want, healthy want, stay healthy, want stay healthy",I want to stay healthy,I want to be healthy and live long,I want to have energy for work,I want to improve my health,I want to be health conscious
42,29,"cholesterol, cholesterol want, concerned cholesterol, blood, lower, want reduce, lower cholesterol, cholesterol concerned, cholesterol concerned cholesterol, want reduce cholesterol",I want to improve cholesterol and blood work,My spouse had elevated cholesterol,I want to reduce cholesterol,I have high blood pressure,I have high cholesterol
43,28,"environmental, impact, environmental impact, environmental impact meat, impact meat, environmental concerns, consider environmental, aware, meat aware, sustainability",I am concerned about sustainability of meat,I have doubts about meat's climate impact,Negative information on beef is viewed as political,Environmental concerns about eating meat,I am aware of environmental issues from meat
44,28,"believe meat, believe, nutritious, meat healthy, health believe, health believe meat, meat nutritious, healthy, nutritious believe, think meat",I believe meat is necessary for health,I believe meat is important for health,I realize meat is not always healthy,I believe beef is nutritious,Meat fits my active lifestyle
45,28,"eat meat day, day, meat day, day eat, day eat meat, meat day eat, eat meat, night, eat, night eat meat",I eat meat every day,I eat meat every night for dinner,I eat meat most nights,I eat meat for dinner every night,I eat meat every night
46,27,"beef, avoid beef, avoid, avoid buying beef, avoid buying, food allergies, beef like, buying beef, try avoid beef, food",I try to avoid beef,I do not like seeing undercooked meat,I have food allergies,I avoid beef,I have a sensitivity to beef
