Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
17,49,"feel, incomplete, incomplete meat, documentaries, meat feel, feel incomplete, feel meal, meal incomplete, meal incomplete meat, feel meal incomplete",My son feels unwell without meat,I feel a meal is incomplete without meat,Meals feel incomplete without meat,I feel weak without eating meat,I feel sick without protein
18,49,"animals, animal, welfare, animal welfare, care, care animal, care animal welfare, suffering, animal suffering, suffering care",I care about animals,I care about animal welfare,I am a big animal lover,I want animals to have decent lives,I am an animal welfare advocate
19,48,"friends, reasons, avoid meat, meat health, avoid, reasons friends, meat health reasons, health reasons, family, social contacts avoid",Friends or family sometimes restrict meat for health,Some friends and family avoid meat for health,Friends avoid meat for animal welfare reasons,Friends reduce meat for environmental reasons,Friends reduce meat for ethical reasons
20,48,"cholesterol, concerns, health concerns, concerned cholesterol, health, diabetes, high, blood pressure, concerns health, high blood pressure",I have health concerns,I have general health concerns,I work in the medical profession,I have had pancreatitis,I want to prevent health issues
21,47,"vegetables, vegetarian meals, vegetarian, eat vegetables, meals, eat vegetarian, trying, enjoy, think vegetables, vegetables eat",I think vegetables are more delicious,Some days I eat vegetarian meals,I eat more vegetables now,I enjoy veggie burgers,I sometimes try vegan or vegetarian meals
22,47,"meat protein, protein, eat meat protein, protein eat, protein eat meat, meat protein eat, protein meat, eat meat, source, meat protein meat",I can eat vegetables for protein,I eat meat for protein,I focus on meat for protein,I eat more meat to build muscle,I eat meat for nutrients
23,47,"reduce, reducing, reduce meat, consumption, reducing meat, reduce meat consumption, considered, meat consumption, try reduce, want eat meat",I focus on reducing meat consumption,I want to eat less meat,I would like to eat less meat,I aim to reduce meat consumption,I am reducing animal product consumption
24,45,"want, healthier, healthy, want healthier, healthier want, want healthy, healthy want, want stay, stay, stay healthy",I want to be healthy,I want to improve my digestion,I want to be as healthy as possible,I want better blood work numbers,I want to feel healthier
25,44,"cut, reduced, meat reduced, cut red, cut red meat, red meat, red, stopped, stopped eating, reduced meat",I have reduced red meat consumption,I am hoping to cut out red meat completely,I have reduced meat eating over time,I cut out red meat for cholesterol,I try to reduce red meat
26,42,"taste meat enjoy, enjoy taste meat, meat enjoy taste, enjoy taste, meat enjoy, taste meat, taste, enjoy, meat, ribs enjoy taste",I enjoy the taste of meat,I enjoy the protein in meat,I enjoy having steak and ribs,,
27,42,"diet, balanced, balanced diet, mindful, want balanced, variety, diet want, want balanced diet, want variety, variety diet",I am very conscious about my diet,I try to keep a balanced diet,I try to have some balance,"I want a balanced, healthy diet",I am more mindful about portion sizes
28,40,"eat red, eat red meat, meat eat, red meat eat, eat, red meat, red, meat eat red, eat beef, used eat",I eat red meat less frequently,I eat less red meat,I eat more poultry and less pork,Morning sickness made me eat less meat,I have reduced interest in eating meat
29,40,"vegetarian, vegan, years, lost, vegetarian vegan, health benefits, benefits, tried, vegetarian 19, diet vegetarian",I am a vegetarian,I have tried vegetarian diets,I became vegetarian,I wish I could be vegetarian,I was vegan or vegetarian for years
30,40,"concerned health, health concerned, concerned health concerned, concerned, health concerned health, health, heart, heart disease, disease, family concerned health",My husband has health concerns,I am concerned about my health,I am concerned about health,I am concerned about cancer,I am concerned about stroke
31,39,"day eat, meat day eat, day eat meat, eat meat day, day, meat day, daily eat, meat daily eat, daily eat meat, daily",I eat meat every day,I eat a lot of meat daily,I eat meat daily,I used to eat meat daily,I eat meat-based meals daily
32,39,"eat meat meals, meals eat meat, meat meals eat, meals eat, meat meals, eat meat, meals, dinner, dinner eat meat, eat",I eat meat for dinner most days,I eat meat at most meals,I eat meat mainly at dinner,I eat meat most days,I eat meat for most meals
33,37,"habit, meat habit, eating meat habit, routine, habit eating meat, habit eating, eating meat, meat habit eating, meat routine, eating",I am comfortable with my meat routine,Meat-eating is ingrained in my lifestyle,Meat fits my daily routine,Meat is part of my routine,I eat meat out of habit
34,36,"love, meat love, love taste, meat love taste, love taste meat, taste meat love, taste, taste meat, love eating, meat love eating",I love the flavor of meat,My favorite meal is filet Mignon,I love the taste of meat,I love eating meat,I love eating red meat
35,36,"plantbased, plantbased meals, balance meat, balance, eat plantbased, plantbased foods, foods, include plantbased, meals, eat plantbased foods",I believe plant-based is healthier,I consume more plant-based foods,I feel healthier after plant-based meals,Plant-based foods are filling,I eat a purely plant-based diet
36,36,"grew, grew eating, grew eating meat, meat grew, meat grew eating, eaten, eaten meat, eating meat grew, eating meat, eating",I grew up eating meat regularly,I grew up eating meat,I grew up in a meat-eating family,I grew up eating a lot of red meat,I learned meat-eating from childhood
37,35,"meat regularly eat, regularly eat, regularly eat meat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat eat meat, eater eat meat",I eat meat regularly,I regularly eat meat,I eat meat often,I enjoy eating meat regularly,I am a regular meat eater
38,34,"motivated, motivated health, motivated health concerns, health, health concerns, health concerns motivated, concerns motivated, concerns, reasons motivated, motivated health reasons",I am motivated by health concerns,I am motivated to have more energy,My family is motivated by health and age,I have health motivations,I am motivated by health
39,33,"environmental, impact, environmental impact, environmental concerns, impact meat, production, environmental impact meat, concerns, consider environmental, cattle",Environmental concerns about beef production,I learned about cattle resource use,Environmental concerns about eating meat,I have environmental concerns about red meat,I am aware of environmental issues from meat
40,31,"avoid, meats avoid, processed, avoid processed, meats, processed meats, avoid processed meats, processed meats avoid, avoid fatty, meat avoid",I avoid processed meats,I avoid greasy meats,I avoid highly processed meats,I avoid fatty meat at home,I avoid highly processed deli meats
41,31,"iron, protein, anemic, protein sources, sources, proteins, want protein meat, alternative protein sources, anemic want, alternative protein",I have seen or read about iron effects,My child is anemic,I want meat with high protein,I want solid protein substitutes for meat,I believe protein can come from alternatives
42,31,"occasionally, occasionally eat, eat beef, meat occasionally, beef, occasionally eat meat, eat, meat occasionally eat, occasionally eat beef, holidays",I eat red meat occasionally,I eat meat occasionally,I always have a freezer full of beef,I eat beef sometimes,I eat beef every day
43,30,"raised, raised eating, raised eating meat, meat raised, meat raised eating, eating meat raised, eating meat, eating, taught, brought",I was raised vegetarian,I was raised eating meat,I was raised to eat meat with meals,Eating meat is part of my upbringing,I was raised on a ranch
44,30,"meat meal eat, meal eat, meat meal, eat meat meal, meal eat meat, meal, night, eat meat night, meat night, eat meat",I eat meat at every meal,I have meat every evening with dinner,My social gatherings always include meat,I eat meat with almost every meal,I eat meat every evening
45,30,"community, common, common community, gatherings, community community, social gatherings, meateating, meat eating, meateating common, meat community",Meat-eating is the norm around me,Eating meat is a social norm around me,Meat meals bring people together,Social gatherings often include meat,Meat eating is normal in my community
46,29,"tradition, eating meat family, family tradition, meat family tradition, meat family, family, tradition eating, tradition eating meat, traditions, eating meat",Eating meat is family tradition,Meat is a cultural tradition,Eating meat is a family tradition,Meat is part of family traditions,Traditional family values include eating grilled meat
47,29,"friends, know eats, friends family, know eats meat, friends family eat, know, family eat meat, meat friends family, family eat, meat family friends",My friends and family like eating meat,All my friends eat meat,All my friends eat meat frequently,My friends and family all eat meat,Everyone I know eats meat
48,29,"energy, feel, meat helps, helps, meat fills, energy meat, fills, gives, feel meat, meat gives",Meat fills me up at dinner,Eating meat keeps me full and feeling better,Eating meat gives me more energy,Meat helps me feel full,I feel better after eating lean meat
49,27,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, taste meat prefer, meat prefer",I like the taste of meat,I eat meat for taste,Taste motivates me to eat meat,I prefer the taste of meat,I like how meat tastes
50,27,"protein meat, protein, source, source protein meat, source protein, meat good, meat good source, good source, meat high protein, good source protein",Meat is an efficient protein source,Meat is a good source of protein,Meat is an easy protein source,Protein focus among young adults,Meat is a good protein source
51,27,"limit, try limit, limit meat, limit red meat, limit red, try limit meat, try, consumption, meat consumption, red meat consumption",I try to limit my meat consumption,I was advised to limit protein,I try to limit red meat,I try to limit meat consumption,I try to limit meat to once daily
52,27,"meatless, meals, skip, skip meat, meatless meals, meals meat, meat meatless, enjoy meals meat, skip meat meals, meals meat meatless",I sometimes eat no meat,I like exploring meatless dishes,Sometimes I eat meals without meat,I have meatless meals to save money,I sometimes skip meat to eat lighter
53,25,"weight, weight want, lose, lose weight, lose weight want, want lose, want, weight want lose, want lose weight, trying lose",I want to avoid weight gain,I want to regulate my weight,I want to lose or maintain weight,I want to maintain a healthy weight,I want to gain weight
