Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
12,89,"diet, food, balanced, balanced diet, picky, variety, picky eater, mindful, foods, want balanced",I am very conscious about my diet,I eat foods I like,I like variety in my food,I like variety in my diet,Convenience motivates my food choices
13,88,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environment concerned, impact concerned, environmental impact concerned",I am concerned about environmental impact,I hear about environmental impact in the news,I am concerned about the environment,I am concerned about environmental impacts,I am cautious of the environment
14,86,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I enjoy having steak and ribs,I like clean meats,I like how meat tastes
15,82,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, husband prefers, wife eats",My wife avoids red meat,My husband expects meat in every meal,My wife prefers red meat,My wife suggests eating less meat,My husband loves steak and pork
16,79,"grew, grew eating, raised, grew eating meat, raised eating, raised eating meat, meat grew, eating, eating meat, meat grew eating",I grew up eating meat at meals,I was exposed to many meat types growing up,I grew up eating meat regularly,I grew up eating meat,I grew up eating fresh farm meat
17,75,"health, red meat, red, concerns, health concerns, unhealthy, meat unhealthy, health concerns red, meat health concerns, problems",I am concerned about meat fat content,I am aware of health problems from meat,I have health concerns about meat,Health concerns about red meat,Red meat causes health complications for me
18,65,"social, contacts, social contacts, meat social, meat social contacts, contacts eat, contacts eat meat, social contacts eat, taste meat social, circle",Social contacts eat meat similarly,Social contacts find meat nutritious,My social contacts enjoy the taste of meat,Most close contacts eat meat,Most social contacts eat meat
19,63,"enjoy eating, enjoy eating meat, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat love eating, eating meat love",I enjoy eating meat,I like eating meat,I enjoy eating venison,I get satisfaction from eating meat,I enjoy eating sushi
20,62,"concerned animal, animal, concerned animal welfare, animal welfare, welfare, welfare concerned, animal welfare concerned, concerned, welfare concerned animal, factory",I am concerned about animal welfare,I am aware of animal welfare concerns,Concern for animal welfare,I have concerns about animal welfare,I thought briefly about animal welfare
21,62,"want, weight want, weight, lose, lose weight, lose weight want, healthy, want lose, want healthier, healthier want",I want to stay healthy,I want to feel healthier,I want a healthier lifestyle,I want to live longer,I want to be healthier
22,57,"animal, animals, welfare, animal welfare, care, care animal, care animal welfare, animal suffering, suffering, rights",I care about animals,I respect animal lives,I consider animal intelligence,I have a principle about animal killing,I care about animal welfare
23,53,"meat protein, protein, eat meat protein, protein eat, protein eat meat, meat protein eat, iron, eat meat, eat, protein meat",I eat meat for vitamins like B12,I eat beef for high protein,I eat meat for protein,Meat supports my strength training,I eat meat for protein and iron
24,46,"friends, friends eat, friends eat meat, meat friends, vegetarian, friends enjoy, meals friends, vegetarians, meat friends eat, vegan friends",My friends eat meat for convenience,Friends require ethically sourced meat,I am influenced by friends eating vegetarian meals,I have vegetarian friends,I provide meatfree meals to friends
25,44,"eat meat regularly, regularly, meat regularly, meat regularly eat, regularly eat, regularly eat meat, eat meat, eat, meat, meat routine",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat meat regularly at home,I am a regular meat eater
26,44,"day eat, day, meat day eat, day eat meat, meat day, eat meat day, daily, daily eat, meat daily, meat daily eat",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat meat every single day,I eat a lot of meat daily
27,42,"community, friends, friends family, friends family eat, family eat meat, family eat, friends eat, common, family friends, family",My friends and family like eating meat,My family and friends eat a lot of meat,My friends and family all eat meat,Meat is culturally accepted by my social contacts,Meat meals bring people together
28,40,"believe meat, believe, nutritious, necessary, health believe meat, health believe, essential, meat healthy, meat good, think meat",I believe meat is essential for health,I believe meat is healthy and high protein,I believe meat is healthy,I believe meat is good for you,I believe meat provides essential nutrients
29,40,"habit, meat habit, eating meat habit, habit eating meat, habit eating, eating meat, eating, meateating, meat habit eating, animals eating",Eating meat helps me avoid snacking,Eating meat is a traditional habit for me,Habit and tradition encourage meat-eating,I eat meat out of habit,Eating meat is a habit for me
30,35,"feel, helps, meat helps, energy, energy meat, meat fills, fills, meat gives, gives, feel meat",I feel better when I eat more meat,Meat helps me stay full,I believe meat gives me energy,I eat meat to feel full,Meat fills me up
31,35,"crave, meat crave, crave meat, meat crave meat, crave meat crave, eat meat crave, like eat meat, like eat, meat feel, feel",I eat meat when craving it,I crave filling meat-based dishes sometimes,I crave meat,I crave meat more during holidays,I crave steak and chicken
32,35,"friends, avoid meat, reasons, reasons friends, meat friends, meat health, friends avoid, social contacts avoid, contacts avoid, avoid",Friends reduce meat for environmental reasons,Friends also reduce red meat consumption,Health concerns reduce meat for some friends,Friends encourage reducing red meat intake,Friends and family eat less meat
33,33,"motivated, motivated health, health, motivated health concerns, health concerns, concerns, health concerns motivated, motivated health reasons, concerns motivated, reasons motivated",I am motivated by health concerns,I am motivated by saving money,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
34,33,"environmental, impact, environmental impact, environmental concerns, meat aware, environmental impact meat, impact meat, production, aware, concerns",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,I have environmental concerns about red meat,I am aware of environmental issues from meat
35,33,"mom, son, daughter, vegetarian, mother, vegetarian daughter, eats, reasons, vegetarian son, son vegetarian",My son is vegetarian,My mom eats less meat for health reasons,My daughter eats meat regularly,My mother is health conscious,My child is vegetarian for ethical reasons
36,28,"people, people eat, people eat meat, meat people, meat people eat, eat meat people, meat regularly people, regularly people, eat meat, close",People around me eat meat regularly,Most people around me eat meat,Most people around me are omnivores,My diet influences others to eat more meat,People close to me eat meat occasionally
37,28,"feel, incomplete, incomplete meat, meat feel, meal incomplete meat, meal incomplete, feel meal incomplete, feel meal, feel incomplete, meals feel",My son feels unwell without meat,I feel sick without protein,I feel fatigued without meat,I feel alienated for reducing meat,I miss the taste of red meat
38,27,"vegetarian, vegan, benefits, health benefits, tried, vegetarian tried, currently vegetarian, vegetarian tried vegetarian, vegan currently vegetarian, tried vegetarian",I am a vegetarian,I experience health benefits from veganism,I do vegan activism,I am close to being vegetarian,I am vegan
