Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
16,62,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, rights",I am concerned about animal rights,I am concerned about animal welfare,I consider animal welfare ethical dilemmas,My family is concerned about animal welfare,Social contacts are concerned about animal rights
17,62,"want, healthy, weight want, weight, want healthy, want healthier, healthier want, healthier, stay, healthy want",I want to be healthier,I desire to be healthier,I think moderation is important,I want to feel healthier,I want more longevity
18,62,"expensive, meat expensive, expensive meat, expensive meat expensive, meat prices, prices, meat expensive meat, red meat expensive, high meat, high",Meat for breakfast is expensive,Meat prices are expensive,Ethically-sourced meat is often too expensive,Non-meat alternatives are often expensive,Meat is expensive
19,59,"meat tastes, tastes, convenient, texture meat, texture, good, tastes good, meat convenient, meat tastes good, nutritious",Meat tastes great with meals,I find meat convenient,I think meat is delicious,Meat tastes good to me,I believe meat is nutritious
20,52,"meat health, health, reasons, considered, health reasons, considered eating meat, considered eating, reduce, meat health reasons, want eat meat",I sometimes reduce meat due to health issues,I considered eating less meat after documentaries,I switch to non-meat alternatives when available,Health concerns reduce meat for some friends,People I know reduce meat for health reasons
21,50,"meat meal, meal, eat meat meal, know eats, eaten, eaten meat, know eats meat, know, eating meat regularly, eats meat",I eat meat at every meal,I eat every type of meat,Everyone I know eats a lot of meat,I have meat with every meal,I always include meat in my meals
22,48,"enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, meat enjoy, taste meat, taste, enjoy, taste meat people, meat",I enjoy the taste of meat,Housemates enjoy the taste of meat,People around me like the taste of meat,I enjoy having steak and ribs,People I know enjoy the taste of meat
23,48,"environmental, concerns, impact, health, environmental impact, concerns meat, environmental impact meat, impact meat, meat health concerns, concerned",Environmental concerns about beef production,I have health concerns about processed meat,Eating meat may cause physical illness,I am concerned about health problems from meat,I consider environmental impacts of eating meat
24,47,"week eat, week, times, twice, week eat meat, times week, times week eat, meat twice, eat meat twice, meat times week",I eat beef about twice a week,I rotate meat dinners each week,I eat meat a few times a week,I eat fish once a week,I eat pork maybe once a month
25,45,"times, weekly, meat times, week, times weekly, eat meat times, weekly eat, week eat, meat times weekly, times weekly eat",I eat meat one to three times weekly,I eat red meat two times a week,I limit red meat to once a week,I eat red meat up to twice a week,I eat meat about three times a week
26,44,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, eating meat like, meat like",I enjoy eating meat,I like eating meat,I get satisfaction from eating meat,I enjoy eating steak,I eat meat because it is filling
27,43,"choices, meat choices, influences, price, sourced, ethically sourced, sourced meat, ethically sourced meat, ethically, health",Learning about health shaped my meat habits,My religious beliefs influence meat choices,I try to buy ethically sourced meat,I seek ethically sourced meat,I select meat for health benefits
28,42,"diet, balanced, balanced diet, eat healthier, diet want, want balanced, healthier, healthy, want eat, want",I am very conscious about my diet,I try to eat more sustainably,I want to eat healthy food,"We focus on a varied, balanced diet",I aim for dietary balance
29,41,"meat available, available, eat meat available, eat meat, eat meat crave, meat crave, meat, eat, crave eat, feel like eat",I eat meat when craving it,My social contacts eat meat for nutrition,I buy more meat when it is on sale,I eat meat when I feel like it,I eat meat if I feel like it
30,39,"animals, animal, animal welfare, welfare, care animal welfare, care, care animal, respect, lives, treatment",I prioritize animal welfare,I value animal welfare,I believe animals should have ethical lives,I care about animal welfare,I consider animal intelligence
31,36,"dislike, like, dislike taste, meat dislike, dislikes, taste, meats dont like, meats dont, did, dont like",Pork does not agree with my stomach,I dislike strong meaty flavors,I dislike unethical farming,Negative comments from service workers about not eating meat,I dislike meat substitutes
32,35,"cholesterol, limitations, financial limitations, financial, concerned cholesterol, high, high cholesterol, concerned, cholesterol high, high blood pressure",Doctor required me to watch fat intake,I have financial limitations,I am concerned about cholesterol,I lost significant weight over time,I have high blood pressure
33,33,"hard, getting, trouble, limited, difficult, getting protein, alternatives, difficulty, trouble getting, real",I have difficulty finding protein alternatives,I find it hard to change my diet,It's hard to know what is healthiest,Certain meats do not digest well for me,Good alternatives to red meat are limited
34,31,"grew, grew eating, grew eating meat, meat grew, eating meat grew, meat grew eating, raised eating, raised, meat raised, raised eating meat",I grew up eating meat,I was raised eating meat,I learned meat-eating from childhood,I grew up eating meat-centered meals,I grew up in a meat-eating family
35,31,"unhealthy, meat unhealthy, red meat unhealthy, eating animals, believe red meat, believe red, believe, think, red meat, red",I believe pork is unclean,I believe pork is unhealthy,I struggle morally with eating animals,I feel medical advice about meat is misleading,I believe red meat is unhealthy
36,30,"consumption, meat consumption, reduce meat consumption, reduce meat, limit meat, try limit, limit, consumption try, try limit meat, reduce",I try to limit my meat consumption,I focus on reducing meat consumption,I have thought about reducing meat,Doctor warning would make me stop meat,I try to limit meat consumption
37,29,"choose leaner, leaner, gives, meat gives, increases, energy, meat gives energy, gives energy, choose, meat makes",Travel may require eating more meat,I choose leaner meat options,Meat fits my active lifestyle,My diet influences others to eat more meat,Buffet availability increases meat variety
38,29,"considered, considered reducing meat, reducing meat, considered reducing, meat considered, reducing, influence, meat considered reducing, social contacts influence, contacts influence",My meals are not influenced by others,I do not avoid meat for health reasons,I am not influenced by others,I have not considered reducing meat consumption,My family has not reduced meat consumption
39,28,"meat easy, easy, cheap, meat easy cook, easy cook, easy cook meat, meat easy prepare, cheap meat, easy prepare, meats",Meat is an easy low-carb protein,Meat is easy to cook for everyone,Meat is easy to get at the store,Meat is an easy protein source,I choose meat that is inexpensive
40,28,"want reduce, want, reduce, cholesterol, cholesterol want, lower, reduce environmental, want reduce environmental, cholesterol want reduce, want reduce cholesterol",I want to reduce inflammation,I want to contribute less to climate change,I want to reduce dietary fat,I want to reduce environmental impact,I want to reduce cholesterol
41,28,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat, regularly regular",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat common meat regularly,Meat fits my daily routine
42,26,"avoid, avoid meat, reasons, health reasons, meat health, social contacts avoid, contacts avoid, avoid meat health, health, friends avoid",Some family avoid red meat for health,I avoid red meat for health reasons,Social contacts avoid beef for animal welfare,Some social contacts avoid meat for health reasons,People avoid red meat for health reasons
43,26,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, like meat, meat like meat",I like the taste of meat,I like how meat is prepared,I really like processed meats,I like how filling meat is,I like how meat tastes
44,26,"motivated, live boyfriend, seen, significant, motivates, live, boyfriend, price, similar, tradition",I have seen or read about iron effects,I am motivated by saving money,My partner supports and motivates me,Group outings are seen as special occasions,I am Native American
45,25,"eat pork, vegetarians, eat fish, pork, adventurous, known vegetarians, foods eat meat, food plan meatless, food plan, flavoring chemicals known",I do not eat pork or beef,I do not want plant-based or lab-grown meat,I do not want to breed animals for food,I do not plan meatless days,I have no interest in eating meat
46,25,"tradition, family tradition, meat family tradition, eating meat family, tradition eating meat, tradition eating, meat family, family, family tradition eating, meat cultural",Eating meat is family tradition,Meat eating is a tradition in my community,Eating meat is a family tradition,Meat is part of family traditions,Eating meat is a family habit
