label,key,wave,stance_1,stance_2,polarity,timestamp,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,242bdf6bc5bb0b94,1,I was raised on a farm,I believe too much meat can harm health,negative,2025-12-09T17:27:13.516Z,-1,0,0.0090733342077938,1.0,,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I believe too much meat can harm health,negative,2025-12-09T17:27:20.483Z,0,0,0.2409723557265357,1.0,0.2409723557265357,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,I believe too much meat can harm health,negative,2025-12-09T17:27:23.816Z,1,0,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,2025-12-09T17:27:56.982Z,10,0,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,2025-12-09T17:28:09.649Z,5,0,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,positive,2025-12-09T17:27:38.648Z,2,2,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,positive,2025-12-09T17:27:40.534Z,2,-1,1.0,0.2177814115379027,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,positive,2025-12-09T17:27:43.926Z,0,5,1.0,0.0701652180386792,1.0,0.0701652180386792
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,positive,2025-12-09T17:27:46.556Z,1,9,0.324639898719693,1.0,0.324639898719693,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,positive,2025-12-09T17:27:48.388Z,9,1,1.0,0.1271569641978101,1.0,0.1271569641978101
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,I choose chicken and turkey for health,negative,2025-12-09T17:28:05.342Z,2,2,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I eat lean beef to reduce fat,negative,2025-12-09T17:28:07.300Z,2,-1,1.0,0.2177814115379027,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,I eat meat every day,negative,2025-12-09T17:28:09.648Z,0,5,1.0,0.0701652180386792,1.0,0.0701652180386792
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,Social contacts like the taste of meat,I like the taste of meat,negative,2025-12-09T17:28:11.864Z,1,9,0.324639898719693,1.0,0.324639898719693,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c0ac91fae56c6ec3,1,I like the taste of meat,Those around me eat meat regularly,negative,2025-12-09T17:28:13.118Z,9,1,1.0,0.1271569641978101,1.0,0.1271569641978101
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I eat meat whenever I choose to,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:25.009Z,0,2,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I eat meat whenever I choose to,I eat more chicken and fish now,positive,2025-12-09T17:10:27.011Z,0,2,1.0,0.3768133876124673,1.0,0.3768133876124673
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I eat more chicken and fish now,"I am fond of chicken, turkey, and fish",positive,2025-12-09T17:10:28.557Z,2,2,0.3768133876124673,1.0,0.3768133876124673,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on red meat,positive,2025-12-09T17:10:33.230Z,10,4,1.0,0.0927424937786323,1.0,0.0927424937786323
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I want to improve cholesterol and blood work,I am concerned about my health,positive,2025-12-09T17:10:36.056Z,10,10,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I am concerned about my health,I have tried to cut back on red meat,positive,2025-12-09T17:10:39.086Z,10,4,1.0,0.0927424937786323,1.0,0.0927424937786323
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I have tried to cut back on processed meat,I am concerned about my health,positive,2025-12-09T17:10:41.194Z,4,10,0.0741586014435948,1.0,0.0679131350992007,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I want to improve cholesterol and blood work,I have tried to cut back on processed meat,positive,2025-12-09T17:10:43.797Z,10,4,1.0,0.0741586014435948,1.0,0.0679131350992007
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on red meat,negative,2025-12-09T17:11:10.129Z,-1,4,0.0450600819512648,0.0927424937786323,,0.0927424937786323
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I do not control grocery shopping or meal planning,I have tried to cut back on processed meat,negative,2025-12-09T17:11:17.479Z,-1,4,0.0450600819512648,0.0741586014435948,,0.0679131350992007
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,8f96fa223f234180,1,I want to improve cholesterol and blood work,I do not control grocery shopping or meal planning,negative,2025-12-09T17:11:28.294Z,10,-1,1.0,0.0450600819512648,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,Eating meat is a habit for me,I have always eaten and cooked with meat,positive,2025-12-09T17:31:24.471Z,-1,0,0.1500955270633665,1.0,,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,My parents cooked with meat,positive,2025-12-09T17:31:29.214Z,0,1,1.0,0.607101936542958,1.0,0.607101936542958
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,Eating meat is a habit for me,My parents cooked with meat,positive,2025-12-09T17:31:31.010Z,-1,1,0.1500955270633665,0.607101936542958,,0.607101936542958
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,Eating meat is a habit for me,Most friends and family eat meat,positive,2025-12-09T17:31:32.895Z,-1,1,0.1500955270633665,1.0,,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I have always eaten and cooked with meat,Most friends and family eat meat,positive,2025-12-09T17:31:35.353Z,0,1,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,My parents cooked with meat,Most friends and family eat meat,positive,2025-12-09T17:31:36.760Z,1,1,0.607101936542958,1.0,0.607101936542958,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I get bored with the same meals,I reduce meat when it is expensive,positive,2025-12-09T17:31:42.016Z,0,0,0.1789793352605024,1.0,0.1789793352605024,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I get bored with the same meals,I enjoy the challenge of vegetarian cooking,positive,2025-12-09T17:31:43.370Z,0,7,0.1789793352605024,1.0,0.1789793352605024,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I enjoy the challenge of vegetarian cooking,positive,2025-12-09T17:31:44.679Z,0,7,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,Eating meat feels natural to me,I have always eaten and cooked with meat,positive,2025-12-09T17:31:49.305Z,-1,0,0.1635041491777281,1.0,,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,Eating meat feels natural to me,Eating meat is a habit for me,positive,2025-12-09T17:31:50.631Z,-1,-1,0.1635041491777281,0.1500955270633665,,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,Eating meat is a habit for me,positive,2025-12-09T17:31:56.849Z,5,-1,1.0,0.1500955270633665,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,My parents cooked with meat,positive,2025-12-09T17:31:58.628Z,5,1,1.0,0.607101936542958,1.0,0.607101936542958
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,I have always eaten and cooked with meat,positive,2025-12-09T17:32:01.176Z,5,0,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I eat meat 1-2 times a day,Eating meat feels natural to me,positive,2025-12-09T17:32:02.734Z,5,-1,1.0,0.1635041491777281,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I reduce meat when it is expensive,Eating meat feels natural to me,negative,2025-12-09T17:32:19.797Z,0,-1,1.0,0.1635041491777281,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I have always eaten and cooked with meat,negative,2025-12-09T17:32:22.335Z,0,0,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I reduce meat when it is expensive,My parents cooked with meat,negative,2025-12-09T17:32:26.747Z,0,1,1.0,0.607101936542958,1.0,0.607101936542958
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I reduce meat when it is expensive,Eating meat is a habit for me,negative,2025-12-09T17:32:38.262Z,0,-1,1.0,0.1500955270633665,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I get bored with the same meals,Eating meat is a habit for me,negative,2025-12-09T17:32:49.273Z,0,-1,0.1789793352605024,0.1500955270633665,0.1789793352605024,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I get bored with the same meals,I have always eaten and cooked with meat,negative,2025-12-09T17:32:50.982Z,0,0,0.1789793352605024,1.0,0.1789793352605024,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I get bored with the same meals,Eating meat feels natural to me,negative,2025-12-09T17:32:52.308Z,0,-1,0.1789793352605024,0.1635041491777281,0.1789793352605024,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,Eating meat feels natural to me,negative,2025-12-09T17:32:54.652Z,7,-1,1.0,0.1635041491777281,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,I have always eaten and cooked with meat,negative,2025-12-09T17:32:56.409Z,7,0,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,My parents cooked with meat,negative,2025-12-09T17:32:57.999Z,7,1,1.0,0.607101936542958,1.0,0.607101936542958
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,24e9f4a8dba444ba,1,I reduce meat when it is expensive,I eat meat 1-2 times a day,negative,2025-12-09T17:33:37.660Z,0,5,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,positive,2025-12-09T17:09:57.316Z,0,0,1.0,0.380469374500285,1.0,0.380469374500285
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,I eat mostly chicken,I prefer chicken and fish,positive,2025-12-09T17:10:01.043Z,2,2,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,I eat mostly chicken,I find chicken easier to digest than beef,positive,2025-12-09T17:10:03.556Z,2,2,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,I prefer chicken and fish,I find steak hard to chew,positive,2025-12-09T17:10:09.940Z,2,-1,1.0,0.1369605980860428,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,I prefer chicken and fish,I buy more meat when it is on sale,negative,2025-12-09T17:10:30.202Z,2,0,1.0,0.380469374500285,1.0,0.380469374500285
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I eat mostly chicken,negative,2025-12-09T17:10:33.968Z,2,2,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,I find chicken easier to digest than beef,I find steak hard to chew,negative,2025-12-09T17:10:35.806Z,2,-1,1.0,0.1369605980860428,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,I buy more meat when it is on sale,negative,2025-12-09T17:10:45.337Z,0,0,1.0,0.380469374500285,1.0,0.380469374500285
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c64e457f6d99d425,1,I sometimes choose to cut back on meat,I eat meat when I feel like it,positive,2025-12-09T17:33:32.471Z,4,-1,0.0734021297786006,0.184580950844402,0.0682856357375576,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c64e457f6d99d425,1,Meat consumption is a personal preference,I eat meat when I feel like it,positive,2025-12-09T17:33:39.529Z,0,-1,0.4846005126746291,0.184580950844402,0.4846005126746291,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,c64e457f6d99d425,1,I sometimes choose to cut back on meat,I eat meat when I feel like it,negative,2025-12-09T17:34:08.157Z,4,-1,0.0734021297786006,0.184580950844402,0.0682856357375576,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,0ec83457dd9ad9bb,1,I enjoy eating meat regularly,Meat tastes delicious to me,positive,2025-12-09T17:18:22.856Z,13,0,1.0,0.186024497818638,1.0,0.186024497818638
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,0ec83457dd9ad9bb,1,I crave meat,I enjoy eating meat regularly,positive,2025-12-09T17:18:25.619Z,-1,13,0.1331282426921821,1.0,,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,My friends enjoy eating meat,I enjoy eating meat,positive,2025-12-09T17:19:19.151Z,1,13,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I enjoy eating meat,I eat more meat at gatherings,positive,2025-12-09T17:19:29.316Z,13,0,1.0,0.3626701414620587,1.0,0.3626701414620587
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,My family are big meat eaters,I enjoy eating meat,positive,2025-12-09T17:19:31.880Z,1,13,0.6378964775876765,1.0,0.6378964775876765,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I crave meat more during holidays,I enjoy eating meat,positive,2025-12-09T17:19:34.226Z,-1,13,0.1399328270135747,1.0,,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,My brother reduces meat for health reasons,I crave meat more during holidays,negative,2025-12-09T17:20:10.363Z,0,-1,0.4092846809736079,0.1399328270135747,0.4092846809736079,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,My brother reduces meat for health reasons,I enjoy eating meat,negative,2025-12-09T17:20:13.962Z,0,13,0.4092846809736079,1.0,0.4092846809736079,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,My brother reduces meat for health reasons,My family are big meat eaters,negative,2025-12-09T17:20:16.180Z,0,1,0.4092846809736079,0.6378964775876765,0.4092846809736079,0.6378964775876765
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I eat more meat at gatherings,My brother reduces meat for health reasons,negative,2025-12-09T17:20:21.685Z,0,0,0.3626701414620587,0.4092846809736079,0.3626701414620587,0.4092846809736079
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I want to be healthier,I enjoy eating meat,negative,2025-12-09T17:20:24.662Z,6,13,1.0,1.0,1.0,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I want to be healthier,My family are big meat eaters,negative,2025-12-09T17:20:27.047Z,6,1,1.0,0.6378964775876765,1.0,0.6378964775876765
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I want to be healthier,I crave meat more during holidays,negative,2025-12-09T17:20:30.202Z,6,-1,1.0,0.1399328270135747,1.0,
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,cd254873c8c70b1f,1,I want to be healthier,I eat more meat at gatherings,negative,2025-12-09T17:20:32.638Z,6,0,1.0,0.3626701414620587,1.0,0.3626701414620587
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,I believe meat is essential for health,I eat predominantly meat with each meal,positive,2025-12-09T17:12:51.030Z,0,0,1.0,0.4182777227405159,1.0,0.4182777227405159
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,I believe meat is essential for health,I feel better when I eat more meat,positive,2025-12-09T17:12:53.326Z,0,0,1.0,0.5355147516334892,1.0,0.5355147516334892
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,I eat predominantly meat with each meal,I feel better when I eat more meat,positive,2025-12-09T17:12:55.165Z,0,0,0.4182777227405159,0.5355147516334892,0.4182777227405159,0.5355147516334892
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,Family habits from childhood influence my eating,My family serves meat at meals,positive,2025-12-09T17:12:57.727Z,1,1,0.3841675302098515,0.5295847484984643,0.3841675302098515,0.5295847484984643
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,Family habits from childhood influence my eating,I eat predominantly meat with each meal,positive,2025-12-09T17:13:00.918Z,1,0,0.3841675302098515,0.4182777227405159,0.3841675302098515,0.4182777227405159
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,I follow a low-carb diet,I eat predominantly meat with each meal,positive,2025-12-09T17:13:03.198Z,6,0,0.1578181655921311,0.4182777227405159,0.1578181655921311,0.4182777227405159
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,I follow a low-carb diet,I believe meat is essential for health,positive,2025-12-09T17:13:05.446Z,6,0,0.1578181655921311,1.0,0.1578181655921311,1.0
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,673d057ee91b91d4,1,Family habits from childhood influence my eating,I follow a low-carb diet,negative,2025-12-09T17:13:37.206Z,1,6,0.3841675302098515,0.1578181655921311,0.3841675302098515,0.1578181655921311
09__all-MiniLM-L6-v2__run_20260210_222432_3c9714b4,7cf1b08e24b10350,1,I eat a lot of chicken,Chicken is cheap and convenient,positive,2025-12-09T17:35:30.347Z,2,2,0.3819548037131935,1.0,0.3819548037131935,1.0
