Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
22,46,"choices, meat choices, influences, choices meat, price, influences meat, ethically sourced, ethically sourced meat, sourced, sourced meat",I switch meat types due to cost,I choose meat for quality and health,I try to buy ethically sourced meat,I look for the best meat prices,I seek ethically sourced meat
23,44,"considered, reducing meat, considered reducing meat, considered reducing, reducing, eat pork, influence, meat social contacts, social, contacts influence",My meals are not influenced by others,Social contacts do not influence my choices,I am not influenced by others,I have not considered reducing meat consumption,My family has not reduced meat consumption
24,43,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, eating meat like, meat like",I enjoy eating meat,I get satisfaction from eating meat,I like eating meat,I eat meat because it is filling,I enjoy eating steak
25,42,"family, eats, family eats, meat eaters, eaters, friends, eats meat, family eats meat, meat family eats, meat family",My family eats a variety of meats,Friends and family have varied meat-eating habits,My family are meat eaters,My son and daughter-in-law eat mostly meat,My family and friends all eat meat
26,41,"day eat, day, day eat meat, eat meat day, meat day, meat day eat, eat meat, eat, eat meat daily, daily",I have meat-free days each week,I eat meat every day,I eat meat almost every day,I eat protein every day,I used to eat meat daily
27,41,"concerned environmental, environmental, concerned environmental impact, environmental impact, impact, concerned, impact concerned, environmental impact concerned, concerned environment, environment",I am motivated by environmental concerns,I am concerned about the environment,I am concerned about environmental impact,I hear about environmental impact in the news,I am curious about environmental impact
28,38,"people, meat people, people know, know eat, people know eat, eat meat people, know, know eat meat, meat people know, eat meat",Most social contacts eat meat,Most people around me eat meat,Most people I know eat regular meat,Most people I know eat meat regularly,Most people in my life eat meat
29,38,"meat meal, meal, eat meat meal, meal eat meat, meat meal eat, meal eat, night, eating meat regularly, dinner, meat night",I grew up eating meat regularly,I eat meat at every meal,I ensure meat is fully cooked,I always eat meat at dinner,I was raised eating meat with every meal
30,37,"regularly family, meat regularly family, family eats meat, regularly, eats meat, family, meat regularly, family eats, eats, eats meat regularly",Family meals always include meat,My family eats meat regularly,My family serves meat with every meal,Friends regularly eat meat together,My family eats meat daily
31,36,"people eat, people, people eat meat, eat meat, usually, include meat, include meat people, gatherings, include, holidays",I eat more meat during holidays,Meat fills my family up faster,I eat more meat at gatherings,Social gatherings often include meat,My meals usually include meat
32,35,"consumption, meat consumption, reducing, reducing meat, consumption try, reduce meat consumption, reduce meat, limit meat, try limit, limit",I try to limit my meat consumption,I try to limit beef and pork,I have thought about reducing meat,I have considered reducing pork consumption,Doctor warning would make me stop meat
33,34,"rarely, rarely eat, meat rarely eat, meat rarely, rarely eat meat, rarely eats meat, rarely eats, eat, rarely eat steak, parents rarely",I avoid eating meat four days a week,I rarely discuss meat-eating habits socially,I do not eat meat often,I have not eaten red meat in 20 years,I rarely eat meat
34,34,"meat meals, eat meat meals, meals eat meat, meat meals eat, meals eat, meals, eat meat, eat, include meat meals, include meat",I eat meat with most meals,I eat meat at most meals,Most meals contain meat,I eat meat most days,I include meat in most meals
35,33,"dislike, like, dislikes, dislike taste, pork, taste, meats dont like, meats dont, dont like eating, dont like",I dislike the taste of fish,I dislike how animals are treated,Negative comments from service workers about not eating meat,I did not like pork or beef taste,I dislike tofu
36,31,"grew, grew eating, meat grew, grew eating meat, eating meat grew, meat grew eating, raised eating, raised, meat raised, raised eating meat",I grew up eating meat,I was raised eating meat,I learned meat-eating from childhood,I grew up eating meat at meals,I grew up eating meat-centered meals
37,28,"hard, getting, trouble, getting protein, alternatives, limited, difficulty, trouble getting, real, real meat",It is hard to have a different diet,Limited access to ethical meat sources,Meat substitutes do not taste like real meat,Certain meats do not digest well for me,I think meat is not very healthy
38,27,"want reduce, reduce, want, cholesterol, cholesterol want, lower, lower cholesterol, want reduce environmental, reduce environmental, want reduce cholesterol",I want to reduce inflammation,I want to reduce environmental blueprint,I want to reduce dietary fat,I want to reduce environmental impact,I want to reduce cholesterol
39,27,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat, eat various",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat common meat regularly,I am a regular meat eater
40,26,"avoid, avoid meat, reasons, health reasons, avoid pork, meat health, contacts avoid, social contacts avoid, health, friends avoid",Some family avoid red meat for health,I avoid red meat for health reasons,Social contacts avoid beef for animal welfare,Some social contacts avoid meat for health reasons,People avoid red meat for health reasons
41,26,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, like meat, meat like meat",I like the taste of meat,I like how meat is prepared,I really like processed meats,I like meat,I like how meat tastes
42,25,"care, care environment, environment, sustainability, environmental, environmentally conscious, environment care, aware, care environmental impact, care environmental",I care about sustainability,I am environmentally conscious,I understand environmental and social impacts,I am concerned about sustainability,My son is aware of sustainability issues
