Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
10,78,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I am cautious of the environment,I am concerned about environmental impact,I am concerned about the environment,I am concerned about environmental impacts,I am curious about environmental impact
11,70,"red meat, red, limit red, limit red meat, red meat consumption, cut red meat, cut red, limit, cut, consumption",Red meat is traditional in my culture,I love the taste of red meat,Social contacts eat red meat frequently,My wife prefers red meat,My community eats little red meat
12,69,"meat available, crave, available, eat meat, meat, people eat, crave meat, eat meat available, meat eat meat, meat filling",I eat meat when craving it,People around me eat meat,I eat meat when it is available,I eat meat when I want to,I was brought up eating meat
13,66,"rarely, rarely eat, meat eat, eat, portions, meatless, limit meat eat, meals, eat smaller, meat meatless",I sometimes eat no meat,I rarely eat beef or pork,I eat very little processed meat,I rarely eat pork,I eat small meat portions
14,65,"dislike, like, hard, meat dislike, getting, dislikes, dislike taste, trouble, taste, difficult",I dislike the taste of fish,I do not like the taste of meat,I don't like eating animals,I dislike vegetables,I dislike how animals are treated
15,64,"unhealthy, meat unhealthy, feel, red meat, red, believe, feel guilty, guilty, red meat unhealthy, animals",I believe pork is unclean,Red meat is unhealthy,I believe red meat is hard to digest,I feel guilty eating animals,I think eating a lot of meat is unhealthy
16,61,"consumption, reduce meat, reducing, reduce, meat consumption, reducing meat, meat health, reasons, limit meat, limit",I try to limit my meat consumption,I have thought about reducing meat,I try to reduce meat consumption,I am trying to reduce meat eating,I plan elimination and reintegration diets
17,58,"animal welfare, welfare, animal, concerned animal, concerned animal welfare, welfare concerned, animal welfare concerned, welfare concerned animal, concerned, animal rights",I am concerned about animal rights,Concern for animal welfare,I am concerned about animal welfare,Social contacts are concerned about animal rights,I watch animal welfare documentaries
18,57,"day eat, day, eat meat day, meat day, meat day eat, day eat meat, daily eat, daily, meat daily eat, meat daily",I have meat-free days each week,I eat meat almost every day,I eat one large meal daily,I eat meat every day,I eat protein every day
19,57,"environmental, concerns, impact, meat aware, environmental impact, aware, concerned, health, concerns meat, concerned meat",Environmental concerns about beef production,I have health concerns about beef and pork,I care about environmental impact of meat sourcing,I have acid reflux from some meats,I am concerned about health problems from meat
20,55,"family eats meat, family eats, eats, regularly, eats meat, meat regularly, family, meat regularly family, regularly family, eat meat regularly",Some social contacts eat meat daily,My family eats meat regularly,Friends and family eat meat regularly,My friends and family eat meat regularly,My family eats meat with every meal
21,50,"protein, need, need protein, want, high protein, protein diet, high, protein diet want, protein want, want protein",I believe protein can come from alternatives,I need a source of protein,I seek alternative protein sources,Protein content of alternatives matters to me,Protein is important to me
22,50,"choices, meat choices, influences, important, price, choices meat, sourced, sourced meat, ethically sourced meat, ethically sourced",I consider ethical meat consumption important,Availability influences my meat choices,I choose meat for quality and health,I am health conscious about meat choice,I try to buy ethically sourced meat
23,49,"expensive, meat expensive, expensive meat, prices, expensive meat expensive, meat expensive meat, meat prices, high, red meat expensive, high meat prices",Red meat is expensive,Ethically-sourced meat is often too expensive,Meat is expensive for me,Red meat was expensive growing up,Local meat is too expensive for me
24,49,"enjoys, meat family, family, enjoys eating meat, loves, enjoys eating, eating meat, eating, likes, family enjoys",My husband loves steak and pork,Other family members love the taste of meat,My friends and family like eating meat,My family enjoys eating meat,I enjoy eating meat with my husband
25,48,"enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, taste meat, meat enjoy, taste, enjoy, meat, taste meat people",I enjoy the taste of meat,Housemates enjoy the taste of meat,People around me like the taste of meat,People close to me like meat,I enjoy meat
26,47,"plantbased, vegetables, plantbased foods, eat plantbased, eat vegetables, foods, fish, eat fish, eat, try plantbased",One friend eats more fruits and vegetables,My breakfasts and lunches are plant based,I balance meals with vegetables and salad,I try to eat more vegetables,I am trying to eat more vegetables
27,45,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, eating meat like, meat like",I enjoy eating meat,I like eating meat,I get satisfaction from eating meat,I eat meat because it is filling,I enjoy eating steak
28,40,"eat meat, eat, friends eat, friends, used, meat eat, meat used eat, eat meat used, eat meat eat, meat eat meat",I eat less meat than I used to,I feel socially isolated eating less meat,I eat less beef than I used to,I eat less meat than before,I eat less meat than most people
29,39,"avoid, red, avoid meat, reasons, avoid red, avoid red meat, red meat, avoid eating red, eating red, health reasons",Some family avoid red meat for health,I avoid eating red meat,My wife avoids red meat,Vegetarian friends avoid meat for health,My partner avoids eating red meat
30,37,"want avoid, avoid, try, try avoid, want eat meat, want, considered eating, considered eating meat, meat want, want eat",I would like to eat less meat,I believe humans should eat less meat,I aspire to eat less meat,I have considered eating less meat,I wish I ate less meat
31,35,"diet, balanced, balanced diet, eat healthier, want balanced, healthy, diet want, healthier, want eat, want eat healthier",I am very conscious about my diet,I want to eat healthier and add variety,I want a balanced diet,Friends are interested in ketogenic diets,I try to eat healthier
32,33,"meat meal, eat meat meal, meal, know eats, meal eat, meat meal eat, know eats meat, know, meal eat meat, eats meat",I eat meat at every meal,I eat meat with every meal,Everyone I know eats meat,I ensure meat is fully cooked,I always eat meat at dinner
33,33,"cholesterol, limitations, financial limitations, financial, concerned cholesterol, high, high cholesterol, financial limitations concerned, cholesterol high, limitations concerned cholesterol",Doctor required me to watch fat intake,I have high blood pressure,I have cholesterol concerns,My partner had high cholesterol levels,I have high cholesterol
34,33,"animals, animal, welfare, animal welfare, care animal welfare, care, care animal, respect, lives, treatment",I prioritize animal welfare,I am an animal lover,I prefer animal welfare perspectives,I value animal welfare,I believe in ethical treatment of animals
35,32,"choose leaner, leaner, meat gives, gives, increases, energy, meat makes, gives energy, meat gives energy, makes",Documentaries made me more mindful of meat,I choose leaner cuts of meat,Meat fits my active lifestyle,My diet influences others to eat more meat,Buffet availability increases meat variety
36,31,"regularly eat, meat regularly eat, regularly eat meat, eat meat regularly, regularly, meat regularly, eat meat, eat, regularly eat beef, meat",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat common meat regularly,Meat fits my daily routine
37,31,"grew, grew eating, grew eating meat, meat grew, eating meat grew, meat grew eating, raised eating, raised, raised eating meat, meat raised",I was raised eating pork,I grew up eating meat,I was raised eating meat,I grew up in a meat-eating family,I learned meat-eating from childhood
38,30,"healthy, weight want, want, weight, want healthy, maintain, stay, healthy want, want stay healthy, stay healthy",I want to stay healthy,I want to be healthy and live long,I want to have healthy muscle mass,I want to maintain a healthy weight,I want to gain weight
39,28,"want, healthier want, want healthier, healthier, want healthier want, want feel, improve, want improve, health want, improve health want",I want a clearer mind,I want more longevity,I want to improve my health,I want to feel full and fueled,I want to be health conscious
40,26,"want reduce, reduce, want, cholesterol, cholesterol want, lower, reduce environmental, lower cholesterol, cholesterol want reduce, want reduce environmental",I want to reduce inflammation,I want to contribute less to climate change,I want to reduce dietary fat,I want to reduce environmental impact,I want to reduce cholesterol
41,26,"want protein, protein want, protein want protein, want protein want, protein, want, want iron, want consume protein, getting protein want, consume protein want",I want to get enough protein,I try to get enough protein,I want enough protein,I want to consume enough protein,I want enough protein and nutrients
42,26,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, like meat, meat like meat",I like the taste of meat,I like how meat is prepared,I really like processed meats,I like meat,I like how meat tastes
