Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
26,38,"crave, steak, crave meat, meat crave, eat steak, meat pregnancy, eat meat crave, pregnancy, crave meat eat, crave steak",I eat meat when craving it,Cravings lead to eating more meat,I crave meat during my follicular phase,I eat what I crave,I do not crave steak
27,38,"concerned health, health concerned, concerned health concerned, concerned, health concerned health, health, heart, heart disease, disease, family concerned",I am concerned about my health,I am concerned about health,I am concerned about stroke,I am concerned about health effects,I am concerned about cancer risk
28,38,"meat daily, eat meat daily, daily, meat daily eat, daily eat, daily eat meat, eat meat day, meat day, eat meat, routine",I eat meat daily,I eat meat almost every day,I eat meat almost daily,I eat some kind of meat daily,I eat a lot of meat daily
29,37,"tradition, family tradition, cultural, meat family tradition, eating meat family, culture, family, meat family, traditions, meat cultural",Eating meat is family tradition,Meat is central in my family culture,Meat eating is a tradition in my community,Exposure to different cultures might increase meat eating,Eating meat is cultural in my family
30,37,"ethical, grassfed, ethically, meat ethical, grassfed meat, ethically sourced meat, organic, sourced, sourced meat, ethically sourced",Ethically-sourced meat is often too expensive,I seek USDA Organic and grass-fed meat,I have ethical concerns about meat production,I prefer ethically sourced meat,I have ethical concerns about meat
31,36,"digestive, digestion, issues, digestive issues, stomach, issues digestive, acid, acid reflux, digestive problems, lowcarb diet",Pork and beef upset my stomach,I have difficulty eating properly,I have trouble eating carbohydrates,I have acid reflux from some meats,I have stomach issues
32,36,"include, include meat, meals, include meat meals, meat meals, usually, meals meat, meals include, meat include meat, meals usually include",Meat is the most important part of meals,Meat is usually included in dinners,I include meat for nutrients,I include meat in most meals,I include meat with meals once daily
33,35,"environmental, impact, environmental impact, farming, impact meat, environmental impact meat, environmental concerns, consider environmental, factory farming, factory",Environmental concerns about beef production,I have doubts about meat's climate impact,Environmental concerns about eating meat,I am aware of environmental issues from meat,I am aware of beef’s carbon footprint
34,34,"believe meat, believe, meat healthy, healthy, essential, think, unhealthy, meat unhealthy, provides, meat provides",I believe nutrients can come from non-meat sources,I believe meat is healthy,I realize meat is not always healthy,I believe meat provides essential vitamins,I think meat is not very healthy
35,34,"feel, feel better, meat feel, better, energized, feel energized, meat helps, helps, feel energized eating, helps feel",Meat gets tiring when eaten too much,I feel energized after eating a burger,I feel fatigued without meat,Meat helps me feel full,I feel better after eating lean meat
36,33,"processed, processed meats, avoid processed, meats, meats avoid, avoid, processed meats avoid, avoid processed meats, processed meat, highly processed",I avoid processed meats,Meat filled with synthetic chemicals,I avoid highly processed meats,I avoid deli meats,I avoid highly processed deli meats
37,33,"health concerns, concerns, health, diabetes, concerns health, health concerns health, concerns health concerns, colon, colon cancer, cancer",I have health concerns,Health concerns about diabetes,I work in the medical profession,I have had pancreatitis,I want to prevent health issues
38,32,"health, health concerns, concerns, meat concerned, meat health concerns, meat health, health concerns meat, health risks, risks, concerned",I am concerned about meat healthiness,I am concerned about meat fat content,I feel medical advice about meat is misleading,Doctor warning would make me stop meat,I am aware of health problems from meat
39,32,"environmental, environmental impact, impact, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, impact concerned environmental, concerned, environmental impact want",I want to contribute less to climate change,I am concerned about environmental impact,I understand environmental and social impacts,I am curious about environmental impact,I want to reduce environmental impact
40,32,"incomplete, incomplete meat, meals, meals feel, feel, meals meat, meatless, skip meat, skip, meal incomplete meat",I sometimes make meatless dinners,I feel a meal is incomplete without meat,A meal feels incomplete without meat,Sometimes I eat meals without meat,Meals without meat feel incomplete
41,31,"mom, wife, meat wife, meat health, partner, meat health reasons, eats, health reasons, reduced meat, reasons",My partner has dietary restrictions,My mom eats less meat now,Wife reduces meat in solidarity with me,My mom eats less meat for health reasons,My sister shares my low-meat motivation
42,31,"eat meat day, meat day, day, day eat meat, day eat, meat day eat, eat meat, night, meat night, eat meat night",I have meat every evening with dinner,I eat meat every day,I eat meat every evening,I have meat-free nights,I eat meat every night for dinner
43,29,"plantbased, plantbased meals, plantbased foods, eat plantbased, foods, eat plantbased foods, try plantbased, include plantbased, meals, include plantbased meals",I believe plant-based is healthier,I want to try more plant-based recipes,I try plant-based products,I feel healthier after plant-based meals,Plant-based foods are filling
44,29,"love, love eating, love eating meat, meat love, meat love eating, like, meat like, favorite, like eating meat, like eating",I like eating meat,I love eating filet mignon,I like to eat meat,Meat is my favorite food,I love to eat meat
45,28,"want, healthier want, healthy, want healthier, want healthy, healthier, healthy want, want healthier want, stay healthy, health want",I want to stay healthy,I want to be healthy and live long,I want to improve my health,I want a healthier future for myself,I want to be healthier
46,27,"substitutes, meat alternatives, alternatives, meat substitutes, use, use meat, alternatives dislike, plantbased meat, meat alternatives matters, use meat substitutes",Alternative meat choices are not the norm,Good meat alternatives are limited,I have tried plant-based meat alternatives,Meat substitutes do not taste like real meat,I do not want to breed animals for food
47,26,"cook, home, home cook, cook meat, home cook meat, meat home, cook meat home, meat home prepare, home prepare, prepare",I cook for my son,I focus on what's available at home,I prepare meat for my husband and son,Cooking less due to physical disability,I cook meat by baking or grilling
48,25,"meat easy, easy, convenient, meat convenient, meat easy cook, prepare, easy cook, easier, cook, easy cook meat",Meat is easier to prepare for a group,Eating meat is convenient,Storage of meat is complicated,Meat is easy to get at the store,I like how meat is prepared
49,25,"friends, friends eat, friends eat meat, meat friends, meat friends eat, eat meat friends, friends enjoy, friends enjoy eating, meat regularly friends, regularly friends",Most friends eat a lot of meat,My friends eat meat for convenience,My friends eat similar meats,My friends eat meat regularly,My friends are mostly meat eaters
