Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
19,54,"avoid, avoid eating, pork avoid, pork, avoid red, avoid red meat, meat avoid, pork avoid eating, red meat avoid, avoid eating red",I avoid pork for health reasons,I avoid beef and pork,I avoid uncommon meats like rabbit,I avoid pork because it feels heavy,I avoid steak and pork
20,52,"prefer, chicken, prefer chicken, fish, chicken fish, fish prefer, chicken turkey, turkey, meat prefer, prefer beef",I prefer chicken over beef,I find chicken easier to digest than beef,"I prefer beef, pork, and chicken",I prefer to eat chicken,I prefer chicken over red meat
21,49,"animals, animal, animal welfare, welfare, care, care animal, care animal welfare, animal suffering, suffering, killing",I prioritize animal welfare,I am in favor of animal rights,I want more humane animal treatment,I care about animal welfare,I believe animals should have ethical lives
22,48,"reasons, friends, meat health, avoid meat, avoid, reasons friends, health reasons, meat health reasons, health, contacts avoid",Friends avoid meat for animal welfare reasons,Multiple friends eat less meat now,Friends reduce meat for environmental reasons,Friends reduce meat for ethical reasons,Vegetarian coworker encourages meat reduction
23,47,"protein, meat protein, eat meat protein, protein eat meat, protein eat, protein meat, meat protein eat, source, meat protein meat, eat meat",I choose meat as my protein source,I sometimes substitute protein shakes for meat,Meat is my main source of protein,I choose meat for protein,I eat meat for protein
24,44,"meals eat meat, eat meat meals, meals eat, meat meals eat, meat meals, eat meat, meals, dinner, eat, dinner eat meat",I eat meat for dinner most days,I eat meat with most meals,I eat meat in most meals,I eat meat most days,I mostly eat meat
25,43,"want, healthier, want healthier, healthier want, healthy, healthy want, want healthy, want stay, stay, stay healthy",I want to be as healthy as possible,I want better health,I want to enjoy meals regardless of health advice,I want to be healthy,I want better blood work numbers
26,43,"habit, meat habit, eating meat habit, routine, eating meat, eating, meat routine, habit eating meat, consumption eating meat, habit eating",Eating meat helps me avoid snacking,My mood affects my meat eating,I am mindful of meat consumption,I visualize animals when eating meat,I consider my meat consumption average
27,42,"taste meat enjoy, enjoy taste meat, meat enjoy taste, enjoy taste, meat enjoy, taste meat, taste, enjoy, meat, ribs enjoy taste",I enjoy the taste of meat,I enjoy having steak and ribs,I enjoy the protein in meat,,
28,42,"chicken, lot chicken, eat lot chicken, eat chicken, chicken eat, eat chicken regularly, eat lot, chicken regularly, lot, chicken eat lot",I enjoy taste of chicken,I eat chicken two times a week,I eat chicken once a week,I grew up eating chicken frequently,I eat poultry two or three times weekly
29,39,"limit, try limit, limit meat, moderation, limit red meat, limit red, try, try limit meat, meat moderation, consumption try",I try to limit my meat consumption,I restrict my calories,I try to limit red meat,I try to limit meat consumption,I limit the meat that I eat
30,39,"fish, eat fish, fish eat, fish eat fish, pescatarian, eat, occasionally eat, chicken fish, eat chicken fish, occasionally",Becoming pescatarian is my goal,I eat fish to feel physically and mentally better,I restarted fish due to financial reasons,I eat fish one to two times weekly,I occasionally eat fish and yogurt
31,38,"diet, balanced, balanced diet, mindful, want balanced, diet want, want balanced diet, balance, portion, try","We focus on a varied, balanced diet",I follow a ketogenic diet,I try to have some balance,I am influenced by Nikola Tesla's diet,I am more mindful about portion sizes
32,38,"plantbased, plantbased meals, balance meat, balance, eat plantbased, plantbased foods, foods, include plantbased, meals, try plantbased",My family now eats more plant-based foods,I find plant-based meals easy and light,I feel healthier after plant-based meals,Plant-based foods are filling,I eat a purely plant-based diet
33,38,"day eat, meat day eat, day eat meat, eat meat day, day, meat day, daily eat, daily eat meat, meat daily eat, daily",I eat meat every day,I eat a lot of meat daily,I eat meat daily,I used to eat meat daily,I eat meat-based meals daily
34,37,"meat regularly eat, regularly eat, eat meat regularly, meat regularly, regularly, regularly eat meat, eat meat, eat, meat eat meat, meat eat",I eat various meats regularly,I eat meat regularly,I enjoy eating meat regularly,I eat common meat regularly,I eat meat regularly at home
35,36,"feel, incomplete, meat feel, incomplete meat, incomplete meat feel, meal incomplete, meal incomplete meat, feel meal, feel incomplete, feel meal incomplete",My son feels unwell without meat,I feel tired eating less meat,I miss meat when I do not eat it,I struggle with contradictions of eating meat,I feel a meal is incomplete without meat
36,36,"grew, grew eating, grew eating meat, meat grew, meat grew eating, eaten, eaten meat, eating meat grew, eating meat, eating",I grew up eating meat regularly,I grew up eating meat,I grew up eating a lot of red meat,I learned meat-eating from childhood,I switched to eating meat as an adult
37,36,"love, meat love, love taste, meat love taste, love taste meat, taste meat love, taste, taste meat, love eating, meat love eating",I love the flavor of meat,My favorite meal is filet Mignon,I love the taste of meat,I love eating meat,I love eating red meat
38,36,"motivated, motivated health, health, motivated health concerns, health concerns, concerns, reasons motivated, health reasons motivated, motivated health reasons, work",I am motivated by health concerns,I care about my health,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
39,35,"like taste meat, like taste, taste meat like, meat like taste, like, meat like, taste meat, taste, meat meat tastes, meat tastes",I like the taste of meat,I like how meat is prepared,I prefer the taste of meat,I like clean meats,I like how meat tastes
40,35,"vegetarian, vegan, years, vegetarian vegan, tried, vegetarian vegetarian, tried vegetarian, vegetarian 19 years, vegetarian 19, vegan 20",I am a vegetarian,I was vegan for about 20 years,I do vegan activism,I am close to being vegetarian,I am vegan
41,33,"environmental, impact, environmental impact, environmental concerns, impact meat, production, environmental impact meat, aware, meat aware, concerns",Environmental concerns about beef production,I learned about cattle resource use,Environmental concerns about eating meat,I want meat growing to be sustainable,I have environmental concerns about red meat
42,32,"avoid, meats avoid, processed, avoid processed, meats, processed meats, avoid processed meats, processed meats avoid, avoid fatty, meat avoid",I avoid processed meats,I avoid greasy meats,I avoid highly processed meats,I avoid deli meats,I avoid fatty meat at home
43,30,"raised, raised eating, raised eating meat, meat raised, meat raised eating, eating meat raised, eating meat, eating, taught, eating meat brought",I was raised vegetarian,I was raised eating meat,I was raised to eat meat with meals,Eating meat is part of my upbringing,I was raised eating meat with every meal
44,30,"iron, protein, anemic, protein sources, proteins, sources, seek, alternative protein, alternative protein sources, chronically anemic",I look for alternative protein sources,Other proteins lack enough iron,I want solid protein substitutes for meat,I believe protein can come from alternatives,I have low iron
45,30,"meal eat, meat meal eat, meat meal, meal eat meat, eat meat meal, meal, night, meat night, eat meat night, eat meat",I eat meat at every meal,I have meat every evening with dinner,My social gatherings always include meat,I eat meat with almost every meal,I eat meat every evening
46,30,"tradition, eating meat family, family tradition, meat family tradition, meat family, family, tradition eating meat, tradition eating, traditions, eating meat",Eating meat is family tradition,Meat is a cultural tradition,Eating meat is a family tradition,Meat is part of family traditions,Traditional family values include eating grilled meat
47,29,"friends, know eats, friends family, know eats meat, friends family eat, know, meat friends family, family eat meat, family eat, meat friends",My friends and family like eating meat,All my friends eat meat,All my friends eat meat frequently,My friends and family all eat meat,Everyone I know eats meat
48,28,"meatless, meals, skip, skip meat, meatless meals, meals meat, meals meat meatless, meat meatless, meat meatless meals, meat skip",I sometimes eat no meat,I occasionally make meat-free meals,"Few appealing, filling recipes without meat",Sometimes I eat meals without meat,I have meatless meals to save money
49,26,"feel, meat helps, helps, energy, energy meat, meat fills, fills, gives, meat gives, meat gives energy",Meat fills me up at dinner,Eating meat keeps me full and feeling better,Eating meat gives me more energy,Meat helps me feel full,I feel better after eating lean meat
50,25,"protein meat, protein, source, source protein, source protein meat, meat good, meat good source, good source protein, good source, meat high protein",Meat is an efficient protein source,White meat is high in protein,Meat is an easy protein source,I think animal proteins are easy to replace,Protein focus among young adults
51,25,"weight, weight want, lose, lose weight, lose weight want, want lose, want, weight want lose, want lose weight, trying lose weight",I want to avoid weight gain,I want to regulate my weight,I want to lose or maintain weight,I want to maintain a healthy weight,I want to gain weight
