Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
23,55,"ethical, grassfed, ethically, ethically sourced meat, ethically sourced, sourced meat, sourced, buy, eating animals, grassfed meat",I prefer grass-fed or ethical meat,I prefer animal welfare-friendly meat,I try to eat ethically sourced meat,"I try to buy grass-fed, local meat",I seek USDA Organic and grass-fed meat
24,52,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, taste meat, taste, meat enjoy flavor, enjoy flavor",I enjoy the taste of meat,I enjoy the flavor of meat,I enjoy the flavor of some meats,I like the flavor of meat,I enjoy having steak and ribs
25,52,"habit, meat habit, eating meat habit, habit eating, habit eating meat, eating meat, eating, meat feels, eating meat feels, feels",I eat meat out of habit,Eating meat is a long-standing habit,Eating meat is a habit among my friends,Habit and tradition encourage meat-eating,Eating meat is mostly out of habit
26,48,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",Most people I know eat meat regularly,Most people I know eat meat,Most people around me eat meat,People around me prefer meat with every meal,Everyone I know is a meat eater
27,47,"enjoy eating meat, enjoy eating, meat enjoy eating, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat love, meat love eating",I enjoy eating meat,I get satisfaction from eating meat,I enjoy meat,I enjoy eating meat regularly,I enjoy cooking and buying meat
28,40,"want, healthy, healthier want, want healthier, want healthy, healthier, want healthier want, healthy want, want stay, stay",I want to stay healthy,I want a healthier lifestyle,I want a healthier future for myself,I want to be healthier,I want better health
29,40,"meat easy, convenient, easy, meat convenient, buy meat, sale, buy, meat sale, meat easy cook, prepare",Meat is easier to prepare for a group,I try to find meat on sale,Eating meat is convenient,Meat is easy to cook,I buy pre-packaged meat for sandwiches
30,39,"believe meat, believe, meat healthy, nutritious, essential, healthy, nutritious believe, meat nutritious, nutritious believe meat, health believe meat",I believe meat is necessary for health,I believe meat is healthy,I believe meat is nutritious,I think meat is good for health,I believe meat keeps muscles healthy
31,39,"day eat, day, day eat meat, daily eat, daily, daily eat meat, meat day eat, meat day, eat meat day, eat meat",I eat meat once or twice daily,I eat meat at least once daily,I eat one meat meal per day,I eat meat most days,I eat meat at least once a day
32,38,"alternatives, meat alternatives, substitutes, tofu, meat substitutes, new meats, new, trying new meats, trying, trying new",Alternative meat choices are not the norm,I switch to non-meat alternatives when available,Meat substitutes are accepted if taste is similar,I use meat alternatives like tofu and Gardein,I use meat substitutes at home
33,37,"tradition, family tradition, eating meat family, meat family tradition, family, cultural, culture, meat family, tradition meat, meat cultural",Red meat is traditional in my culture,Meat is part of my family's culture,Meat is central in my family culture,Eating meat is a family tradition,Eating meat is cultural in my family
34,36,"day eat, day, eat meat day, day eat meat, meat day, meat day eat, meat daily eat, daily eat, eat meat daily, meat daily",I eat meat every day,I eat meat-based meals daily,I eat meat daily,I try to eat meat every day,I eat meat every single day
35,33,"weight, weight want, lose, lose weight, lose weight want, want lose, want, want lose weight, trying lose weight, trying lose",I want to avoid weight gain,I want to lose weight,I want to lose or maintain weight,I want to maintain a healthy weight,I have lost weight after reducing meat
36,31,"environmental, concerned environmental, environmental impact, impact, concerned environmental impact, impact concerned environmental, environmental impact concerned, impact concerned, concerned, impact want",I want to reduce environmental blueprint,I am concerned about environmental impact,I am curious about environmental impact,I want to reduce environmental impact,I hear about environmental impact in the news
37,28,"rarely, dont, meat rarely, rarely eat, eat meat home, rarely eat meat, meat rarely eat, meat dont, eat meat, like meat",I prefer not to be around meat,I do not crave steak,I do not eat meat often,I generally don't eat meat,I have no interest in eating meat
38,28,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, taste meat prefer, think meat delicious",I think meat is delicious,I like the taste of meat,I prefer the taste of meat,I like how meat tastes,I feel addicted to meat taste
39,26,"meals, meatfree, meat skip meat, meat skip, skip, skip meat, meatfree meals, meals meat, meatless, skip meat meals",I sometimes make meatless dinners,My meals are not influenced by others,I am not influenced by others,Some meals do not need meat,I have meat-free nights
40,26,"vegetables, eat vegetables, vegetables eat, vegetable, think vegetables, vegetables enjoy, vegetables eat vegetables, fresh vegetables, enjoy vegetables, vegetables prefer",I think vegetables are more delicious,I think vegetables are healthier,I include vegetables for health,I eat a lot of vegetables,I like vegetables
41,26,"plantbased, eat plantbased, plantbased meals, plantbased foods, include plantbased, try plantbased, eat plantbased foods, foods, meals, include",I believe plant-based is healthier,I want to try more plant-based recipes,I try plant-based products,I eat a purely plant-based diet,I am happy with a plant based diet
42,25,"occasionally, eat beef, occasionally eat, meat occasionally, beef, occasionally eat beef, occasionally occasionally, occasionally occasionally eat, eat, eat meat occasionally",I eat red meat occasionally,I occasionally eat red meat,I still consume red meat,I eat beef sometimes,I eat meat occasionally
43,25,"community, gatherings, social gatherings, include meat, social gatherings include, gatherings include, gatherings include meat, meat eating, include, norm",Meat-eating is the norm around me,Meals and gatherings usually include meat,Meat is culturally accepted by my social contacts,Meat meals bring people together,Social gatherings often include meat
