Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
20,52,"reduce meat, consumption, reduce, reducing, meat health, reducing meat, meat consumption, limit meat, reduce meat consumption, limit",I try to limit my meat consumption,I try to reduce meat consumption,I considered reducing meat for weight loss,I try to minimize meat consumption,I focus on reducing meat consumption
21,52,"concerned animal, concerned animal welfare, animal, animal welfare, welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, animal rights",I am concerned about animal rights,I am concerned about animal welfare,I thought briefly about animal welfare,I consider animal welfare ethical dilemmas,My family is concerned about animal welfare
22,50,"unhealthy, meat unhealthy, feel, guilty, red meat unhealthy, feel guilty, believe, animals, eating animals, red meat",I believe pork is unclean,I hear meat is bad for the planet,I feel medical advice about meat is misleading,Red meat makes me feel sleepy,I believe red meat is unhealthy
23,49,"environmental, concerns, impact, environmental impact, concerns meat, health, concerned, environmental impact meat, impact meat, meat health concerns",I realize meat can impact the environment,Beef has a large environmental impact,I am concerned about health problems from meat,I consider environmental impact of meat,I considered environmental impact of meat
24,48,"meat family, enjoys, family, loves, eating meat, enjoys eating meat, likes, enjoys eating, family enjoys, eating",My husband loves steak and pork,Other family members love the taste of meat,My daughter also loves meat,My family likes to eat meat,My family likes meat
25,47,"meat eat, eat red, eat red meat, meat eat red, eat, red meat, red, eat meat eat, eat meat, used eat",I eat less meat than I used to,Social contacts are eating less meat,I eat less meat than most people,My mom eats less meat now,Multiple friends eat less meat now
26,46,"expensive, meat expensive, expensive meat, prices, meat expensive meat, expensive meat expensive, meat prices, high, red meat expensive, high meat prices",Red meat is expensive,Ethically-sourced meat is often too expensive,Red meat was expensive growing up,Local meat is too expensive for me,Meat is very expensive
27,42,"concerned environmental, environmental, concerned environmental impact, environmental impact, concerned, impact, impact concerned, environmental impact concerned, concerned environment, environment",I am motivated by environmental concerns,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I hear about environmental impact in the news
28,41,"animal, animals, animal welfare, welfare, care animal, care, care animal welfare, motivated animal, motivated animal welfare, respect",I prioritize animal welfare,I value humane treatment of animals,I prefer animal welfare perspectives,I value animal welfare,My respect for animals has grown
29,40,"plantbased, plantbased foods, vegetables, eat plantbased, eat vegetables, foods, eat fish, try plantbased, eat plantbased foods, include plantbased",I eat more vegetables now,I consume more plant-based foods,My family now eats more plant-based foods,I try plant-based products,Plant-based foods are filling
30,39,"choices, influences, meat choices, sourced, sourced meat, ethically sourced, ethically sourced meat, health, ethically, ethical",I consider ethical meat consumption important,I consider ethics when eating meat,I choose meat for quality and health,I am health conscious about meat choice,I try to buy ethically sourced meat
31,39,"avoid, avoid red, avoid red meat, red, red meat, reasons, avoid meat, avoid eating red, eating red, health reasons",Some family avoid red meat for health,I avoid eating red meat,My wife avoids red meat,Vegetarian friends avoid meat for health,My partner avoids eating red meat
32,38,"meat meal, meal, eat meat meal, know eats, meat meal eat, meal eat, know eats meat, know, meal eat meat, eats meat",I eat meat at every meal,I eat meat with every meal,I have meat with every meal,I always include meat in my meals,Everyone in my life eats meat
33,33,"diet, balanced, balanced diet, eat healthier, diet want, want balanced, healthy, healthier, want, want eat",I am very conscious about my diet,I want a more balanced diet,I want a balanced diet,I try to eat healthier,I am mindful about nutrition now
34,33,"cholesterol, limitations, financial limitations, financial, concerned cholesterol, high, high cholesterol, financial limitations concerned, cholesterol high, limitations concerned cholesterol",Doctor required me to watch fat intake,I am concerned about cholesterol,I have cholesterol concerns,My partner had high cholesterol levels,I have high blood pressure
35,30,"grew, grew eating, grew eating meat, meat grew, eating meat grew, meat grew eating, raised eating, raised, meat raised, raised eating meat",I grew up eating meat,I grew up eating meat-centered meals,Social contacts grew up eating meat,I was raised to eat meat with meals,I was raised eating meat
36,29,"eats cook, eats, wife, cook, plan meals, family, plan, eats cook eat, eats cook family, plan meals wife",My son eats the meals I prepare,I cook for my son,I plan meals with my wife,My husband eats what I cook,Family keeps a freezer full of venison
37,28,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat, regularly regular",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat common meat regularly,Meat fits my daily routine
38,27,"want eat meat, considered eating meat, considered eating, want eat, meat considered eating, meat try eat, considered, eat meat, try eat, meat considered",I am trying to eat less meat,I wish I could be vegetarian,I hear doctors advise less meat,I try to eat less meat,I have considered eating less meat
39,27,"considered, reducing meat, considered reducing meat, considered reducing, reducing, meat considered, influence, contacts influence, meat considered reducing, social contacts influence",My meals are not influenced by others,I have not considered reducing meat,I am not influenced by others,I have not considered reducing meat consumption,My family has not reduced meat consumption
40,26,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, like meat, meat like meat",I like the taste of meat,I like how meat is prepared,I really like processed meats,I like meat,I like how meat tastes
41,25,"care, care environment, environment, sustainability, environmental, environmentally conscious, environment care, aware, care environmental impact, care environmental",I care about sustainability,I am environmentally conscious,I understand environmental and social impacts,I am concerned about sustainability,My son is aware of sustainability issues
