Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
9,81,"protein, meat protein, eat meat protein, protein meat, provides, meat provides, meat, protein eat meat, protein eat, eat meat",I eat meat for protein,I eat tofu as alternate protein,I sometimes substitute protein shakes for meat,I eat meat for iron and B12,I eat meat for protein and iron
10,76,"avoid, avoid eating, meats avoid, processed, avoid processed, meat avoid, meats, pork, meats avoid eating, processed meats avoid",I avoid stories about animal welfare in meat,I avoid fatty and fried meats,I avoid processed meat products,I avoid processed meats,I avoid foods that cause allergies
11,70,"unhealthy, meat unhealthy, feel, animal, animal cruelty, cruelty, red meat, red, guilty, feel guilty",I believe pork is unclean,I believe red meat is unhealthy,I hear meat is bad for the planet,I believe seafood is risky due to toxins,I consider some meats unhealthy
12,70,"dislike, like, hard, meat dislike, getting, taste, dislike taste, dislikes, trouble, difficult",I dislike the taste of fish,I do not like meat,I dislike vegetables,I dislike the taste of beef and pork,Pork does not agree with my stomach
13,69,"rarely, rarely eat, eat, meat eat, portions, meatless, limit meat eat, meat rarely eat, meat rarely, limited",I eat small meat portions,My roommate rarely eats meat,My parents rarely ate red meat,I eat very little processed meat,I rarely eat pork
14,55,"consumption, reduce meat, reducing, reduce, meat consumption, meat health, reducing meat, limit meat, limit, reasons",I try to limit my meat consumption,I try to reduce meat consumption,I am trying to reduce meat consumption,My religion restricts some meats,I remove meat pieces from food
15,55,"meat family, family, enjoys, enjoys eating meat, eating meat, eating, loves, enjoys eating, likes, family enjoys",My husband loves steak and pork,My husband likes eating meat,My daughter also loves meat,My family likes to eat meat,My friends and family like eating meat
16,54,"eat meat, occasionally, eat meat regularly, meat regularly, regularly, meat occasionally, usually, eat, eat meat occasionally, eat meat lunch",People around me eat meat regularly,My meals usually include meat,Meals and gatherings usually include meat,My typical meals usually include meat,I mostly eat meat
17,52,"concerned animal, animal, welfare, animal welfare, concerned animal welfare, welfare concerned, animal welfare concerned, welfare concerned animal, concerned, rights",I am concerned about animal welfare,I consider animal welfare ethical dilemmas,I am concerned about animal rights,Social contacts are concerned about animal rights,Concern for animal welfare
18,51,"expensive, meat expensive, expensive meat, prices, meat prices, meat expensive meat, expensive meat expensive, high, red meat expensive, rising",Meat is expensive,Meat is too expensive for my budget,Non-meat alternatives are often expensive,The cost of beef is high,Cost of meat is expensive
19,51,"meat meal, meal, eat meat meal, eaten, eaten meat, know eats, know eats meat, know, eating meat regularly, eats meat",I eat meat at every meal,I eat meat with every meal,All my friends eat meat,Everyone I know eats a lot of meat,I have meat with every meal
20,46,"week eat, week, times, week eat meat, twice, times week, times week eat, meat twice, eat meat twice, meat times week",I rotate meat dinners each week,I eat pork a couple times a month,I eat white meat twice a week,I eat meat a few times a week,I eat meat once or twice a week
21,46,"environmental, impact, concerns, environmental impact, meat aware, health, impact meat, environmental impact meat, aware, concerned",Environmental concerns about beef production,I told people about fake meat products,I have acid reflux from some meats,I am concerned about health problems from meat,I consider environmental impacts of eating meat
22,46,"enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, taste meat, meat enjoy, taste, enjoy, meat, taste meat people",I enjoy the taste of meat,I enjoy the fat and gristle in meat,People around me like the taste of meat,People I know enjoy the taste of meat,Housemates enjoy the taste of meat
23,45,"choices, meat choices, influences, price, ethically sourced meat, sourced, sourced meat, ethically sourced, health, ethically",Learning about health shaped my meat habits,I am health conscious about meat choice,I try to buy ethically sourced meat,I look for the best meat prices,I seek ethically sourced meat
24,45,"family, family eats meat, regularly family, meat regularly family, eats, eats meat, family eats, regularly, meat regularly, eats meat regularly",All my friends and family eat meat regularly,My family eats meat regularly,My family eats meat at every meal,My family included meat in daily meals,My daughter eats meat regularly
25,44,"meat meals, eat meat meals, meat meals eat, meals eat meat, meals eat, meals, eat meat, night, eat, include meat",I eat meat with most meals,I eat meat for most meals,I eat meat at most meals,I eat meat most meals,I eat meat with most dinners
26,44,"considered, reducing meat, considered reducing meat, considered reducing, reducing, eat pork, influence, meat social contacts, social, meat social",My meals are not influenced by others,Social contacts do not influence my choices,I am not influenced by others,I have not considered reducing meat consumption,My family has not reduced meat consumption
27,43,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat like, eating meat like",I enjoy eating meat,I get satisfaction from eating meat,I like eating meat,I enjoy social meals with meat,I eat meat because it is filling
28,41,"animal, animals, welfare, animal welfare, care animal, care, care animal welfare, respect, lives, treatment",I prioritize animal welfare,I love animals,I prefer animal welfare perspectives,I value animal welfare,My respect for animals has grown
29,39,"want avoid, avoid, try, want, want eat meat, try avoid, considered eating meat, considered eating, try eat, want eat",I wish I could be vegetarian,I try to eat less meat for health,I want fewer carbs for health reasons,I would prefer less interaction with killing animals,I wish I ate less meat
30,38,"eat, eat meat, used eat, meat eat, friends eat, friends, used, eating meat eat, eat meat eat, meat",I eat more poultry and less pork,Discussions with family prompt eating less meat,Social contacts choose less fatty meats,My husband eats less red meat,Multiple friends eat less meat now
31,37,"people, meat people, people know, know eat, people know eat, know, know eat meat, meat people know, eat meat people, eat meat",Most friends eat a lot of meat,Most people around me eat meat,Most people in my life eat meat,Most people I know eat meat regularly,Most people I know eat regular meat
32,32,"week, times, eat red meat, eat red, week eat, weekly, meat week, meat times, red meat week, red meat",I limit red meat to once a week,I eat meat three to four times weekly,I eat meat four times a week,I became pescatarian for a year,I eat red meat up to twice weekly
33,31,"grew, grew eating, meat grew, grew eating meat, eating meat grew, meat grew eating, raised eating, raised, meat raised, eating meat",I grew up eating meat,I was raised to eat meat with meals,I was raised eating meat,I grew up in a meat-eating family,I learned meat-eating from childhood
34,27,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat, meat regularly regular",I eat meat regularly,I regularly eat meat,I eat common meat regularly,I am a regular meat eater,I eat various meats regularly
35,26,"avoid, reasons, avoid meat, health reasons, meat health, health, social contacts avoid, contacts avoid, friends avoid, avoid meat health",Some family avoid red meat for health,I avoid red meat for health reasons,Social contacts avoid beef for animal welfare,Some social contacts avoid meat for health reasons,People avoid red meat for health reasons
36,25,"flavor, enjoy flavor, flavor meat, enjoy, enjoy flavor meat, social, social contacts, contacts, meat social, meat social contacts",Social contacts value taste in meat,I enjoy pleasant meat aromas during cooking,Social circle likes the taste of meat,I like the flavor of meat,I enjoy having steak and ribs
